zip,geography_id,predominant
22904,5078,1
22905,5078,1
22906,5078,1
22907,5078,1
22908,5078,1
22909,5078,1
22910,5078,1
22911,5078,0
22911,5087,1
22920,5068,1
22920,5071,0
22920,5078,0
22920,5088,0
22922,5068,1
22922,5071,0
22923,5087,1
22924,5078,1
22931,5068,1
22931,5071,0
22932,5071,1
22932,5078,0
22932,5088,0
22935,5078,0
22935,5087,1
22936,5071,1
22936,5078,0
22936,5087,0
22937,5068,1
22937,5071,0
22937,5078,0
22938,5068,1
22938,5071,0
22939,5078,0
22939,5088,1
22940,5071,1
22940,5078,0
22940,5087,0
22942,5071,1
22942,5078,0
22942,5087,0
22943,5078,1
22945,5078,1
22946,5068,1
22947,5071,1
22947,5078,0
22947,5087,0
22948,5087,1
22949,5068,1
22949,5071,0
22952,5071,1
22952,5078,0
22952,5088,0
22957,5078,0
22957,5087,1
22958,5071,1
22958,5088,0
22959,5068,1
22959,5071,0
22959,5078,0
22960,5078,0
22960,5087,1
22963,5071,1
22963,5078,0
22964,5068,1
22964,5071,0
22965,5087,1
22967,5068,1
22967,5071,0
22967,5088,0
22968,5078,0
22968,5087,1
22969,5068,1
22969,5071,0
22971,5068,1
22971,5071,0
22972,5078,0
22972,5087,1
22973,5078,0
22973,5087,1
22973,5088,0
22974,5071,1
22974,5078,0
22976,5068,1
22976,5071,0
22976,5088,0
22980,5078,0
22980,5088,1
22987,5078,1
22989,5078,1
23001,5078,1
23002,5078,0
23002,5089,1
23003,5078,1
23004,5071,1
23004,5078,0
23005,5078,0
23005,5087,1
23009,5078,0
23009,5087,1
23011,5078,1
23014,5078,1
23015,5087,1
23018,5078,1
23021,5078,1
23022,5071,1
23022,5078,0
23023,5078,0
23023,5087,1
23024,5078,0
23024,5087,1
23025,5078,1
23027,5071,1
23027,5078,0
23027,5089,0
23030,5078,1
23031,5078,1
23032,5078,0
23032,5087,1
23035,5078,1
23038,5071,1
23038,5078,0
23039,5078,0
23039,5089,1
23040,5071,1
23040,5078,0
23040,5089,0
23043,5078,1
23045,5078,1
23047,5087,1
23050,5078,1
23055,5071,1
23055,5078,0
23056,5078,1
23058,5078,1
23059,5078,0
23059,5087,1
23060,5078,1
23061,5078,1
23062,5078,1
23063,5071,1
23063,5078,0
23063,5089,0
23064,5078,1
23065,5071,1
23065,5078,0
23065,5087,0
23066,5078,1
23067,5071,1
23068,5078,1
23069,5078,0
23069,5087,1
23070,5078,1
23071,5078,1
23072,5078,1
23075,5078,1
23076,5078,1
23079,5078,0
23079,5087,1
23081,5078,1
23083,5078,0
23083,5089,1
23084,5071,1
23084,5078,0
23085,5078,0
23085,5087,1
23086,5078,0
23086,5087,1
23089,5078,1
23090,5078,1
23091,5078,0
23091,5087,1
23092,5078,1
23093,5071,1
23093,5078,0
23093,5087,0
23101,5089,1
23102,5078,0
23102,5087,1
23102,5089,0
23103,5078,0
23103,5087,1
23105,5089,1
23106,5078,0
23106,5087,1
23107,5078,1
23108,5078,0
23108,5087,1
23109,5078,1
23110,5078,0
23110,5087,1
23111,5078,0
23111,5087,1
23112,5078,0
23112,5089,1
23113,5078,1
23114,5078,1
23115,5087,1
23116,5078,0
23116,5087,1
23117,5071,1
23117,5078,0
23117,5087,0
23119,5078,1
23120,5078,0
23120,5089,1
23123,5071,1
23123,5078,0
23124,5078,0
23124,5087,1
23125,5078,1
23126,5087,1
23127,5078,1
23128,5078,1
23129,5078,0
23129,5087,1
23130,5078,1
23131,5078,1
23138,5078,1
23139,5071,1
23139,5078,0
23139,5089,0
23140,5078,1
23141,5078,1
23146,5078,0
23146,5087,1
23147,5078,1
23148,5078,0
23148,5087,1
23149,5078,0
23149,5087,1
23150,5078,1
23153,5071,1
23153,5078,0
23153,5087,0
23154,5078,1
23155,5078,1
23156,5078,0
23156,5087,1
23160,5078,0
23160,5089,1
23161,5078,0
23161,5087,1
23162,5078,1
23163,5078,1
23168,5078,1
23169,5078,1
23170,5078,1
23173,5078,1
23175,5078,1
23176,5078,1
23177,5078,0
23177,5087,1
23178,5078,1
23180,5078,1
23181,5078,0
23181,5087,1
23183,5078,1
23184,5078,1
23185,5078,1
23186,5078,1
23187,5078,1
23188,5078,1
23190,5078,1
23192,5087,1
23218,5078,1
23219,5078,1
23220,5078,1
23221,5078,1
23222,5078,1
23223,5078,1
23224,5078,1
23225,5078,1
23226,5078,1
23227,5078,1
23228,5078,1
23229,5078,1
23230,5078,1
23231,5078,1
23232,5078,1
23233,5078,1
23234,5078,1
23235,5078,1
23236,5078,1
23237,5078,1
23238,5078,1
23241,5078,1
23242,5078,1
23249,5078,1
23250,5078,1
23255,5078,1
23260,5078,1
23261,5078,1
23269,5078,1
23273,5078,1
23274,5078,1
23276,5078,1
23278,5078,1
23279,5078,1
23282,5078,1
23284,5078,1
23285,5078,1
23286,5078,1
23288,5078,1
23289,5078,1
23290,5078,1
23291,5078,1
23292,5078,1
23293,5078,1
23294,5078,1
23295,5078,1
23297,5078,1
23298,5078,1
23301,5067,1
23302,5067,1
23303,5067,1
23304,5078,1
23306,5067,1
23307,5067,1
23308,5067,1
23310,5067,1
23313,5067,1
23314,5075,1
23314,5078,0
23315,5075,1
23315,5078,0
23316,5067,1
23320,5078,1
23321,5078,1
23322,5078,1
23323,5078,1
23324,5078,1
23325,5078,1
23326,5078,1
23327,5078,1
23328,5078,1
23336,5067,1
23337,5067,1
23341,5067,1
23345,5067,1
23347,5067,1
23350,5067,1
23354,5067,1
23356,5067,1
23357,5067,1
23358,5067,1
23359,5067,1
23389,5067,1
23395,5067,1
23396,5067,1
23397,5075,1
23398,5067,1
23399,5067,1
23401,5067,1
23404,5067,1
23405,5067,1
23407,5067,1
23408,5067,1
23409,5067,1
23410,5067,1
23412,5067,1
23413,5067,1
23414,5067,1
23415,5067,1
23416,5067,1
23417,5067,1
23418,5067,1
23419,5067,1
23420,5067,1
23421,5067,1
23422,5067,1
23423,5067,1
23424,5078,1
23426,5067,1
23427,5067,1
23429,5067,1
23430,5075,1
23430,5078,0
23430,5085,0
23431,5078,1
23432,5078,1
23433,5078,1
23434,5075,1
23434,5078,0
23435,5078,1
23436,5078,1
23437,5075,1
23437,5078,0
23438,5075,1
23438,5078,0
23439,5078,1
23440,5067,1
23441,5067,1
23442,5067,1
23443,5067,1
23450,5078,1
23451,5078,1
23452,5078,1
23453,5078,1
23454,5078,1
23455,5078,1
23456,5078,1
23457,5078,1
23458,5078,1
23459,5078,1
23460,5078,1
23461,5078,1
23462,5078,1
23463,5078,1
23464,5078,1
23465,5078,1
23466,5078,1
23467,5078,1
23471,5078,1
23479,5078,1
23480,5067,1
23482,5067,1
23483,5067,1
23486,5067,1
23487,5075,1
23487,5078,0
23488,5067,1
23501,5078,1
23502,5078,1
23503,5078,1
23504,5078,1
23505,5078,1
23506,5078,1
23507,5078,1
23508,5078,1
23509,5078,1
23510,5078,1
23511,5078,1
23512,5078,1
23513,5078,1
23514,5078,1
23515,5078,1
23517,5078,1
23518,5078,1
23519,5078,1
23520,5078,1
23521,5078,1
23523,5078,1
23529,5078,1
23541,5078,1
23551,5078,1
23601,5078,1
23602,5078,1
23603,5078,1
23604,5078,1
23605,5078,1
23606,5078,1
23607,5078,1
23608,5078,1
23609,5078,1
23612,5078,1
23628,5078,1
23630,5078,1
23651,5078,1
23661,5078,1
23662,5078,1
23663,5078,1
23664,5078,1
23665,5078,1
23666,5078,1
23667,5078,1
23668,5078,1
23669,5078,1
23670,5078,1
23681,5078,1
23690,5078,1
23691,5078,1
23692,5078,1
23693,5078,1
23694,5078,1
23696,5078,1
23701,5078,1
23702,5078,1
23703,5078,1
23704,5078,1
23705,5078,1
23707,5078,1
23708,5078,1
23709,5078,1
23801,5078,1
23803,5078,0
23803,5089,1
23804,5078,1
23805,5078,0
23805,5085,1
23805,5089,0
23806,5078,1
23821,5078,0
23821,5089,1
23822,5089,1
23824,5078,0
23824,5089,1
23827,5075,1
23827,5078,0
23828,5078,0
23828,5081,1
23829,5075,1
23829,5078,0
23829,5081,0
23829,5085,0
23830,5078,0
23830,5085,1
23830,5089,0
23831,5078,1
23832,5078,0
23832,5089,1
23833,5078,0
23833,5089,1
23834,5078,1
23836,5078,1
23837,5075,1
23837,5078,0
23838,5078,0
23838,5089,1
23839,5078,0
23839,5085,1
23840,5078,0
23840,5089,1
23841,5078,0
23841,5085,1
23841,5089,0
23842,5078,0
23842,5085,1
23843,5078,0
23843,5081,1
23843,5089,0
23844,5078,0
23844,5081,1
23845,5081,1
23846,5075,1
23846,5078,0
23846,5085,0
23847,5078,0
23847,5081,1
23850,5078,0
23850,5089,1
23851,5075,0
23851,5078,0
23851,5079,1
23856,5078,0
23856,5081,1
23856,5089,0
23857,5078,0
23857,5081,1
23860,5078,0
23860,5085,1
23866,5075,1
23866,5078,0
23866,5085,0
23867,5075,1
23867,5078,0
23867,5081,0
23867,5085,0
23867,5089,0
23868,5078,0
23868,5081,1
23868,5089,0
23870,5078,1
23872,5078,0
23872,5081,1
23872,5089,0
23873,5089,1
23874,5075,1
23874,5078,0
23875,5078,0
23875,5085,1
23876,5078,0
23876,5089,1
23878,5075,1
23878,5078,0
23879,5078,0
23879,5081,1
23881,5078,0
23881,5085,1
23882,5078,0
23882,5085,1
23882,5089,0
23883,5075,1
23883,5078,0
23883,5085,0
23884,5085,1
23885,5078,0
23885,5089,1
23887,5081,1
23888,5075,1
23888,5078,0
23888,5085,0
23889,5078,0
23889,5081,1
23889,5089,0
23890,5078,0
23890,5085,1
23891,5085,1
23893,5081,1
23893,5089,0
23894,5078,0
23894,5089,1
23897,5075,1
23897,5078,0
23897,5085,0
23898,5075,1
23898,5078,0
23899,5078,0
23899,5085,1
23901,5071,1
23901,5078,0
23901,5089,0
23909,5078,1
23915,5078,0
23915,5081,1
23917,5078,0
23917,5081,1
23919,5081,1
23920,5078,0
23920,5081,1
23920,5089,0
23921,5071,1
23921,5078,0
23922,5078,0
23922,5089,1
23923,5078,0
23923,5081,1
23923,5089,0
23924,5078,0
23924,5081,1
23927,5078,0
23927,5081,1
23930,5078,0
23930,5089,1
23934,5078,0
23934,5089,1
23936,5071,1
23936,5078,0
23936,5089,0
23937,5078,0
23937,5081,1
23937,5089,0
23938,5078,0
23938,5089,1
23939,5078,1
23941,5081,1
23942,5078,0
23942,5089,1
23943,5089,1
23944,5078,0
23944,5081,1
23944,5089,0
23947,5078,0
23947,5081,1
23947,5089,0
23950,5078,0
23950,5081,1
23950,5089,0
23952,5078,0
23952,5081,1
23952,5089,0
23954,5078,0
23954,5089,1
23955,5078,1
23958,5071,1
23958,5078,0
23958,5089,0
23959,5078,0
23959,5089,1
23960,5071,1
23960,5078,0
23960,5089,0
23962,5078,0
23962,5081,1
23963,5089,1
23964,5078,0
23964,5081,1
23966,5078,0
23966,5089,1
23967,5078,0
23967,5081,1
23968,5078,0
23968,5081,1
23970,5078,0
23970,5081,1
23970,5089,0
23974,5078,0
23974,5081,1
23974,5089,0
23976,5081,1
24001,5068,1
24002,5068,1
24003,5068,1
24004,5068,1
24005,5068,1
24006,5068,1
24007,5068,1
24008,5068,1
24009,5068,1
24010,5068,1
24011,5068,1
24012,5068,1
24013,5068,1
24014,5068,1
24015,5068,1
24016,5068,1
24017,5068,1
24017,5074,0
24018,5068,1
24018,5074,0
24019,5068,1
24019,5074,0
24020,5068,1
24022,5068,1
24023,5068,1
24024,5068,1
24025,5068,1
24026,5068,1
24027,5068,1
24028,5068,1
24029,5068,1
24030,5068,1
24031,5068,1
24032,5068,1
24033,5068,1
24034,5068,1
24035,5068,1
24036,5068,1
24037,5068,1
24038,5068,1
24040,5068,1
24042,5068,1
24043,5068,1
24050,5068,1
24053,5068,1
24054,5068,1
24055,5068,1
24058,5068,1
24059,5068,1
24060,5068,1
24060,5076,0
24060,5093,0
24061,5068,1
24062,5068,1
24063,5068,1
24064,5068,1
24065,5068,1
24066,5068,1
24066,5069,0
24066,5076,0
24066,5078,0
24067,5068,1
24068,5068,1
24069,5068,1
24070,5068,1
24070,5076,0
24072,5068,1
24073,5068,1
24076,5068,1
24077,5068,1
24078,5068,1
24079,5068,1
24082,5068,1
24083,5068,1
24084,5068,1
24084,5086,0
24085,5068,1
24085,5069,0
24085,5076,0
24085,5078,0
24086,5068,1
24087,5068,1
24087,5076,0
24088,5068,1
24089,5068,1
24090,5068,1
24090,5076,0
24091,5068,1
24092,5068,1
24093,5068,1
24095,5068,1
24095,5089,0
24101,5068,1
24102,5068,1
24104,5068,1
24104,5081,0
24104,5089,0
24105,5068,1
24111,5068,1
24112,5068,1
24112,5073,0
24113,5073,1
24114,5073,1
24115,5073,1
24120,5068,1
24121,5068,1
24121,5089,0
24122,5068,1
24122,5078,0
24124,5068,1
24126,5068,1
24127,5068,1
24127,5076,0
24128,5068,1
24128,5076,0
24129,5068,1
24130,5076,1
24131,5076,1
24132,5068,1
24133,5068,1
24134,5068,1
24134,5076,0
24136,5068,1
24137,5068,1
24137,5081,0
24137,5089,0
24138,5068,1
24139,5081,1
24139,5089,0
24141,5068,1
24141,5086,0
24142,5068,1
24143,5086,1
24146,5068,1
24147,5068,1
24147,5076,0
24148,5068,1
24149,5068,1
24150,5068,1
24150,5076,0
24151,5068,1
24153,5068,1
24153,5074,0
24153,5076,0
24155,5074,1
24157,5074,1
24161,5068,1
24161,5081,0
24161,5089,0
24162,5068,1
24165,5068,1
24167,5068,1
24168,5068,1
24171,5068,1
24174,5068,1
24174,5089,0
24175,5068,1
24175,5076,0
24176,5068,1
24177,5068,1
24178,5068,1
24179,5068,1
24184,5068,1
24184,5089,0
24185,5068,1
24201,5068,1
24201,5070,0
24202,5068,1
24202,5070,0
24203,5070,1
24205,5070,1
24209,5070,1
24210,5068,1
24210,5070,0
24211,5068,1
24212,5068,1
24215,5080,1
24216,5068,1
24216,5080,0
24217,5068,1
24218,5080,1
24219,5068,1
24219,5080,0
24219,5084,0
24220,5068,1
24221,5084,1
24224,5068,1
24224,5080,0
24225,5068,1
24226,5068,1
24228,5068,1
24230,5068,1
24230,5080,0
24236,5068,1
24237,5068,1
24239,5068,1
24243,5080,1
24243,5084,0
24244,5068,1
24244,5080,0
24244,5084,0
24245,5068,1
24245,5080,0
24246,5080,1
24248,5080,1
24248,5084,0
24250,5068,1
24251,5068,1
24251,5084,0
24256,5068,1
24258,5068,1
24260,5068,1
24263,5080,1
24263,5084,0
24265,5080,1
24265,5084,0
24266,5068,1
24269,5068,1
24270,5068,1
24271,5068,1
24272,5068,1
24272,5080,0
24273,5068,1
24273,5080,0
24277,5080,1
24277,5084,0
24279,5068,1
24279,5080,0
24280,5068,1
24281,5080,1
24281,5084,0
24282,5080,1
24282,5084,0
24283,5068,1
24283,5080,0
24290,5068,1
24292,5068,1
24293,5068,1
24293,5080,0
24301,5068,1
24311,5068,1
24312,5068,1
24313,5068,1
24314,5068,1
24315,5068,1
24316,5068,1
24317,5068,1
24318,5068,1
24319,5068,1
24322,5068,1
24323,5068,1
24324,5068,1
24325,5068,1
24326,5068,1
24327,5068,1
24328,5068,1
24330,5068,1
24333,5068,1
24340,5068,1
24343,5068,1
24347,5068,1
24348,5068,1
24350,5068,1
24351,5068,1
24352,5068,1
24354,5068,1
24360,5068,1
24361,5068,1
24363,5068,1
24366,5068,1
24368,5068,1
24370,5068,1
24374,5068,1
24375,5068,1
24377,5068,1
24378,5068,1
24380,5068,1
24381,5068,1
24382,5068,1
24401,5078,0
24401,5088,1
24402,5078,1
24411,5078,1
24412,5069,1
24413,5069,1
24413,5088,0
24415,5078,1
24416,5069,1
24416,5071,0
24416,5078,0
24421,5078,0
24421,5088,1
24422,5069,1
24422,5078,0
24426,5069,1
24426,5076,0
24426,5078,0
24430,5069,1
24430,5078,0
24430,5088,0
24431,5078,0
24431,5088,1
24432,5069,1
24432,5078,0
24432,5088,0
24433,5069,1
24433,5088,0
24435,5069,1
24435,5078,0
24437,5078,0
24437,5088,1
24438,5076,1
24439,5069,1
24439,5078,0
24439,5088,0
24440,5078,0
24440,5088,1
24441,5078,0
24441,5087,1
24441,5088,0
24442,5069,1
24442,5088,0
24445,5069,1
24445,5078,0
24448,5078,1
24450,5069,1
24450,5076,0
24450,5078,0
24457,5078,1
24458,5069,1
24458,5088,0
24459,5069,1
24459,5078,0
24459,5088,0
24460,5069,1
24460,5078,0
24463,5078,1
24464,5069,1
24464,5071,0
24465,5069,1
24465,5088,0
24467,5078,0
24467,5088,1
24468,5069,1
24468,5088,0
24469,5078,1
24471,5078,0
24471,5088,1
24472,5069,1
24472,5071,0
24472,5078,0
24472,5088,0
24473,5069,1
24473,5078,0
24474,5078,1
24476,5078,0
24476,5088,1
24477,5078,0
24477,5088,1
24479,5078,0
24479,5088,1
24482,5078,0
24482,5088,1
24483,5068,1
24483,5069,0
24483,5071,0
24483,5078,0
24483,5088,0
24484,5069,1
24484,5088,0
24485,5069,1
24485,5088,0
24486,5078,0
24486,5088,1
24487,5069,1
24487,5088,0
24501,5068,1
24502,5068,1
24503,5068,1
24504,5068,1
24504,5071,0
24505,5068,1
24506,5068,1
24513,5068,1
24514,5068,1
24515,5068,1
24517,5078,0
24517,5081,1
24517,5089,0
24520,5068,1
24520,5078,0
24520,5081,0
24521,5068,1
24521,5071,0
24521,5078,0
24522,5068,1
24522,5071,0
24522,5078,0
24522,5089,0
24523,5068,1
24523,5078,0
24523,5089,0
24523,5090,0
24526,5068,1
24526,5078,0
24527,5068,1
24527,5078,0
24527,5081,0
24528,5078,0
24528,5081,1
24528,5089,0
24529,5078,0
24529,5081,1
24530,5068,1
24530,5081,0
24531,5068,1
24531,5078,0
24531,5081,0
24533,5068,1
24534,5078,0
24534,5081,1
24535,5078,1
24536,5068,1
24538,5068,1
24538,5071,0
24538,5078,0
24538,5089,0
24539,5081,1
24540,5068,1
24540,5077,0
24540,5078,0
24541,5068,1
24541,5077,0
24543,5077,1
24549,5068,1
24549,5081,0
24550,5068,1
24550,5078,0
24550,5089,0
24551,5068,1
24551,5089,0
24553,5068,1
24553,5071,0
24554,5068,1
24554,5078,0
24554,5081,0
24554,5089,0
24555,5068,1
24555,5069,0
24555,5078,0
24556,5068,1
24556,5089,0
24557,5078,0
24557,5081,1
24557,5089,0
24558,5068,1
24558,5078,0
24558,5081,0
24562,5068,1
24562,5071,0
24563,5078,0
24563,5081,1
24563,5089,0
24565,5081,1
24566,5068,1
24566,5078,0
24566,5081,0
24569,5081,1
24569,5089,0
24570,5068,1
24571,5068,1
24571,5078,0
24571,5081,0
24571,5089,0
24572,5068,1
24572,5071,0
24574,5068,1
24574,5078,0
24576,5089,1
24577,5078,0
24577,5081,1
24577,5089,0
24578,5069,1
24578,5078,0
24579,5068,1
24579,5069,0
24579,5078,0
24580,5078,0
24580,5081,1
24581,5068,1
24581,5071,0
24586,5068,1
24588,5068,1
24588,5078,0
24588,5089,0
24589,5078,0
24589,5081,1
24590,5068,1
24590,5071,0
24590,5078,0
24592,5078,0
24592,5081,1
24593,5071,1
24593,5078,0
24593,5089,0
24594,5068,1
24594,5078,0
24595,5068,1
24597,5068,1
24597,5078,0
24597,5081,0
24598,5078,0
24598,5081,1
24599,5068,1
24599,5071,0
24601,5068,1
24602,5068,1
24603,5068,1
24604,5068,1
24605,5068,1
24606,5068,1
24607,5068,1
24608,5068,1
24609,5068,1
24612,5068,1
24613,5068,1
24614,5068,1
24619,5068,1
24620,5068,1
24622,5068,1
24624,5068,1
24627,5068,1
24628,5068,1
24630,5068,1
24631,5068,1
24634,5068,1
24635,5068,1
24637,5068,1
24639,5068,1
24640,5068,1
24641,5068,1
24646,5068,1
24647,5068,1
24649,5068,1
24651,5068,1
24656,5068,1
24657,5068,1
24658,5068,1
24701,5241,1
24712,5241,1
24714,5241,1
24715,5241,1
24716,5241,1
24719,5241,1
24724,5241,1
24726,5241,1
24729,5241,1
24731,5241,1
24732,5241,1
24733,5241,1
24736,5241,1
24737,5241,1
24738,5241,1
24739,5241,1
24740,5241,1
24747,5241,1
24751,5241,1
24801,5241,1
24808,5241,1
24811,5241,1
24813,5241,1
24815,5241,1
24816,5241,1
24817,5241,1
24818,5241,1
24822,5241,1
24823,5241,1
24826,5241,1
24827,5241,1
24828,5241,1
24829,5241,1
24830,5241,1
24831,5241,1
24834,5241,1
24836,5241,1
24839,5241,1
24843,5241,1
24844,5241,1
24845,5241,1
24846,5241,1
24847,5241,1
24848,5241,1
24849,5241,1
24850,5241,1
24851,5241,1
24853,5241,1
24854,5241,1
24855,5241,1
24857,5241,1
24859,5241,1
24860,5241,1
24861,5241,1
24862,5241,1
24866,5241,1
24867,5241,1
24868,5241,1
24869,5241,1
24870,5241,1
24871,5241,1
24872,5241,1
24873,5241,1
24874,5241,1
24878,5241,1
24879,5241,1
24880,5241,1
24881,5241,1
24882,5241,1
24884,5241,1
24887,5241,1
24888,5241,1
24892,5241,1
24894,5241,1
24895,5241,1
24898,5241,1
24901,5244,1
24902,5244,1
24910,5241,1
24910,5243,0
24910,5244,0
24915,5244,1
24916,5244,1
24918,5241,1
24918,5243,0
24918,5244,0
24920,5244,1
24924,5244,1
24925,5244,1
24927,5244,1
24931,5241,1
24931,5244,0
24934,5244,1
24935,5241,1
24935,5243,0
24935,5244,0
24938,5244,1
24941,5241,1
24941,5243,0
24941,5244,0
24943,5241,1
24944,5244,1
24945,5241,1
24945,5243,0
24945,5244,0
24946,5244,1
24951,5241,1
24951,5243,0
24954,5244,1
24957,5244,1
24962,5243,1
24962,5244,0
24963,5241,1
24963,5243,0
24966,5244,1
24970,5243,1
24970,5244,0
24974,5243,1
24974,5244,0
24976,5243,1
24976,5244,0
24977,5241,1
24977,5244,0
24981,5243,1
24981,5244,0
24983,5241,1
24983,5243,0
24983,5244,0
24984,5241,1
24984,5243,0
24984,5244,0
24985,5241,1
24985,5243,0
24985,5244,0
24986,5243,1
24986,5244,0
24991,5241,1
24991,5244,0
24993,5243,1
24993,5244,0
25002,5241,1
25003,5241,1
25005,5241,1
25005,5244,0
25007,5241,1
25008,5241,1
25009,5241,1
25011,5241,1
25015,5241,1
25019,5241,1
25019,5244,0
25021,5241,1
25022,5241,1
25024,5241,1
25025,5241,1
25026,5241,1
25028,5241,1
25030,5241,1
25031,5241,1
25033,5241,1
25035,5241,1
25036,5241,1
25039,5241,1
25040,5241,1
25043,5241,1
25043,5244,0
25044,5241,1
25045,5241,1
25045,5244,0
25047,5241,1
25048,5241,1
25049,5241,1
25051,5241,1
25053,5241,1
25054,5241,1
25057,5241,1
25059,5241,1
25060,5241,1
25061,5241,1
25062,5241,1
25063,5244,1
25064,5241,1
25067,5241,1
25070,5241,1
25071,5241,1
25075,5241,1
25076,5241,1
25079,5241,1
25081,5241,1
25082,5241,1
25083,5241,1
25085,5241,1
25086,5241,1
25088,5241,1
25090,5241,1
25093,5241,1
25102,5241,1
25103,5241,1
25106,5241,1
25107,5241,1
25108,5241,1
25109,5241,1
25110,5241,1
25111,5241,1
25112,5241,1
25113,5244,1
25114,5241,1
25115,5241,1
25118,5241,1
25119,5241,1
25121,5241,1
25123,5241,1
25124,5241,1
25125,5241,1
25126,5241,1
25130,5241,1
25132,5241,1
25133,5241,1
25133,5242,0
25133,5244,0
25134,5241,1
25136,5241,1
25139,5241,1
25140,5241,1
25141,5244,1
25142,5241,1
25143,5241,1
25148,5241,1
25149,5241,1
25152,5241,1
25154,5241,1
25156,5241,1
25159,5241,1
25160,5241,1
25161,5241,1
25162,5241,1
25164,5241,1
25164,5244,0
25165,5241,1
25168,5241,1
25169,5241,1
25173,5241,1
25174,5241,1
25177,5241,1
25180,5241,1
25181,5241,1
25183,5241,1
25185,5241,1
25186,5241,1
25187,5241,1
25193,5241,1
25201,5241,1
25202,5241,1
25203,5241,1
25204,5241,1
25205,5241,1
25206,5241,1
25208,5241,1
25209,5241,1
25211,5244,1
25213,5241,1
25214,5241,1
25231,5241,1
25234,5244,1
25235,5244,1
25239,5241,1
25241,5241,1
25243,5241,1
25243,5244,0
25244,5241,1
25244,5244,0
25245,5241,1
25247,5241,1
25248,5241,1
25248,5244,0
25251,5244,1
25252,5241,1
25252,5244,0
25253,5241,1
25259,5244,1
25260,5241,1
25261,5244,1
25262,5241,1
25264,5241,1
25265,5241,1
25266,5241,1
25266,5244,0
25267,5244,1
25268,5244,1
25270,5244,1
25271,5241,1
25271,5244,0
25275,5241,1
25275,5244,0
25276,5244,1
25285,5241,1
25285,5244,0
25286,5241,1
25286,5244,0
25287,5241,1
25301,5241,1
25302,5241,1
25303,5241,1
25304,5241,1
25305,5241,1
25306,5241,1
25309,5241,1
25311,5241,1
25312,5241,1
25313,5241,1
25314,5241,1
25315,5241,1
25317,5241,1
25320,5241,1
25321,5241,1
25322,5241,1
25323,5241,1
25324,5241,1
25325,5241,1
25326,5241,1
25327,5241,1
25328,5241,1
25329,5241,1
25330,5241,1
25331,5241,1
25332,5241,1
25333,5241,1
25334,5241,1
25335,5241,1
25336,5241,1
25337,5241,1
25338,5241,1
25339,5241,1
25350,5241,1
25356,5241,1
25357,5241,1
25358,5241,1
25360,5241,1
25361,5241,1
25362,5241,1
25364,5241,1
25365,5241,1
25375,5241,1
25387,5241,1
25389,5241,1
25392,5241,1
25396,5241,1
25401,5244,1
25402,5244,1
25403,5244,1
25404,5244,1
25404,5245,0
25405,5244,1
25410,5244,1
25411,5244,1
25411,5245,0
25413,5244,1
25414,5244,1
25419,5244,1
25419,5245,0
25420,5244,1
25421,5244,1
25422,5244,1
25422,5245,0
25423,5244,1
25425,5244,1
25425,5245,0
25427,5244,1
25427,5245,0
25428,5244,1
25430,5244,1
25431,5244,1
25432,5244,1
25434,5244,1
25434,5245,0
25437,5244,1
25438,5244,1
25440,5244,1
25441,5244,1
25442,5244,1
25443,5244,1
25443,5245,0
25444,5244,1
25446,5244,1
25501,5241,1
25502,5241,1
25503,5241,1
25504,5241,1
25505,5241,1
25506,5241,1
25507,5241,1
25508,5241,1
25510,5241,1
25511,5241,1
25512,5241,1
25514,5241,1
25515,5241,1
25517,5241,1
25520,5241,1
25521,5241,1
25523,5241,1
25524,5241,1
25526,5241,1
25529,5241,1
25530,5241,1
25534,5241,1
25535,5241,1
25537,5241,1
25540,5241,1
25541,5241,1
25544,5241,1
25545,5241,1
25547,5241,1
25550,5241,1
25555,5241,1
25557,5241,1
25559,5241,1
25560,5241,1
25562,5241,1
25564,5241,1
25565,5241,1
25567,5241,1
25569,5241,1
25570,5241,1
25571,5241,1
25572,5241,1
25573,5241,1
25601,5241,1
25606,5241,1
25607,5241,1
25608,5241,1
25611,5241,1
25612,5241,1
25614,5241,1
25617,5241,1
25621,5241,1
25624,5241,1
25625,5241,1
25628,5241,1
25630,5241,1
25632,5241,1
25634,5241,1
25635,5241,1
25637,5241,1
25638,5241,1
25639,5241,1
25644,5241,1
25646,5241,1
25647,5241,1
25649,5241,1
25650,5241,1
25651,5241,1
25652,5241,1
25653,5241,1
25654,5241,1
25661,5241,1
25665,5241,1
25666,5241,1
25667,5241,1
25669,5241,1
25670,5241,1
25671,5241,1
25672,5241,1
25674,5241,1
25676,5241,1
25678,5241,1
25685,5241,1
25686,5241,1
25688,5241,1
25690,5241,1
25691,5241,1
25692,5241,1
25696,5241,1
25699,5241,1
25701,5241,1
25702,5241,1
25703,5241,1
25704,5241,1
25705,5241,1
25706,5241,1
25707,5241,1
25708,5241,1
25709,5241,1
25710,5241,1
25711,5241,1
25712,5241,1
25713,5241,1
25714,5241,1
25715,5241,1
25716,5241,1
25717,5241,1
25718,5241,1
25719,5241,1
25720,5241,1
25721,5241,1
25722,5241,1
25723,5241,1
25724,5241,1
25725,5241,1
25726,5241,1
25727,5241,1
25728,5241,1
25729,5241,1
25755,5241,1
25770,5241,1
25771,5241,1
25772,5241,1
25773,5241,1
25774,5241,1
25775,5241,1
25776,5241,1
