zip,geography_id,predominant
01843,4104,1
01843,5523,0
01844,4104,1
01844,5523,0
01844,5526,0
01845,4104,1
01845,4108,0
01845,4110,0
01845,5523,0
01845,5526,0
01850,4104,1
01850,5526,0
01851,4104,1
01851,5526,0
01852,4104,1
01852,5526,0
01853,4104,1
01854,4104,1
01854,5526,0
01860,4104,1
01860,5295,0
01860,5526,0
01862,4102,0
01862,4104,1
01862,5526,0
01863,4104,1
01863,5526,0
01864,4101,1
01864,4104,0
01864,4108,0
01864,4110,0
01864,5523,0
01864,5526,0
01865,4104,1
01866,4104,1
01867,4101,1
01867,4102,0
01867,4110,0
01867,4153,0
01867,5521,0
01867,5526,0
01876,4102,0
01876,4104,1
01876,4110,0
01876,5523,0
01876,5526,0
01879,4104,1
01879,5526,0
01880,4101,1
01880,4102,0
01880,4104,0
01880,4110,0
01880,4153,0
01880,5521,0
01880,5526,0
01885,4104,1
01886,4102,0
01886,4104,1
01886,4147,0
01886,5526,0
01887,4102,0
01887,4104,1
01887,4110,0
01887,5523,0
01887,5526,0
01888,4102,1
01889,4110,1
01890,4102,0
01890,4104,1
01890,5526,0
01899,4104,1
01901,4104,1
01901,5526,0
01902,4104,1
01902,5526,0
01903,4104,1
01904,4101,1
01904,4104,0
01904,4110,0
01904,5526,0
01905,4104,1
01905,5526,0
01906,4101,1
01906,4104,0
01906,4110,0
01906,4153,0
01906,5521,0
01906,5526,0
01907,4104,0
01907,4149,1
01907,5526,0
01908,4104,1
01908,5526,0
01910,4104,1
01913,4104,1
01913,5526,0
01915,4104,1
01915,5289,0
01915,5526,0
01921,4104,1
01921,4108,0
01921,5294,0
01921,5523,0
01921,5526,0
01922,4104,1
01922,5526,0
01923,4101,1
01923,4104,0
01923,4108,0
01923,5289,0
01923,5526,0
01929,4104,1
01929,5294,0
01929,5526,0
01930,4104,1
01930,5294,0
01930,5526,0
01931,4104,1
01936,4104,1
01937,5289,1
01937,5526,0
01938,4104,1
01938,5294,0
01938,5526,0
01940,4101,1
01940,4104,0
01940,4108,0
01940,4110,0
01940,4153,0
01940,5521,0
01940,5526,0
01944,4104,1
01944,5526,0
01945,4104,0
01945,4149,1
01945,5526,0
01949,4101,1
01949,4104,0
01949,4108,0
01949,4110,0
01949,5289,0
01949,5523,0
01949,5526,0
01950,4104,1
01950,5526,0
01951,4104,1
01951,5294,0
01951,5299,0
01951,5526,0
01952,4104,1
01952,5526,0
01960,4101,1
01960,4104,0
01960,4108,0
01960,4110,0
01960,5289,0
01960,5526,0
01961,4101,1
01965,4104,1
01965,5526,0
01966,4104,1
01966,5526,0
01969,4104,1
01969,5294,0
01969,5299,0
01969,5526,0
01970,4101,0
01970,4104,0
01970,4149,1
01970,5526,0
01971,4104,1
01982,4104,1
01982,5294,0
01982,5526,0
01983,4104,1
01983,4108,0
01983,5289,0
01983,5294,0
01983,5526,0
01984,4104,1
01984,5289,0
01984,5526,0
01985,4104,1
01985,5526,0
02018,4144,1
02019,4102,0
02019,4104,1
02019,5523,0
02019,5525,0
02020,4102,1
02021,4100,1
02021,4102,0
02021,4104,0
02021,5523,0
02021,5526,0
02025,4104,0
02025,4144,1
02025,5293,0
02025,5523,0
02025,5526,0
02026,4102,1
02026,5523,0
02026,5526,0
02027,4102,1
02030,4102,1
02030,4154,0
02030,5523,0
02030,5526,0
02032,4100,1
02032,4102,0
02032,5523,0
02035,4102,0
02035,4104,1
02035,4148,0
02035,5523,0
02035,5527,0
02038,4102,0
02038,4104,1
02038,5523,0
02038,5525,0
02040,4104,1
02041,4102,1
02043,4104,0
02043,4144,1
02043,5523,0
02043,5526,0
02044,4144,1
02045,4104,0
02045,4144,1
02045,5293,0
02045,5526,0
02047,4104,1
02047,5523,0
02048,4104,1
02048,4109,0
02048,4148,0
02048,5523,0
02048,5527,0
02050,4102,0
02050,4104,1
02050,5523,0
02051,4102,1
02052,4102,1
02052,5523,0
02053,4102,0
02053,4104,1
02053,5523,0
02054,4102,1
02054,5523,0
02055,4104,1
02056,4102,0
02056,4104,1
02056,5523,0
02059,4102,1
02060,4104,1
02061,4102,0
02061,4104,0
02061,4144,1
02061,5523,0
02062,4100,1
02062,4102,0
02062,5523,0
02062,5526,0
02065,4102,1
02066,4102,0
02066,4104,0
02066,4144,1
02066,5523,0
02066,5526,0
02067,4100,1
02067,4102,0
02067,4104,0
02067,4148,0
02067,5523,0
02070,4104,1
02071,4102,0
02071,4104,1
02071,5523,0
02072,4102,0
02072,4104,1
02072,5523,0
02081,4100,1
02081,4102,0
02081,4104,0
02081,5523,0
02090,4100,1
02090,4102,0
02090,5523,0
02093,4102,0
02093,4104,1
02093,5523,0
02093,5527,0
02101,4102,1
02108,4102,1
02108,5526,0
02109,4102,1
02109,5526,0
02110,4102,1
02110,5526,0
02111,4102,1
02111,5526,0
02112,4102,1
02113,4102,1
02113,5526,0
02114,4102,1
02114,5523,0
02114,5526,0
02115,4102,1
02115,5526,0
02116,4102,1
02116,5523,0
02116,5526,0
02117,4102,1
02118,4102,1
02118,5526,0
02119,4102,1
02119,5526,0
02120,4102,1
02120,5526,0
02121,4102,1
02121,5526,0
02122,4102,1
02122,5526,0
02123,4102,1
02124,4102,1
02124,5526,0
02125,4102,1
02125,5526,0
02126,4102,1
02126,5526,0
02127,4102,1
02127,5526,0
02128,4102,0
02128,4104,1
02128,5526,0
02129,4102,0
02129,4104,1
02129,5523,0
02129,5526,0
02130,4102,1
02130,5526,0
02131,4102,1
02131,5526,0
02132,4102,1
02132,5523,0
02132,5526,0
02133,4102,1
02133,5526,0
02134,4102,1
02134,5523,0
02134,5526,0
02135,4102,1
02135,5523,0
02135,5526,0
02136,4102,1
02136,5523,0
02136,5526,0
02137,4102,1
02138,4102,1
02138,5286,0
02138,5523,1
02138,5526,0
02139,4102,1
02139,5523,1
02139,5526,0
02140,4102,1
02140,5286,0
02140,5523,1
02140,5526,0
02141,4102,1
02141,5523,1
02141,5526,0
02142,4102,1
02142,5523,1
02142,5526,0
02143,4102,1
02143,5523,1
02143,5526,0
02144,4102,0
02144,4104,1
02144,5523,1
02144,5526,0
02145,4102,0
02145,4104,1
02145,5523,1
02145,5526,0
02148,4104,1
02148,5526,0
02149,4102,0
02149,4104,1
02149,5523,0
02149,5526,0
02150,4102,0
02150,4104,1
02150,5526,0
02151,4102,0
02151,4104,1
02151,5526,0
02152,4102,0
02152,4104,1
02152,5526,0
02153,4104,1
02155,4102,0
02155,4104,1
02155,5523,0
02155,5526,0
02156,4104,1
02163,4102,1
02163,5523,0
02163,5526,0
02169,4102,0
02169,4104,1
02169,5293,0
02169,5307,0
02169,5523,0
02169,5526,0
02170,4102,0
02170,4104,1
02170,5526,0
02171,4102,0
02171,4104,1
02171,5526,0
02176,4102,0
02176,4104,1
02176,4153,0
02176,5521,0
02176,5526,0
02180,4102,0
02180,4104,1
02180,4110,0
02180,4153,0
02180,5521,0
02180,5526,0
02184,4104,1
02184,5307,0
02184,5523,0
02184,5526,0
02185,5307,1
02186,4102,0
02186,4104,1
02186,5523,0
02186,5526,0
02187,4102,1
02188,4104,1
02188,5307,0
02188,5526,0
02189,4104,0
02189,4144,1
02189,5526,0
02190,4104,0
02190,4144,1
02190,5307,0
02190,5523,0
02190,5526,0
02191,4104,1
02191,5526,0
02196,4102,1
02199,4102,1
02199,5526,0
02201,4102,1
02203,4102,1
02203,5526,0
02204,4102,1
02205,4102,1
02205,5526,0
02206,4102,1
02210,4102,1
02210,5526,0
02211,4102,1
02212,4102,1
02215,4102,1
02215,5523,0
02215,5526,0
02217,4102,1
02222,4102,1
02228,4102,1
02238,4102,1
02241,4102,1
02266,4102,1
02269,4104,1
02283,4102,1
02284,4102,1
02293,4102,1
02295,4102,1
02297,4102,1
02298,4102,1
02301,4104,1
02301,5523,0
02302,4104,1
02302,5523,0
02302,5526,0
02303,4104,1
02304,4104,1
02305,4104,1
02322,4104,1
02322,5523,0
02324,4104,0
02324,4107,0
02324,5301,1
02324,5519,0
02324,5523,0
02325,4104,1
02325,5523,0
02327,4102,0
02327,4104,1
02330,4102,1
02330,4107,0
02330,5519,0
02330,5523,0
02330,5526,0
02331,4102,1
02332,4102,0
02332,4104,1
02332,5523,0
02332,5526,0
02333,4104,1
02333,5523,0
02333,5526,0
02334,4104,1
02337,4104,1
02338,4102,0
02338,4104,1
02338,4107,0
02338,5519,0
02338,5523,0
02339,4104,1
02339,5523,0
02339,5526,0
02340,4104,1
02341,4104,1
02341,5523,0
02341,5526,0
02343,4104,1
02343,5307,0
02343,5523,0
02343,5526,0
02344,4107,1
02345,4102,1
02346,4102,0
02346,4104,0
02346,4107,0
02346,5301,1
02346,5519,0
02346,5523,0
02346,5526,0
02347,4102,0
02347,4107,0
02347,5301,1
02347,5519,0
02347,5523,0
02347,5526,0
02348,4102,1
02349,4107,1
02350,4104,1
02350,5523,0
02351,4104,1
02351,5523,0
02351,5526,0
02355,4102,1
02356,4104,1
02356,4148,0
02356,5523,0
02357,4104,1
02357,5523,0
02358,4102,0
02358,4104,1
02359,4102,0
02359,4104,1
02359,5523,0
02359,5526,0
02360,4102,1
02360,5523,0
02360,5526,0
02361,4102,1
02362,4102,1
02364,4102,0
02364,4104,1
02364,5523,0
02364,5526,0
02366,4102,1
02366,5526,0
02367,4102,0
02367,4104,1
02367,4107,0
02367,5519,0
02367,5523,0
02367,5526,0
02368,4102,0
02368,4104,1
02368,5307,0
02368,5523,0
02368,5526,0
02370,4104,0
02370,4144,1
02370,5523,0
02370,5526,0
02375,4104,0
02375,4148,0
02375,5301,1
02375,5523,0
02379,4104,1
02379,5523,0
02381,4102,1
02382,4104,1
02382,5523,0
02382,5526,0
02420,4102,1
02420,5526,0
02421,4102,1
02421,5286,0
02421,5526,0
02445,4102,1
02445,5526,0
02446,4102,1
02446,5523,0
02446,5526,0
02447,4102,1
02451,4102,1
02451,5523,0
02451,5526,0
02452,4102,1
02452,5286,0
02452,5526,0
02453,4102,1
02453,5523,0
02453,5526,0
02454,4102,1
02455,4102,1
02456,4102,1
02457,4154,1
02457,5523,0
02457,5526,0
02458,4102,1
02458,5526,0
02459,4102,1
02459,5523,0
02459,5526,0
02460,4102,1
02460,5526,0
02461,4102,1
02461,5523,0
02461,5526,0
02462,4102,1
02462,4154,0
02462,5523,0
02462,5526,0
02464,4102,1
02464,4154,0
02464,5523,0
02464,5526,0
02465,4102,1
02465,5526,0
02466,4102,1
02466,5526,0
02467,4102,1
02467,5526,0
02468,4102,1
02468,5526,0
02471,4102,1
02472,4102,1
02472,5286,0
02472,5523,0
02472,5526,0
02474,4102,0
02474,4104,1
02474,5286,0
02474,5523,0
02474,5526,0
02475,4102,1
02476,4102,1
02476,5286,0
02476,5526,0
02477,4102,1
02478,4102,1
02478,5286,0
02478,5523,0
02478,5526,0
02479,5286,1
02481,4102,1
02481,4154,0
02481,5523,0
02481,5526,0
02482,4102,1
02482,4154,0
02482,5523,0
02482,5526,0
02492,4102,1
02492,4154,0
02492,5523,0
02492,5526,0
02493,4102,1
02493,4154,0
02493,5523,0
02493,5526,0
02494,4102,1
02494,4154,0
02494,5523,0
02494,5526,0
02495,4102,1
02532,4102,1
02532,5526,0
02534,4102,1
02534,5526,0
02535,4102,1
02536,4102,1
02536,5526,0
02537,4102,1
02537,5526,0
02538,4102,1
02538,5526,0
02539,4102,1
02540,4102,1
02540,5526,0
02541,4102,1
02542,4102,1
02542,5526,0
02543,4102,1
02543,5526,0
02552,4102,1
02553,4102,1
02553,5526,0
02554,5600,1
02556,4102,1
02556,5526,0
02557,4102,1
02558,4102,1
02558,5526,0
02559,4102,1
02559,5526,0
02561,4102,1
02561,5526,0
02562,4102,1
02562,5526,0
02563,4102,1
02563,5526,0
02564,5600,1
02565,4102,1
02568,4102,1
02571,4102,1
02571,5526,0
02573,4102,1
02574,4102,1
02575,4102,1
02576,4102,1
02576,4107,0
02576,5526,0
02584,5600,1
02601,4102,1
02601,5526,0
02630,4102,1
02630,5526,0
02631,4102,1
02631,5526,0
02632,4102,1
02632,5526,0
02633,4102,1
02633,5526,0
02634,4102,1
02635,4102,1
02635,5526,0
02637,4102,1
02637,5526,0
02638,4102,1
02638,5526,0
02639,4102,1
02639,5526,0
02641,4102,1
02641,5526,0
02642,4102,1
02642,5526,0
02643,4102,1
02643,5526,0
02644,4102,1
02644,5526,0
02645,4102,1
02645,5526,0
02646,4102,1
02646,5526,0
02647,4102,1
02647,5526,0
02648,4102,1
02648,5526,0
02649,4102,1
02649,5526,0
02650,4102,1
02650,5526,0
02651,4102,1
02652,4102,1
02653,4102,1
02653,5526,0
02655,4102,1
02655,5526,0
02657,4102,1
02659,4102,1
02659,5526,0
02660,4102,1
02660,5526,0
02661,4102,1
02662,4102,1
02663,4102,1
02664,4102,1
02664,5526,0
02666,4102,1
02667,4102,1
02668,4102,1
02668,5526,0
02669,4102,1
02670,4102,1
02670,5526,0
02671,4102,1
02671,5526,0
02672,4102,1
02672,5526,0
02673,4102,1
02673,5526,0
02675,4102,1
02675,5526,0
02702,4102,0
02702,4104,0
02702,5301,1
02702,5523,0
02702,5526,0
02703,4104,1
02703,4109,0
02703,5523,0
02703,5527,0
02703,5595,1
02712,4104,1
02713,4102,1
02714,4102,1
02715,4104,0
02715,5301,1
02715,5523,0
02715,5527,0
02717,4102,0
02717,4104,1
02717,5523,0
02717,5526,0
02717,5527,0
02718,4102,0
02718,4107,0
02718,5301,1
02718,5519,0
02718,5523,0
02719,4102,1
02719,5526,0
02720,4102,0
02720,4104,1
02720,5526,0
02720,5527,0
02721,4104,1
02721,5527,0
02722,4104,1
02723,4104,1
02723,5527,0
02724,4104,1
02724,5527,0
02725,4104,1
02725,5527,0
02726,4104,1
02726,5523,0
02726,5526,0
02726,5527,0
02738,4102,1
02738,5526,0
02739,4102,1
02739,5526,0
02740,4102,1
02740,5526,0
02741,4102,1
02742,4102,1
02743,4102,1
02743,5526,0
02744,4102,1
02744,5526,0
02745,4102,1
02745,5526,0
02746,4102,1
02746,5526,0
02747,4102,0
02747,4104,1
02747,5526,0
02747,5527,0
02748,4102,1
02748,5526,0
02760,4104,1
02760,4109,0
02760,4148,0
02760,5523,0
02760,5527,0
02760,5595,1
02761,4109,1
02762,4104,1
02762,4109,0
02762,4148,0
02762,5523,0
02762,5527,0
02762,5595,1
02763,4104,1
02763,4109,0
02763,5523,0
02763,5527,0
02764,4104,0
02764,5301,1
02764,5523,0
02766,4104,0
02766,4148,0
02766,5301,1
02766,5523,0
02767,4104,0
02767,4107,0
02767,5301,1
02767,5519,0
02767,5523,0
02768,5301,1
02769,4104,0
02769,5301,1
02769,5523,0
02769,5527,0
02770,4102,1
02770,4107,0
02770,5526,0
02771,4104,1
02771,5523,0
02771,5527,0
02771,5595,1
02777,4104,1
02777,5523,0
02777,5527,0
02777,5595,1
02779,4102,0
02779,4104,0
02779,5301,1
02779,5523,0
02779,5526,0
02780,4104,0
02780,5301,1
02780,5523,0
02783,5301,1
02790,4102,0
02790,4104,1
02790,5526,0
02790,5527,0
02791,4102,1
02791,5527,0
02801,4758,1
02802,4758,1
02802,5595,1
02804,4758,1
02804,5595,1
02806,4758,1
