zcta,geography_id,intersection_proportion
32147,423,1.0
32148,9,1.0
32148,423,1.0
32157,9,1.0
32157,423,1.0
32159,9,1.0
32159,403,0.859171
32159,429,0.140829
32162,9,1.0
32162,410,0.150662
32162,429,0.849338
32163,9,1.0
32163,403,0.094677
32163,429,0.905323
32164,9,1.0
32164,386,1.0
32168,9,1.0
32168,433,1.0
32169,9,1.0
32169,433,1.0
32174,9,1.0
32174,386,0.281932
32174,433,0.718068
32176,9,1.0
32176,433,1.0
32177,9,1.0
32177,423,1.0
32179,9,1.0
32179,410,1.0
32180,9,1.0
32180,386,0.119474
32180,433,0.880526
32181,9,1.0
32181,423,1.0
32182,9,1.0
32182,410,1.0
32187,9,1.0
32187,423,1.0
32189,9,1.0
32189,423,1.0
32190,9,1.0
32190,433,1.0
32192,9,1.0
32192,410,1.0
32193,9,1.0
32193,423,1.0
32195,9,1.0
32195,403,0.126972
32195,410,0.873028
32202,9,1.0
32202,384,1.0
32203,9,1.0
32203,384,1.0
32204,9,1.0
32204,384,1.0
32205,9,1.0
32205,384,1.0
32206,9,1.0
32206,384,1.0
32207,9,1.0
32207,384,1.0
32208,9,1.0
32208,384,1.0
32209,9,1.0
32209,384,1.0
32210,9,1.0
32210,384,1.0
32211,9,1.0
32211,384,1.0
32212,9,1.0
32212,384,1.0
32214,9,1.0
32214,384,1.0
32216,9,1.0
32216,384,1.0
32217,9,1.0
32217,384,1.0
32218,9,1.0
32218,384,1.0
32219,9,1.0
32219,384,1.0
32220,9,1.0
32220,384,1.0
32221,9,1.0
32221,384,1.0
32222,9,1.0
32222,384,1.0
32223,9,1.0
32223,384,1.0
32224,9,1.0
32224,384,0.917715
32224,424,0.082285
32225,9,1.0
32225,384,1.0
32226,9,1.0
32226,384,1.0
32227,9,1.0
32227,384,1.0
32228,9,1.0
32228,384,1.0
32233,9,1.0
32233,384,1.0
32234,9,1.0
32234,371,0.210115
32234,379,0.288565
32234,384,0.457831
32234,414,0.043489
32244,9,1.0
32244,384,1.0
32246,9,1.0
32246,384,1.0
32250,9,1.0
32250,384,1.0
32254,9,1.0
32254,384,1.0
32256,9,1.0
32256,384,1.0
32257,9,1.0
32257,384,1.0
32258,9,1.0
32258,384,1.0
32259,9,1.0
32259,384,0.011321
32259,424,0.988679
32266,9,1.0
32266,384,1.0
32277,9,1.0
32277,384,1.0
32301,9,1.0
32301,405,1.0
32303,9,1.0
32303,405,1.0
32304,9,1.0
32304,405,1.0
32305,9,1.0
32305,405,1.0
32306,9,1.0
32306,405,1.0
32307,9,1.0
32307,405,1.0
32308,9,1.0
32308,405,1.0
32309,9,1.0
32309,405,1.0
32310,9,1.0
32310,405,1.0
32311,9,1.0
32311,405,1.0
32312,9,1.0
32312,405,1.0
32313,9,1.0
32313,405,1.0
32317,9,1.0
32317,405,1.0
32320,9,1.0
32320,387,1.0
32321,9,1.0
32321,387,0.022834
32321,407,0.977166
32322,9,1.0
32322,387,1.0
32323,9,1.0
32323,387,1.0
32324,9,1.0
32324,388,1.0
32327,9,1.0
32327,434,1.0
32328,9,1.0
32328,387,1.0
32330,9,1.0
32330,388,1.0
32331,9,1.0
32331,401,0.128133
32331,408,0.734287
32331,431,0.137581
32332,9,1.0
32332,388,1.0
32333,9,1.0
32333,388,1.0
32334,9,1.0
32334,407,1.0
32336,9,1.0
32336,401,0.403259
32336,408,0.122707
32336,431,0.474034
32337,9,1.0
32337,401,1.0
32340,9,1.0
32340,408,1.0
32343,9,1.0
32343,388,1.0
32344,9,1.0
32344,401,1.0
32346,9,1.0
32346,387,0.488173
32346,434,0.511827
32347,9,1.0
32347,431,1.0
32348,9,1.0
32348,431,1.0
32350,9,1.0
32350,408,1.0
32351,9,1.0
32351,388,1.0
32352,9,1.0
32352,388,1.0
32355,9,1.0
32355,434,1.0
32356,9,1.0
32356,431,1.0
32358,9,1.0
32358,387,0.168472
32358,434,0.831528
32359,9,1.0
32359,383,0.600227
32359,431,0.399773
32360,9,1.0
32360,407,1.0
32361,9,1.0
32361,401,1.0
32399,9,1.0
32399,405,1.0
32401,9,1.0
32401,372,1.0
32403,9,1.0
32403,372,1.0
32404,9,1.0
32404,372,1.0
32405,9,1.0
32405,372,1.0
32407,9,1.0
32407,372,1.0
32408,9,1.0
32408,372,1.0
32409,9,1.0
32409,372,1.0
32410,9,1.0
32410,372,1.0
32413,9,1.0
32413,372,0.995989
32413,435,0.004011
32420,9,1.0
32420,400,0.976761
32420,436,0.023239
32421,9,1.0
32421,376,1.0
32423,9,1.0
32423,400,1.0
32424,9,1.0
32424,376,1.0
32425,9,1.0
32425,398,0.858298
32425,436,0.141702
32426,9,1.0
32426,400,1.0
32427,9,1.0
32427,436,1.0
32428,9,1.0
32428,372,0.016603
32428,400,0.008558
32428,436,0.97484
32430,9,1.0
32430,376,1.0
32431,9,1.0
32431,400,0.829947
32431,436,0.170053
32432,9,1.0
32432,400,1.0
32433,9,1.0
32433,435,1.0
32435,9,1.0
32435,435,1.0
32437,9,1.0
32437,372,0.224623
32437,436,0.775377
32438,9,1.0
32438,372,0.770917
32438,376,0.170664
32438,400,0.046194
32438,436,0.012224
32439,9,1.0
32439,435,1.0
32440,9,1.0
32440,398,0.3095
32440,400,0.6905
32442,9,1.0
32442,376,0.101303
32442,400,0.898697
32443,9,1.0
32443,400,1.0
32444,9,1.0
32444,372,1.0
32445,9,1.0
32445,400,1.0
32446,9,1.0
32446,400,1.0
32448,9,1.0
32448,376,0.00671
32448,400,0.99329
32449,9,1.0
32449,376,1.0
32455,9,1.0
32455,398,0.322259
32455,435,0.677741
32456,9,1.0
32456,372,0.139468
32456,387,0.080387
32456,391,0.780144
32459,9,1.0
32459,435,1.0
32460,9,1.0
32460,400,1.0
32461,9,1.0
32461,435,1.0
32462,9,1.0
32462,372,0.014036
32462,435,0.166638
32462,436,0.819326
32463,9,1.0
32463,436,1.0
32464,9,1.0
32464,398,0.818352
32464,435,0.181648
32465,9,1.0
32465,391,1.0
32466,9,1.0
32466,372,0.656501
32466,376,0.240761
32466,436,0.102738
32501,9,1.0
32501,385,1.0
32502,9,1.0
32502,385,1.0
32503,9,1.0
32503,385,1.0
32504,9,1.0
32504,385,1.0
32505,9,1.0
32505,385,1.0
32506,9,1.0
32506,385,1.0
32507,9,1.0
32507,385,1.0
32508,9,1.0
32508,385,1.0
32509,9,1.0
32509,385,1.0
32511,9,1.0
32511,385,1.0
32512,9,1.0
32512,385,1.0
32514,9,1.0
32514,385,1.0
32526,9,1.0
32526,385,1.0
32530,9,1.0
32530,426,1.0
32531,9,1.0
32531,415,0.879902
32531,426,0.120098
32533,9,1.0
32533,385,1.0
32534,9,1.0
32534,385,1.0
32535,9,1.0
32535,385,1.0
32536,9,1.0
32536,415,1.0
32539,9,1.0
32539,415,0.888151
32539,435,0.111849
32541,9,1.0
32541,415,1.0
32542,9,1.0
32542,415,1.0
32544,9,1.0
32544,415,1.0
32547,9,1.0
32547,415,1.0
32548,9,1.0
32548,415,1.0
32550,9,1.0
32550,435,1.0
32561,9,1.0
32561,385,0.818886
32561,426,0.181114
32563,9,1.0
32563,426,1.0
32564,9,1.0
32564,415,0.498327
32564,426,0.501673
32565,9,1.0
32565,426,1.0
32566,9,1.0
32566,426,1.0
32567,9,1.0
32567,415,0.652439
32567,435,0.347561
32568,9,1.0
32568,385,1.0
32569,9,1.0
32569,415,1.0
32570,9,1.0
32570,426,1.0
32571,9,1.0
32571,426,1.0
32577,9,1.0
32577,385,1.0
32578,9,1.0
32578,415,0.977585
32578,435,0.022415
32579,9,1.0
32579,415,1.0
32580,9,1.0
32580,415,1.0
32583,9,1.0
32583,426,1.0
32601,9,1.0
32601,370,1.0
32603,9,1.0
32603,370,1.0
32605,9,1.0
32605,370,1.0
32606,9,1.0
32606,370,1.0
32607,9,1.0
32607,370,1.0
32608,9,1.0
32608,370,1.0
32609,9,1.0
32609,370,1.0
32610,9,1.0
32610,370,1.0
32612,9,1.0
32612,370,1.0
32615,9,1.0
32615,370,1.0
32616,9,1.0
32616,370,1.0
32617,9,1.0
32617,410,1.0
32618,9,1.0
32618,370,0.802372
32618,406,0.197628
32619,9,1.0
32619,389,1.0
32621,9,1.0
32621,406,1.0
32622,9,1.0
32622,370,0.143044
32622,373,0.856956
32625,9,1.0
32625,406,1.0
32626,9,1.0
32626,406,1.0
32628,9,1.0
32628,383,1.0
32631,9,1.0
32631,370,1.0
32634,9,1.0
32634,410,1.0
32639,9,1.0
32639,406,1.0
32640,9,1.0
32640,370,0.627159
32640,423,0.372841
32641,9,1.0
32641,370,1.0
32643,9,1.0
32643,370,0.522419
32643,381,0.127195
32643,389,0.350385
32648,9,1.0
32648,383,1.0
32653,9,1.0
32653,370,1.0
32656,9,1.0
32656,373,0.046682
32656,379,0.953318
32658,9,1.0
32658,370,1.0
32664,9,1.0
32664,410,1.0
32666,9,1.0
32666,370,0.203913
32666,373,0.057112
32666,379,0.141973
32666,423,0.597003
32667,9,1.0
32667,370,0.575142
32667,410,0.424858
32668,9,1.0
32668,406,0.813192
32668,410,0.186808
32669,9,1.0
32669,370,0.830362
32669,389,0.121229
32669,406,0.048409
32680,9,1.0
32680,383,1.0
32681,9,1.0
32681,410,1.0
32683,9,1.0
32683,406,1.0
32686,9,1.0
32686,410,1.0
32692,9,1.0
32692,383,1.0
32693,9,1.0
32693,389,0.751671
32693,406,0.248329
32694,9,1.0
32694,370,1.0
32696,9,1.0
32696,406,0.795863
32696,410,0.204137
32697,9,1.0
32697,432,1.0
32701,9,1.0
32701,428,1.0
32702,9,1.0
32702,403,0.771985
32702,410,0.228015
32703,9,1.0
32703,417,0.907767
32703,428,0.092233
32707,9,1.0
32707,428,1.0
32708,9,1.0
32708,428,1.0
32709,9,1.0
32709,417,1.0
32712,9,1.0
32712,417,1.0
32713,9,1.0
32713,433,1.0
32714,9,1.0
32714,428,1.0
32720,9,1.0
32720,403,0.441334
32720,433,0.558666
32723,9,1.0
32723,433,1.0
32724,9,1.0
32724,433,1.0
32725,9,1.0
32725,433,1.0
32726,9,1.0
32726,403,1.0
32730,9,1.0
32730,428,1.0
32732,9,1.0
32732,428,1.0
32735,9,1.0
32735,403,1.0
32736,9,1.0
32736,403,1.0
32738,9,1.0
32738,433,1.0
32744,9,1.0
32744,433,1.0
32746,9,1.0
32746,428,1.0
32750,9,1.0
32750,428,1.0
32751,9,1.0
32751,417,0.76618
32751,428,0.23382
32754,9,1.0
32754,374,0.783724
32754,433,0.216276
32757,9,1.0
32757,403,0.678867
32757,417,0.321133
32759,9,1.0
32759,433,1.0
32763,9,1.0
32763,433,1.0
32764,9,1.0
32764,433,1.0
32765,9,1.0
32765,428,1.0
32766,9,1.0
32766,428,1.0
32767,9,1.0
32767,403,1.0
32768,9,1.0
32768,417,1.0
32771,9,1.0
32771,428,1.0
32773,9,1.0
32773,428,1.0
32775,9,1.0
32775,374,1.0
32776,9,1.0
32776,403,0.850814
32776,417,0.149186
32778,9,1.0
32778,403,1.0
32779,9,1.0
32779,428,1.0
32780,9,1.0
32780,374,1.0
32784,9,1.0
32784,403,0.468009
32784,410,0.531991
32789,9,1.0
32789,417,1.0
32792,9,1.0
32792,417,0.48304
32792,428,0.51696
32796,9,1.0
32796,374,1.0
32798,9,1.0
32798,417,1.0
32801,9,1.0
32801,417,1.0
32803,9,1.0
32803,417,1.0
32804,9,1.0
32804,417,1.0
32805,9,1.0
32805,417,1.0
32806,9,1.0
32806,417,1.0
32807,9,1.0
32807,417,1.0
32808,9,1.0
32808,417,1.0
32809,9,1.0
32809,417,1.0
32810,9,1.0
32810,417,0.998583
32810,428,0.001417
32811,9,1.0
32811,417,1.0
32812,9,1.0
32812,417,1.0
32814,9,1.0
32814,417,1.0
32816,9,1.0
32816,417,1.0
32817,9,1.0
32817,417,1.0
32818,9,1.0
32818,417,1.0
32819,9,1.0
32819,417,1.0
32820,9,1.0
32820,417,1.0
32821,9,1.0
32821,417,1.0
32822,9,1.0
32822,417,1.0
32824,9,1.0
32824,417,1.0
32825,9,1.0
32825,417,1.0
32826,9,1.0
32826,417,1.0
32827,9,1.0
32827,417,1.0
32828,9,1.0
32828,417,1.0
32829,9,1.0
32829,417,1.0
32830,9,1.0
32830,417,1.0
32831,9,1.0
32831,417,1.0
32832,9,1.0
32832,417,1.0
32833,9,1.0
32833,417,1.0
32835,9,1.0
32835,417,1.0
32836,9,1.0
32836,417,1.0
32837,9,1.0
32837,417,1.0
32839,9,1.0
32839,417,1.0
32899,9,1.0
32899,374,1.0
32901,9,1.0
32901,374,1.0
32903,9,1.0
32903,374,1.0
32904,9,1.0
32904,374,1.0
32905,9,1.0
32905,374,1.0
32907,9,1.0
32907,374,1.0
32908,9,1.0
32908,374,1.0
32909,9,1.0
32909,374,1.0
32920,9,1.0
32920,374,1.0
32922,9,1.0
32922,374,1.0
32925,9,1.0
32925,374,1.0
32926,9,1.0
32926,374,1.0
32927,9,1.0
32927,374,1.0
32931,9,1.0
32931,374,1.0
32934,9,1.0
32934,374,1.0
32935,9,1.0
32935,374,1.0
32937,9,1.0
32937,374,1.0
32940,9,1.0
32940,374,1.0
32948,9,1.0
32948,374,0.213945
32948,399,0.786055
32949,9,1.0
32949,374,1.0
32950,9,1.0
32950,374,1.0
32951,9,1.0
32951,374,1.0
32952,9,1.0
32952,374,1.0
32953,9,1.0
32953,374,1.0
32955,9,1.0
32955,374,1.0
32958,9,1.0
32958,399,1.0
32959,9,1.0
32959,374,1.0
32960,9,1.0
32960,399,1.0
32962,9,1.0
32962,399,1.0
32963,9,1.0
32963,399,0.999959
32963,425,4.1e-05
32966,9,1.0
32966,399,1.0
32967,9,1.0
32967,399,1.0
32968,9,1.0
32968,399,1.0
32970,9,1.0
32970,399,1.0
32976,9,1.0
32976,374,1.0
33001,9,1.0
33001,413,1.0
33004,9,1.0
33004,375,1.0
33009,9,1.0
33009,375,1.0
33010,9,1.0
33010,412,1.0
33012,9,1.0
33012,412,1.0
33013,9,1.0
33013,412,1.0
33014,9,1.0
33014,412,1.0
33015,9,1.0
33015,412,1.0
33016,9,1.0
33016,412,1.0
33018,9,1.0
33018,412,1.0
33019,9,1.0
33019,375,1.0
33020,9,1.0
33020,375,1.0
33021,9,1.0
33021,375,1.0
33022,9,1.0
33022,375,1.0
33023,9,1.0
33023,375,1.0
33024,9,1.0
33024,375,1.0
33025,9,1.0
33025,375,1.0
33026,9,1.0
33026,375,1.0
33027,9,1.0
33027,375,1.0
33028,9,1.0
33028,375,1.0
33029,9,1.0
33029,375,1.0
33030,9,1.0
33030,412,1.0
33031,9,1.0
33031,412,1.0
33032,9,1.0
33032,412,1.0
33033,9,1.0
33033,412,1.0
33034,9,1.0
33034,412,0.523197
33034,413,0.476803
33035,9,1.0
33035,412,1.0
33036,9,1.0
33036,413,1.0
33037,9,1.0
33037,413,1.0
33039,9,1.0
33039,412,1.0
33040,9,1.0
33040,413,1.0
33042,9,1.0
33042,413,1.0
33043,9,1.0
33043,413,1.0
33050,9,1.0
33050,413,1.0
33051,9,1.0
33051,413,1.0
33054,9,1.0
33054,412,1.0
33055,9,1.0
33055,412,1.0
33056,9,1.0
33056,412,1.0
33060,9,1.0
33060,375,1.0
33062,9,1.0
33062,375,1.0
33063,9,1.0
33063,375,1.0
33064,9,1.0
33064,375,1.0
33065,9,1.0
33065,375,1.0
33066,9,1.0
33066,375,1.0
33067,9,1.0
33067,375,1.0
33068,9,1.0
33068,375,1.0
33069,9,1.0
33069,375,1.0
33070,9,1.0
33070,413,1.0
33071,9,1.0
33071,375,1.0
33073,9,1.0
33073,375,1.0
33076,9,1.0
33076,375,1.0
33101,9,1.0
33101,412,1.0
33109,9,1.0
33109,412,1.0
33122,9,1.0
33122,412,1.0
33125,9,1.0
33125,412,1.0
33126,9,1.0
33126,412,1.0
33127,9,1.0
33127,412,1.0
33128,9,1.0
33128,412,1.0
33129,9,1.0
33129,412,1.0
33130,9,1.0
33130,412,1.0
33131,9,1.0
33131,412,1.0
33132,9,1.0
33132,412,1.0
33133,9,1.0
33133,412,1.0
33134,9,1.0
33134,412,1.0
33135,9,1.0
33135,412,1.0
33136,9,1.0
33136,412,1.0
33137,9,1.0
33137,412,1.0
33138,9,1.0
33138,412,1.0
33139,9,1.0
33139,412,1.0
33140,9,1.0
33140,412,1.0
33141,9,1.0
33141,412,1.0
33142,9,1.0
33142,412,1.0
33143,9,1.0
33143,412,1.0
33144,9,1.0
33144,412,1.0
33145,9,1.0
33145,412,1.0
33146,9,1.0
33146,412,1.0
33147,9,1.0
33147,412,1.0
33149,9,1.0
33149,412,1.0
33150,9,1.0
33150,412,1.0
33154,9,1.0
33154,412,1.0
33155,9,1.0
33155,412,1.0
33156,9,1.0
33156,412,1.0
33157,9,1.0
33157,412,1.0
33158,9,1.0
33158,412,1.0
33160,9,1.0
33160,412,1.0
33161,9,1.0
33161,412,1.0
33162,9,1.0
33162,412,1.0
33165,9,1.0
33165,412,1.0
33166,9,1.0
33166,412,1.0
33167,9,1.0
33167,412,1.0
33168,9,1.0
33168,412,1.0
33169,9,1.0
33169,412,1.0
33170,9,1.0
33170,412,1.0
33172,9,1.0
33172,412,1.0
33173,9,1.0
33173,412,1.0
33174,9,1.0
33174,412,1.0
33175,9,1.0
33175,412,1.0
33176,9,1.0
33176,412,1.0
33177,9,1.0
33177,412,1.0
33178,9,1.0
33178,412,1.0
33179,9,1.0
33179,412,1.0
33180,9,1.0
33180,412,1.0
33181,9,1.0
33181,412,1.0
33182,9,1.0
33182,412,1.0
33183,9,1.0
33183,412,1.0
33184,9,1.0
33184,412,1.0
33185,9,1.0
33185,412,1.0
33186,9,1.0
33186,412,1.0
33187,9,1.0
33187,412,1.0
33189,9,1.0
33189,412,1.0
33190,9,1.0
33190,412,1.0
33193,9,1.0
33193,412,1.0
33194,9,1.0
33194,412,1.0
33196,9,1.0
33196,412,1.0
33301,9,1.0
33301,375,1.0
33304,9,1.0
33304,375,1.0
33305,9,1.0
33305,375,1.0
33306,9,1.0
33306,375,1.0
33308,9,1.0
33308,375,1.0
33309,9,1.0
33309,375,1.0
33311,9,1.0
33311,375,1.0
33312,9,1.0
33312,375,1.0
33313,9,1.0
33313,375,1.0
33314,9,1.0
33314,375,1.0
33315,9,1.0
33315,375,1.0
33316,9,1.0
33316,375,1.0
33317,9,1.0
33317,375,1.0
33319,9,1.0
33319,375,1.0
33321,9,1.0
33321,375,1.0
33322,9,1.0
33322,375,1.0
33323,9,1.0
33323,375,1.0
33324,9,1.0
33324,375,1.0
33325,9,1.0
33325,375,1.0
33326,9,1.0
33326,375,1.0
33327,9,1.0
33327,375,1.0
33328,9,1.0
33328,375,1.0
33330,9,1.0
33330,375,1.0
33331,9,1.0
33331,375,1.0
33332,9,1.0
33332,375,1.0
33334,9,1.0
33334,375,1.0
33351,9,1.0
33351,375,1.0
33388,9,1.0
33388,375,1.0
33401,9,1.0
33401,419,1.0
33403,9,1.0
33403,419,1.0
33404,9,1.0
33404,419,1.0
33405,9,1.0
33405,419,1.0
33406,9,1.0
33406,419,1.0
33407,9,1.0
33407,419,1.0
33408,9,1.0
33408,419,1.0
33409,9,1.0
33409,419,1.0
33410,9,1.0
33410,419,1.0
33411,9,1.0
33411,419,1.0
33412,9,1.0
33412,419,1.0
33413,9,1.0
33413,419,1.0
33414,9,1.0
33414,419,1.0
33415,9,1.0
33415,419,1.0
33417,9,1.0
33417,419,1.0
33418,9,1.0
33418,419,1.0
33426,9,1.0
33426,419,1.0
33428,9,1.0
33428,419,1.0
33430,9,1.0
33430,419,1.0
33431,9,1.0
33431,419,1.0
33432,9,1.0
33432,419,1.0
33433,9,1.0
33433,419,1.0
33434,9,1.0
33434,419,1.0
33435,9,1.0
33435,419,1.0
33436,9,1.0
33436,419,1.0
33437,9,1.0
33437,419,1.0
33438,9,1.0
33438,411,0.647937
33438,419,0.352063
33440,9,1.0
33440,394,0.953697
33440,419,0.046303
33441,9,1.0
33441,375,1.0
33442,9,1.0
33442,375,1.0
33444,9,1.0
33444,419,1.0
33445,9,1.0
33445,419,1.0
33446,9,1.0
33446,419,1.0
33449,9,1.0
33449,419,1.0
33455,9,1.0
33455,411,1.0
33458,9,1.0
33458,411,0.19309
33458,419,0.80691
33460,9,1.0
33460,419,1.0
33461,9,1.0
33461,419,1.0
33462,9,1.0
33462,419,1.0
33463,9,1.0
33463,419,1.0
33467,9,1.0
33467,419,1.0
33469,9,1.0
33469,411,0.665222
33469,419,0.334778
33470,9,1.0
33470,419,1.0
33471,9,1.0
33471,390,0.999814
33471,394,0.000186
33472,9,1.0
33472,419,1.0
33473,9,1.0
33473,419,1.0
33476,9,1.0
33476,419,1.0
33477,9,1.0
33477,419,1.0
33478,9,1.0
33478,411,0.19732
33478,419,0.80268
33480,9,1.0
33480,419,1.0
33483,9,1.0
33483,419,1.0
33484,9,1.0
33484,419,1.0
33486,9,1.0
33486,419,1.0
33487,9,1.0
33487,419,1.0
33493,9,1.0
33493,419,1.0
33496,9,1.0
33496,419,1.0
33498,9,1.0
33498,419,1.0
33503,9,1.0
33503,397,1.0
33510,9,1.0
33510,397,1.0
33511,9,1.0
33511,397,1.0
33513,9,1.0
33513,429,1.0
33514,9,1.0
33514,429,1.0
33521,9,1.0
33521,429,1.0
33523,9,1.0
33523,395,0.076722
33523,420,0.923278
33525,9,1.0
33525,420,1.0
33527,9,1.0
33527,397,1.0
33530,9,1.0
33530,397,1.0
33534,9,1.0
33534,397,1.0
33538,9,1.0
33538,429,1.0
33540,9,1.0
33540,397,0.083445
33540,420,0.916555
33541,9,1.0
33541,420,1.0
33542,9,1.0
33542,420,1.0
33543,9,1.0
33543,420,1.0
33544,9,1.0
33544,420,1.0
33545,9,1.0
33545,420,1.0
33547,9,1.0
33547,397,0.975347
33547,422,0.024653
33548,9,1.0
33548,397,0.965279
33548,420,0.034721
33549,9,1.0
33549,397,0.817182
33549,420,0.182818
33550,9,1.0
33550,397,1.0
33556,9,1.0
33556,397,0.558361
33556,420,0.441639
33558,9,1.0
33558,397,0.652702
33558,420,0.347298
33559,9,1.0
33559,397,0.584302
33559,420,0.415698
33563,9,1.0
33563,397,1.0
33565,9,1.0
33565,397,1.0
33566,9,1.0
33566,397,1.0
33567,9,1.0
33567,397,1.0
33569,9,1.0
33569,397,1.0
33570,9,1.0
33570,397,1.0
33572,9,1.0
33572,397,1.0
33573,9,1.0
33573,397,1.0
33574,9,1.0
33574,420,1.0
33576,9,1.0
33576,420,1.0
33578,9,1.0
33578,397,1.0
33579,9,1.0
33579,397,1.0
33584,9,1.0
33584,397,1.0
33585,9,1.0
33585,429,1.0
33592,9,1.0
33592,397,1.0
33594,9,1.0
33594,397,1.0
33596,9,1.0
33596,397,1.0
33597,9,1.0
33597,395,0.23178
33597,420,0.212642
33597,429,0.555579
33598,9,1.0
33598,397,0.925185
33598,409,0.074815
33602,9,1.0
33602,397,1.0
33603,9,1.0
33603,397,1.0
33604,9,1.0
33604,397,1.0
33605,9,1.0
33605,397,1.0
33606,9,1.0
33606,397,1.0
33607,9,1.0
33607,397,1.0
33609,9,1.0
33609,397,1.0
33610,9,1.0
33610,397,1.0
33611,9,1.0
33611,397,1.0
33612,9,1.0
33612,397,1.0
33613,9,1.0
33613,397,1.0
33614,9,1.0
33614,397,1.0
33615,9,1.0
33615,397,1.0
33616,9,1.0
33616,397,1.0
33617,9,1.0
33617,397,1.0
33618,9,1.0
33618,397,1.0
33619,9,1.0
33619,397,1.0
33620,9,1.0
33620,397,1.0
33621,9,1.0
33621,397,1.0
33624,9,1.0
33624,397,1.0
33625,9,1.0
33625,397,1.0
33626,9,1.0
33626,397,1.0
33629,9,1.0
33629,397,1.0
33634,9,1.0
33634,397,1.0
33635,9,1.0
33635,397,1.0
33637,9,1.0
33637,397,1.0
33647,9,1.0
33647,397,0.999922
33647,420,7.8e-05
33701,9,1.0
33701,421,1.0
33702,9,1.0
33702,421,1.0
33703,9,1.0
33703,421,1.0
33704,9,1.0
33704,421,1.0
33705,9,1.0
33705,421,1.0
33706,9,1.0
33706,421,1.0
33707,9,1.0
33707,421,1.0
33708,9,1.0
33708,421,1.0
33709,9,1.0
33709,421,1.0
33710,9,1.0
33710,421,1.0
33711,9,1.0
33711,421,1.0
33712,9,1.0
33712,421,1.0
33713,9,1.0
33713,421,1.0
33714,9,1.0
33714,421,1.0
33715,9,1.0
33715,421,1.0
33716,9,1.0
33716,421,1.0
33744,9,1.0
33744,421,1.0
33755,9,1.0
33755,421,1.0
33756,9,1.0
33756,421,1.0
33759,9,1.0
33759,421,1.0
33760,9,1.0
33760,421,1.0
33761,9,1.0
33761,421,1.0
33762,9,1.0
33762,421,1.0
33763,9,1.0
33763,421,1.0
33764,9,1.0
33764,421,1.0
33765,9,1.0
33765,421,1.0
33767,9,1.0
33767,421,1.0
33770,9,1.0
33770,421,1.0
33771,9,1.0
33771,421,1.0
33772,9,1.0
33772,421,1.0
33773,9,1.0
33773,421,1.0
33774,9,1.0
33774,421,1.0
33776,9,1.0
33776,421,1.0
33777,9,1.0
33777,421,1.0
33778,9,1.0
33778,421,1.0
33781,9,1.0
33781,421,1.0
33782,9,1.0
33782,421,1.0
33785,9,1.0
33785,421,1.0
33786,9,1.0
33786,421,1.0
33801,9,1.0
33801,422,1.0
33803,9,1.0
33803,422,1.0
33805,9,1.0
33805,422,1.0
33809,9,1.0
33809,420,0.00157
33809,422,0.99843
33810,9,1.0
33810,397,0.268204
33810,422,0.731796
33811,9,1.0
33811,422,1.0
33812,9,1.0
33812,422,1.0
33813,9,1.0
33813,422,1.0
33815,9,1.0
33815,422,1.0
33823,9,1.0
33823,422,1.0
33825,9,1.0
33825,396,0.657372
33825,422,0.342628
33827,9,1.0
33827,422,1.0
33830,9,1.0
33830,422,1.0
33834,9,1.0
33834,393,0.657967
33834,422,0.342033
33835,9,1.0
33835,422,1.0
33837,9,1.0
33837,422,1.0
33838,9,1.0
33838,422,1.0
33839,9,1.0
33839,422,1.0
33840,9,1.0
33840,422,1.0
33841,9,1.0
33841,422,1.0
33843,9,1.0
33843,422,1.0
33844,9,1.0
33844,422,1.0
33847,9,1.0
33847,422,1.0
33848,9,1.0
33848,418,1.0
33849,9,1.0
33849,420,0.016137
33849,422,0.983863
33850,9,1.0
33850,422,1.0
33851,9,1.0
33851,422,1.0
33852,9,1.0
33852,396,1.0
33853,9,1.0
33853,422,1.0
33854,9,1.0
33854,422,1.0
33855,9,1.0
33855,422,1.0
33856,9,1.0
33856,422,1.0
33857,9,1.0
33857,396,1.0
33858,9,1.0
33858,422,1.0
33859,9,1.0
33859,422,1.0
33860,9,1.0
33860,397,0.010712
33860,422,0.989288
33865,9,1.0
33865,382,0.029429
33865,393,0.970571
33867,9,1.0
33867,422,1.0
33868,9,1.0
33868,422,1.0
33870,9,1.0
33870,396,1.0
33872,9,1.0
33872,396,1.0
33873,9,1.0
33873,393,1.0
33875,9,1.0
33875,396,1.0
33876,9,1.0
33876,396,1.0
33877,9,1.0
33877,422,1.0
33880,9,1.0
33880,422,1.0
33881,9,1.0
33881,422,1.0
33884,9,1.0
33884,422,1.0
33890,9,1.0
33890,393,1.0
33896,9,1.0
33896,418,0.634378
33896,422,0.365622
33897,9,1.0
33897,418,0.009562
33897,422,0.990438
33898,9,1.0
33898,418,0.129169
33898,422,0.870831
33901,9,1.0
33901,404,1.0
33903,9,1.0
33903,404,1.0
33904,9,1.0
33904,404,1.0
33905,9,1.0
33905,404,1.0
33907,9,1.0
33907,404,1.0
33908,9,1.0
33908,404,1.0
33909,9,1.0
33909,404,1.0
33912,9,1.0
33912,404,1.0
33913,9,1.0
33913,404,1.0
33914,9,1.0
33914,404,1.0
33916,9,1.0
33916,404,1.0
33917,9,1.0
33917,377,0.267891
33917,404,0.732109
33919,9,1.0
33919,404,1.0
