tract_geoid,total_pop,poverty_pop,poverty_percent,mfi,is_urban
17057953500,2684,768,0.28614008941877794,43182,true
18095001100,2215,768,0.34672686230248306,45000,true
18097370301,10163,768,0.075568237725081172,76582,true
06073013307,4762,768,0.16127677446451072,89621,true
06071011401,4456,768,0.17235188509874327,53885,true
06111004717,3921,768,0.19586840091813312,69583,true
06037271702,3918,768,0.19601837672281777,78112,true
41051003401,4140,768,0.1855072463768116,81058,true
51015070600,9572,768,0.080234015879648971,82752,true
28029950200,4791,768,0.16030056355666875,60944,false
28049010801,1344,768,0.5714285714285714,22886,true
28049003400,2534,768,0.303078137332281,45559,true
42049011002,4633,768,0.16576732139002806,60396,true
42027010800,5860,768,0.1310580204778157,66926,false
42075002200,6612,768,0.1161524500907441,76274,true
29063080100,5261,768,0.14597985173921307,67266,false
47037010303,5025,768,0.15283582089552239,56396,true
46099000201,3778,768,0.20328215987294865,48598,true
37111970500,3946,768,0.19462747085656362,53341,true
48493000403,7006,768,0.10962032543534114,107177,false
48355003603,5047,768,0.15216960570636021,76463,true
48419950600,3169,768,0.24234774376775009,56444,false
48451001303,4476,768,0.17158176943699732,78944,true
48113015304,3946,768,0.19462747085656362,52132,true
12095012306,3748,768,0.20490928495197439,45833,true
12057012206,7111,768,0.1080016875263676,79444,true
12057011906,4694,768,0.16361312313591819,53450,true
39043041700,6421,768,0.119607537766703,66382,true
22085000200,3704,768,0.20734341252699784,47019,false
22051027602,3172,768,0.24211853720050441,29514,true
22017023000,4317,768,0.17790132036136205,85769,true
26049011610,6889,768,0.11148207286979242,85169,true
01103005101,5054,768,0.1519588444796201,62070,true
04013105502,2011,768,0.38189955246146196,34333,true
04013105702,4880,768,0.15737704918032788,58646,true
40035373300,3161,768,0.24296108826320784,46282,true
54017965100,3370,768,0.22789317507418397,61000,false
54003971900,11047,768,0.0695211369602607,81319,true
30081000201,4095,768,0.18754578754578755,61083,false
34027046105,7669,768,0.10014343460685879,83186,true
06065051200,5099,1024,0.20082369091978819,74695,false
06037910603,6817,1024,0.15021270353527943,58926,true
29097011200,7167,1024,0.14287707548486117,54886,true
47037015631,12144,1024,0.084321475625823455,85132,true
08005082400,4335,1024,0.23621683967704729,63920,true
36087010502,7075,1024,0.14473498233215548,72721,true
48467950800,5777,1024,0.17725463043101955,64417,false
48085032012,4299,1024,0.2381949290532682,49107,true
48361020700,4958,1024,0.20653489310205728,65106,true
12035060206,4935,1024,0.20749746707193514,44215,false
12011050900,5723,1024,0.17892713611742092,80799,true
01057020300,3854,1024,0.26569797612869744,36295,false
04013618400,3850,1024,0.265974025974026,63854,true
49003960300,8934,1024,0.11461831206626372,55997,true
13121002500,2763,1280,0.46326456749909517,23125,true
06065042706,8234,1280,0.15545299975710469,65388,true
06037228420,3300,1280,0.38787878787878788,37143,true
53045960900,5270,1280,0.24288425047438331,52663,true
11001007603,4214,1280,0.30374940673943995,-666666666,true
48355001904,4525,1280,0.2828729281767956,48832,true
21093001402,4297,1280,0.29788224342564579,39933,true
04013116204,3827,1280,0.3344656388816305,50500,true
40019892500,9951,1280,0.1286302884132248,67500,false
49035113306,6011,1280,0.21294293794709698,46623,true
30031000900,4041,1280,0.31675327889136351,51507,true
34025807003,4418,1280,0.28972385694884562,76585,true
13051001200,2494,1536,0.615878107457899,13919,true
06037297110,4608,1536,0.33333333333333331,44907,true
06037242700,6002,1536,0.25591469510163278,52250,true
47157022112,6190,1536,0.24814216478190629,45505,true
48029150600,4959,1536,0.30973986690865096,35922,true
48453002421,10980,1536,0.13989071038251366,66852,true
39095001000,4271,1536,0.35963474596113321,39143,true
22017022500,4521,1536,0.33974784339747843,33333,true
27053100900,4958,1536,0.3098023396530859,42938,true
32031003000,7087,1536,0.21673486665725977,53565,true
35017964300,6618,1536,0.23209428830462375,51477,true
06065042506,9121,1792,0.19646968534151957,57532,true
48201421402,3825,1792,0.46849673202614378,26007,true
12105011501,6357,1792,0.2818939751455089,45625,true
12095016704,24968,1792,0.071771867991028512,95607,true
21065920300,5463,1792,0.32802489474647628,31569,false
04013061009,11235,1792,0.15950155763239876,105424,true
06107004200,5910,2048,0.34653130287648054,35605,true
72125840100,4071,2048,0.50307049864898057,22250,true
48157672900,59857,2560,0.042768598493075162,104951,true
13081010400,6116,2816,0.460431654676259,44068,true
15003007502,16,1,0.0625,-666666666,true
42029310400,7,1,0.14285714285714285,-666666666,true
45013000400,1,1,1.0,-666666666,false
36061014300,2,1,0.5,-666666666,true
17155954500,2814,257,0.091329068941009242,76190,false
17031750200,2903,257,0.088529107819497077,112083,true
17031151001,2793,257,0.092015753669889011,81042,true
18089030700,1905,257,0.13490813648293964,53125,true
18089042704,3982,257,0.064540431943746868,76607,true
18097320203,2756,257,0.093251088534107407,64258,true
19193003500,3894,257,0.0659989727786338,78063,false
13117130605,4646,257,0.055316401205337928,135865,true
20001952700,2030,257,0.12660098522167487,56806,false
20045001001,2081,257,0.12349831811629025,78542,true
20045001500,2712,257,0.094764011799410033,78542,false
05119003404,4050,257,0.063456790123456785,80721,false
05045030404,2892,257,0.088865836791148,74615,true
06061020711,4052,257,0.063425468904244817,107875,true
06059110108,2671,257,0.096218644702358663,119219,true
06111008303,3803,257,0.067578227714961872,105565,true
06037401304,5371,257,0.0478495624650903,147559,true
06037132900,3885,257,0.066151866151866148,90804,true
06037407102,5682,257,0.045230552622316088,74904,true
06037554301,3489,257,0.073660074519919752,64125,true
06037800504,2334,257,0.11011139674378749,244471,true
06085506603,3881,257,0.066220046379799016,174139,true
41039000300,2395,257,0.10730688935281837,69583,false
51177020403,3735,257,0.06880856760374833,81696,false
51041100814,3742,257,0.0686798503474078,71915,true
29081950200,2168,257,0.11854243542435425,58625,false
53033023500,4060,257,0.063300492610837436,139531,true
72127007900,2252,257,0.11412078152753108,56250,true
47093004607,6536,257,0.039320685434516521,98669,true
47093005501,2570,257,0.1,60382,false
45045002814,6580,257,0.039057750759878419,125000,true
46013951300,5965,257,0.04308466051969824,93295,true
36087010802,5195,257,0.0494706448508181,172356,true
36005016500,965,257,0.26632124352331604,27065,true
36055012600,4620,257,0.05562770562770563,144243,true
36015010500,2829,257,0.090844821491693178,53828,true
37071030203,2377,257,0.1081194783340345,70305,false
56019955100,2679,257,0.09593131765584173,81343,false
48029141900,4510,257,0.056984478935698447,66250,false
12105011603,2009,257,0.12792434046789447,44118,true
12095016408,2169,257,0.11848778238819732,82750,true
12033003613,3858,257,0.066614826334888549,83125,false
38101010900,4549,257,0.056495933172125742,61995,true
39137030500,3665,257,0.070122783083219647,75893,false
39095009900,4318,257,0.059518295507179249,82500,true
23017966800,2652,257,0.0969079939668175,63750,false
23005017304,5728,257,0.044867318435754193,122634,true
24005430200,2795,257,0.091949910554561712,69861,true
24021752900,3018,257,0.0851557322730285,87917,false
24031701304,6032,257,0.042606100795755969,157353,true
24510200702,1026,257,0.25048732943469787,46458,true
24510020200,1672,257,0.15370813397129188,122500,true
25003924100,1723,257,0.14915844457341845,86765,false
26045020500,3506,257,0.0733029092983457,87571,false
27081201001,2820,257,0.091134751773049652,69583,false
27145011304,5094,257,0.050451511582253632,95694,false
04013111204,2748,257,0.093522561863173218,48505,true
04013103303,3595,257,0.071488178025034765,55703,true
04013617500,3527,257,0.072866458746810317,67697,true
40109108603,4519,257,0.05687098915689312,90286,true
54051021300,4665,257,0.055091103965702035,70521,false
54055002400,2665,257,0.096435272045028136,45739,false
55101001703,4339,257,0.05923023738188523,99375,true
55087010500,3128,257,0.082161125319693093,75139,true
55127000701,4015,257,0.06400996264009963,71339,true
50007002102,8084,257,0.0317911924789708,89544,true
31181965100,1683,257,0.1527035056446821,53173,false
31119960802,3480,257,0.073850574712643682,102500,true
32003002841,4254,257,0.060413728255759289,114615,true
34037372700,3148,257,0.081639135959339262,89111,true
34031246101,6598,257,0.038951197332525007,129479,true
34017004000,5411,257,0.04749584180373314,86346,true
17031822602,7086,513,0.072396274343776462,77003,true
19153010207,4311,513,0.11899791231732777,108348,true
20013480800,3191,513,0.16076465057975556,57331,false
20041084600,2114,513,0.24266792809839166,47500,false
05045030104,5597,513,0.09165624441665178,74583,false
06067009632,7457,513,0.068794421349067991,127530,true
06075010500,2779,513,0.18459877653832313,174583,true
06075042601,4004,513,0.12812187812187811,130550,true
06073016607,7364,513,0.069663226507332976,99375,true
06087123100,3193,513,0.16066395239586595,79911,true
06063000300,4376,513,0.11723034734917732,70136,false
06111001002,6357,513,0.080698442661632841,79273,true
06001409200,3657,513,0.140278917145201,56270,true
06001407300,2397,513,0.21401752190237797,54583,true
16069960500,3491,513,0.14694929819535948,83229,true
28033070421,2368,513,0.21663851351351351,63672,true
28115950101,4144,513,0.1237934362934363,54402,false
28003950700,4559,513,0.11252467646413687,47446,false
42005950700,3820,513,0.13429319371727749,57067,false
42105950200,3093,513,0.1658583899127061,48914,false
29027070100,4911,513,0.10445937690897984,64688,false
53025010200,3284,513,0.15621193666260658,87386,false
53061053301,6765,513,0.075831485587583153,91411,true
53077000800,4433,513,0.11572298669072863,81429,true
47055920300,5471,513,0.093767135806982274,64987,false
45031010100,2707,513,0.18950868119689693,43553,false
45091061202,4893,513,0.10484365419987737,63621,true
45003020500,8387,513,0.0611660903779659,98438,true
45013010200,4009,513,0.12796208530805686,115000,true
36075021401,4012,513,0.12786640079760717,86959,false
36117021600,3826,513,0.13408259278619969,66429,false
36091062200,2958,513,0.17342799188640973,82118,true
37009970200,2952,513,0.17378048780487804,46833,false
37111970400,3045,513,0.16847290640394089,42311,true
48165950100,4047,513,0.12676056338028169,80568,false
48055960400,3640,513,0.14093406593406593,71750,true
48027021202,3920,513,0.1308673469387755,65462,true
48247950400,2770,513,0.1851985559566787,45900,true
12085000902,4517,513,0.11357095417312375,93354,true
12073000400,1097,513,0.46763901549680947,31029,true
12099002400,1668,513,0.30755395683453235,32222,true
12119911701,10256,513,0.0500195007800312,63730,true
39115968800,3241,513,0.15828448009873497,60833,false
39059977200,4700,513,0.10914893617021276,62841,false
39063001200,5814,513,0.088235294117647065,78333,false
39081011402,3570,513,0.14369747899159663,63643,false
39095000300,4115,513,0.12466585662211421,53380,true
21005950202,3858,513,0.13297045101088648,72115,false
22017024102,3692,513,0.13894907908992415,62593,false
26161413000,3501,513,0.14652956298200515,57788,true
01043964500,4385,513,0.11698973774230331,50577,false
01099075800,1504,513,0.34109042553191488,30224,false
55137960400,3310,513,0.15498489425981873,56667,false
17091011500,2102,769,0.36584205518553758,40750,true
17031300600,2915,769,0.26380789022298456,44931,true
17183000500,3165,769,0.24296998420221169,54280,true
18105000402,5408,769,0.14219674556213019,62212,true
19163011000,2933,769,0.26218888510057964,42650,true
13051010807,6234,769,0.12335579082451074,81585,true
13167960100,3050,769,0.25213114754098359,49787,false
13067030601,9189,769,0.083687017085645882,83551,true
13067030901,8349,769,0.092106839142412258,98945,true
20161000303,1248,769,0.61618589743589747,39650,true
06073008702,4676,769,0.16445680068434559,77500,true
06065043505,3112,769,0.24710796915167096,37533,true
06071001308,4643,769,0.16562567305621365,54049,true
06115041100,4122,769,0.18655992236778263,66875,false
06037602004,3709,769,0.20733351307630088,54844,true
06037535400,3524,769,0.21821793416572077,43523,true
16011950300,5847,769,0.13152043783136652,53005,false
51680000400,2941,769,0.26147568854131248,40435,true
28035000800,5786,769,0.1329070169374352,68816,true
29119070200,4525,769,0.16994475138121548,47824,false
53077000100,1898,769,0.40516332982086406,27232,true
47115050201,4773,769,0.16111460297506808,55417,false
45043920202,2270,769,0.33876651982378853,48542,false
46127020300,7981,769,0.096353840370880836,110795,true
09009165600,5518,769,0.13936208771293948,85735,true
36061020701,2390,769,0.32175732217573222,111027,true
36063023300,6530,769,0.11776416539050535,61927,true
36029002400,3402,769,0.22604350382128161,39574,true
36071011801,4642,769,0.16566135286514433,109205,false
36047088200,6353,769,0.12104517550763419,56772,true
36047024300,4095,769,0.18778998778998779,95455,true
36047028700,3091,769,0.24878680038822387,42963,true
37139960503,2893,769,0.2658140338748704,54983,false
