zip_census_tabulation_area,zip_code_name,2023_median_family_income,50pct_ami_4_persons,80pct_ami_4_persons,100pct_ami_4_persons,150pct_ami_4_persons,extremely_low_ami_4_persons
24055,"Bassett, VA",60100,35300,56500,96200,105900,30000
24058,"Belspring, VA",79400,37600,60150,96200,112800,30000
24059,"Bent Mountain, VA",82500,39400,63000,96200,118200,30000
24060,"Blacksburg, VA",93500,45650,73000,96200,136950,30000
24061,"Blacksburg, VA",93500,45650,73000,96200,136950,30000
24064,"Blue Ridge, VA",83000,41500,66400,96200,124500,30000
24065,"Boones Mill, VA",82500,39400,63000,96200,118200,30000
24066,"Buchanan, VA",77000,36200,57900,96200,108600,30000
24067,"Callaway, VA",82500,39400,63000,96200,118200,30000
24069,"Cascade, VA",70900,35300,56500,96200,105900,30000
24070,"Catawba, VA",92800,45650,73000,96200,136950,30000
24072,"Check, VA",74900,36750,58750,96200,110250,30000
24073,"Christiansburg, VA",93500,45650,73000,96200,136950,30000
24076,"Claudville, VA",73500,35300,56500,96200,105900,30000
24077,"Cloverdale, VA",92800,45700,73100,96200,137100,30000
24078,"Collinsville, VA",60100,35300,56500,96200,105900,30000
24079,"Copper Hill, VA",74900,36750,58750,96200,110250,30000
24082,"Critz, VA",73500,35300,56500,96200,105900,30000
24083,"Daleville, VA",92800,45700,73100,96200,137100,30000
24084,"Dublin, VA",66200,35900,57450,96200,107700,30000
24085,"Eagle Rock, VA",68800,35900,57450,96200,107700,30000
24086,"Eggleston, VA",73800,35600,56950,96200,106800,30000
24087,"Elliston, VA",92800,45650,73000,96200,136950,30000
24088,"Ferrum, VA",73500,35300,56500,96200,105900,30000
24089,"Fieldale, VA",60100,35300,56500,96200,105900,30000
24090,"Fincastle, VA",92800,45700,73100,96200,137100,30000
24091,"Floyd, VA",73500,35300,56500,96200,105900,30000
24092,"Glade Hill, VA",82500,39400,63000,96200,118200,30000
24093,"Glen Lyn, VA",73800,35600,56950,96200,106800,30000
24095,"Goodview, VA",83000,41500,66400,96200,124500,30000
24101,"Hardy, VA",82500,39400,63000,96200,118200,30000
24102,"Henry, VA",60100,35300,56500,96200,105900,30000
24104,"Huddleston, VA",83000,41500,66400,96200,124500,30000
24105,"Indian Valley, VA",63500,35300,56500,96200,105900,30000
24112,"Martinsville, VA",60100,35300,56500,96200,105900,30000
24120,"Meadows Of Dan, VA",63500,35300,56500,96200,105900,30000
24121,"Moneta, VA",82500,39400,63000,96200,118200,30000
24122,"Montvale, VA",83000,41500,66400,96200,124500,30000
24124,"Narrows, VA",66200,35600,56950,96200,106800,30000
24127,"New Castle, VA",92800,45700,73100,96200,137100,30000
24128,"Newport, VA",73800,35600,56950,96200,106800,30000
24129,"New River, VA (PO Boxes)",79400,37600,60150,96200,112800,30000
24131,"Paint Bank, VA",92800,45700,73100,96200,137100,30000
24132,"Parrott, VA",79400,37600,60150,96200,112800,30000
24133,"Patrick Springs, VA",60100,35300,56500,96200,105900,30000
24134,"Pearisburg, VA",73800,35600,56950,96200,106800,30000
24136,"Pembroke, VA",73800,35600,56950,96200,106800,30000
24137,"Penhook, VA",70900,35300,56500,96200,105900,30000
24138,"Pilot, VA",74900,36750,58750,96200,110250,30000
24139,"Pittsville, VA",70900,35300,56500,96200,105900,30000
24141,"Radford, VA",74900,36750,58750,96200,110250,30000
24142,"Radford, VA",93500,45650,73000,96200,136950,30000
24147,"Rich Creek, VA",73800,35600,56950,96200,106800,30000
24148,"Ridgeway, VA",60100,35300,56500,96200,105900,30000
24149,"Riner, VA",74900,36750,58750,96200,110250,30000
24150,"Ripplemead, VA",73800,35600,56950,96200,106800,30000
24151,"Rocky Mount, VA",82500,39400,63000,96200,118200,30000
24153,"Salem, VA",92800,45700,73100,96200,137100,30000
24161,"Sandy Level, VA",70900,35300,56500,96200,105900,30000
24162,"Shawsville, VA",74900,36750,58750,96200,110250,30000
24165,"Spencer, VA",60100,35300,56500,96200,105900,30000
24167,"Staffordsville, VA",73800,35600,56950,96200,106800,30000
24168,"Stanleytown, VA",60100,35300,56500,96200,105900,30000
24171,"Stuart, VA",73500,35300,56500,96200,105900,30000
24174,"Thaxton, VA",83000,41500,66400,96200,124500,30000
24175,"Troutville, VA",92800,45700,73100,96200,137100,30000
24176,"Union Hall, VA",82500,39400,63000,96200,118200,30000
24179,"Vinton, VA",83000,41500,66400,96200,124500,30000
24184,"Wirtz, VA",82500,39400,63000,96200,118200,30000
24185,"Woolwine, VA",73500,35300,56500,96200,105900,30000
24201,"Bristol, VA",74600,35250,56400,96200,105750,30000
24202,"Bristol, VA",74600,35250,56400,96200,105750,30000
24210,"Abingdon, VA",74600,35250,56400,96200,105750,30000
24211,"Abingdon, VA",74600,35250,56400,96200,105750,30000
24216,"Appalachia, VA",62700,35300,56500,96200,105900,30000
24217,"Bee, VA",49800,35300,56500,96200,105900,30000
24219,"Big Stone Gap, VA",58200,35250,56400,96200,105750,30000
24220,"Birchleaf, VA",51400,35300,56500,96200,105900,30000
24221,"Blackwater, VA",58200,35250,56400,96200,105750,30000
24224,"Castlewood, VA",63100,35300,56500,96200,105900,30000
24225,"Cleveland, VA",51400,35300,56500,96200,105900,30000
24226,"Clinchco, VA",51400,35300,56500,96200,105900,30000
24228,"Clintwood, VA",51400,35300,56500,96200,105900,30000
24230,"Coeburn, VA",51400,35250,56400,96200,105750,30000
24236,"Damascus, VA",63300,35250,56400,96200,105750,30000
24237,"Dante, VA",51400,35300,56500,96200,105900,30000
24239,"Davenport, VA",49800,35300,56500,96200,105900,30000
24243,"Dryden, VA",58200,35300,56500,96200,105900,30000
24244,"Duffield, VA",58200,35250,56400,96200,105750,30000
24245,"Dungannon, VA",74600,35250,56400,96200,105750,30000
24246,"East Stone Gap, VA (PO Boxes)",62700,35300,56500,96200,105900,30000
24248,"Ewing, VA",58200,35300,56500,96200,105900,30000
24250,"Fort Blackmore, VA",74600,35250,56400,96200,105750,30000
24251,"Gate City, VA",74600,35250,56400,96200,105750,30000
24256,"Haysi, VA",49800,35300,56500,96200,105900,30000
24258,"Hiltons, VA",74600,35250,56400,96200,105750,30000
24260,"Honaker, VA",49800,35300,56500,96200,105900,30000
24263,"Jonesville, VA",58200,35300,56500,96200,105900,30000
24265,"Keokee, VA",58200,35300,56500,96200,105900,30000
24266,"Lebanon, VA",63100,35300,56500,96200,105900,30000
24269,"Mc Clure, VA",51400,35300,56500,96200,105900,30000
24270,"Mendota, VA",74600,35250,56400,96200,105750,30000
24271,"Nickelsville, VA",63100,35250,56400,96200,105750,30000
24272,"Nora, VA",51400,35300,56500,96200,105900,30000
24273,"Norton, VA",62700,35300,56500,96200,105900,30000
24277,"Pennington Gap, VA",58200,35300,56500,96200,105900,30000
24279,"Pound, VA",62700,35300,56500,96200,105900,30000
24280,"Rosedale, VA",63100,35300,56500,96200,105900,30000
24281,"Rose Hill, VA",58200,35300,56500,96200,105900,30000
24282,"Saint Charles, VA",58200,35300,56500,96200,105900,30000
24283,"Saint Paul, VA",51400,35300,56500,96200,105900,30000
24290,"Weber City, VA",74600,35250,56400,96200,105750,30000
24292,"Whitetop, VA",63700,35300,56500,96200,105900,30000
24293,"Wise, VA",62700,35300,56500,96200,105900,30000
24301,"Pulaski, VA",79400,37600,60150,96200,112800,30000
24311,"Atkins, VA",63300,35300,56500,96200,105900,30000
24312,"Austinville, VA",63500,35300,56500,96200,105900,30000
24313,"Barren Springs, VA",75000,36000,57600,96200,108000,30000
24314,"Bastian, VA",61900,35300,56500,96200,105900,30000
24315,"Bland, VA",66200,35600,56950,96200,106800,30000
24316,"Broadford, VA",61900,35300,56500,96200,105900,30000
24317,"Cana, VA",63500,35300,56500,96200,105900,30000
24318,"Ceres, VA",63300,35300,56500,96200,105900,30000
24319,"Chilhowie, VA",63300,35250,56400,96200,105750,30000
24322,"Cripple Creek, VA",75000,36000,57600,96200,108000,30000
24323,"Crockett, VA",75000,36000,57600,96200,108000,30000
24324,"Draper, VA",75000,36000,57600,96200,108000,30000
24325,"Dugspur, VA",63500,35300,56500,96200,105900,30000
24326,"Elk Creek, VA",63700,35300,56500,96200,105900,30000
24327,"Emory, VA (PO Boxes)",74600,35250,56400,96200,105750,30000
24328,"Fancy Gap, VA",63500,35300,56500,96200,105900,30000
24330,"Fries, VA",63500,35300,56500,96200,105900,30000
24333,"Galax, VA",63500,35300,56500,96200,105900,30000
24340,"Glade Spring, VA",74600,35250,56400,96200,105750,30000
24343,"Hillsville, VA",63500,35300,56500,96200,105900,30000
24347,"Hiwassee, VA",63500,35300,56500,96200,105900,30000
24348,"Independence, VA",63700,35300,56500,96200,105900,30000
24350,"Ivanhoe, VA",63500,35300,56500,96200,105900,30000
24351,"Lambsburg, VA",63500,35300,56500,96200,105900,30000
24352,"Laurel Fork, VA",63500,35300,56500,96200,105900,30000
24354,"Marion, VA",63300,35300,56500,96200,105900,30000
24360,"Max Meadows, VA",63500,35300,56500,96200,105900,30000
24361,"Meadowview, VA",74600,35250,56400,96200,105750,30000
24363,"Mouth Of Wilson, VA",63700,35300,56500,96200,105900,30000
24366,"Rocky Gap, VA",66200,35900,57450,96200,107700,30000
24368,"Rural Retreat, VA",63300,35300,56500,96200,105900,30000
24370,"Saltville, VA",63300,35250,56400,96200,105750,30000
24374,"Speedwell, VA",75000,36000,57600,96200,108000,30000
24375,"Sugar Grove, VA",63300,35300,56500,96200,105900,30000
24377,"Tannersville, VA",61900,35300,56500,96200,105900,30000
24378,"Troutdale, VA",63300,35300,56500,96200,105900,30000
24380,"Willis, VA",63500,35300,56500,96200,105900,30000
24381,"Woodlawn, VA",63500,35300,56500,96200,105900,30000
24382,"Wytheville, VA",75000,36000,57600,96200,108000,30000
24401,"Staunton, VA",92800,42150,67450,96200,126450,30000
24411,"Augusta Springs, VA",92800,42150,67450,96200,126450,30000
24412,"Bacova, VA (PO Boxes)",79300,36250,58000,96200,108750,30000
24413,"Blue Grass, VA",67400,35900,57450,96200,107700,30000
24415,"Brownsburg, VA (PO Boxes)",77000,36200,57900,96200,108600,30000
24416,"Buena Vista, VA",77000,36200,57900,96200,108600,30000
24421,"Churchville, VA",92800,42150,67450,96200,126450,30000
24422,"Clifton Forge, VA",68800,35900,57450,96200,107700,30000
24426,"Covington, VA",68800,35900,57450,96200,107700,30000
24430,"Craigsville, VA",92800,42150,67450,96200,126450,30000
24431,"Crimora, VA",92800,42150,67450,96200,126450,30000
24432,"Deerfield, VA",79300,36250,58000,96200,108750,30000
24433,"Doe Hill, VA",67400,35900,57450,96200,107700,30000
24435,"Fairfield, VA",77000,36200,57900,96200,108600,30000
24437,"Fort Defiance, VA",92800,42150,67450,96200,126450,30000
24439,"Goshen, VA",77000,36200,57900,96200,108600,30000
24440,"Greenville, VA",92800,42150,67450,96200,126450,30000
24441,"Grottoes, VA",92800,40500,64800,96200,121500,30000
24442,"Head Waters, VA",67400,35900,57450,96200,107700,30000
24445,"Hot Springs, VA",68800,35900,57450,96200,107700,30000
24448,"Iron Gate, VA",68800,35900,57450,96200,107700,30000
24450,"Lexington, VA",77000,36200,57900,96200,108600,30000
24457,"Low Moor, VA",68800,35900,57450,96200,107700,30000
24458,"Mc Dowell, VA",67400,35900,57450,96200,107700,30000
24459,"Middlebrook, VA",77000,36200,57900,96200,108600,30000
24460,"Millboro, VA",79300,36250,58000,96200,108750,30000
24464,"Montebello, VA",123300,55500,88800,111000,166500,33300
24465,"Monterey, VA",67400,35900,57450,96200,107700,30000
24467,"Mount Sidney, VA",92800,42150,67450,96200,126450,30000
24469,"New Hope, VA (PO Boxes)",92800,42150,67450,96200,126450,30000
24471,"Port Republic, VA",95900,40500,64800,96200,121500,30000
24472,"Raphine, VA",77000,36200,57900,96200,108600,30000
24473,"Rockbridge Baths, VA",77000,36200,57900,96200,108600,30000
24474,"Selma, VA",68800,35900,57450,96200,107700,30000
24476,"Steeles Tavern, VA (PO Boxes)",92800,42150,67450,96200,126450,30000
24477,"Stuarts Draft, VA",92800,42150,67450,96200,126450,30000
24479,"Swoope, VA",92800,42150,67450,96200,126450,30000
24482,"Verona, VA",92800,42150,67450,96200,126450,30000
24483,"Vesuvius, VA",77000,36200,57900,96200,108600,30000
24484,"Warm Springs, VA",67400,35900,57450,96200,107700,30000
24485,"West Augusta, VA",92800,42150,67450,96200,126450,30000
24486,"Weyers Cave, VA",92800,40500,64800,96200,121500,30000
24487,"Williamsville, VA",67400,35900,57450,96200,107700,30000
24501,"Lynchburg, VA",83000,41500,66400,96200,124500,30000
24502,"Lynchburg, VA",83000,41500,66400,96200,124500,30000
24503,"Lynchburg, VA",83000,41500,66400,96200,124500,30000
24504,"Lynchburg, VA",83000,41500,66400,96200,124500,30000
24515,"Thomas Road Bapt Church, Lynchburg, VA",83000,41500,66400,96200,124500,30000
24517,"Altavista, VA",83000,41500,66400,96200,124500,30000
24520,"Alton, VA",66300,35500,56800,96200,106500,30000
24521,"Amherst, VA",83000,41500,66400,96200,124500,30000
24522,"Appomattox, VA",73700,35300,56500,96200,105900,30000
24523,"Bedford, VA",83000,41500,66400,96200,124500,30000
24526,"Big Island, VA",83000,41500,66400,96200,124500,30000
24527,"Blairs, VA",70900,35300,56500,96200,105900,30000
24528,"Brookneal, VA",73700,35300,56500,96200,105900,30000
24529,"Buffalo Junction, VA",74700,35300,56500,96200,105900,30000
24530,"Callands, VA",60100,35300,56500,96200,105900,30000
24531,"Chatham, VA",70900,35300,56500,96200,105900,30000
24534,"Clover, VA",66300,35500,56800,96200,106500,30000
24536,"Coleman Falls, VA",83000,41500,66400,96200,124500,30000
24538,"Concord, VA",83000,41500,66400,96200,124500,30000
24539,"Crystal Hill, VA",66300,35500,56800,96200,106500,30000
24540,"Danville, VA",70900,35300,56500,96200,105900,30000
24541,"Danville, VA",70900,35300,56500,96200,105900,30000
24549,"Dry Fork, VA",70900,35300,56500,96200,105900,30000
24550,"Evington, VA",83000,41500,66400,96200,124500,30000
24551,"Forest, VA",83000,41500,66400,96200,124500,30000
24553,"Gladstone, VA",75300,35300,56500,96200,105900,30000
24554,"Gladys, VA",83000,41500,66400,96200,124500,30000
24555,"Glasgow, VA",77000,36200,57900,96200,108600,30000
24556,"Goode, VA",83000,41500,66400,96200,124500,30000
24557,"Gretna, VA",66300,35300,56500,96200,105900,30000
24558,"Halifax, VA",66300,35500,56800,96200,106500,30000
24562,"Howardsville, VA",75300,35300,56500,96200,105900,30000
24563,"Hurt, VA",70900,35300,56500,96200,105900,30000
24565,"Java, VA",66300,35300,56500,96200,105900,30000
24566,"Keeling, VA",70900,35300,56500,96200,105900,30000
24569,"Long Island, VA",66300,35300,56500,96200,105900,30000
24570,"Lowry, VA",83000,41500,66400,96200,124500,30000
24571,"Lynch Station, VA",83000,41500,66400,96200,124500,30000
24572,"Madison Heights, VA",83000,41500,66400,96200,124500,30000
24574,"Monroe, VA",83000,41500,66400,96200,124500,30000
24577,"Nathalie, VA",66300,35500,56800,96200,106500,30000
24578,"Natural Bridge, VA",77000,36200,57900,96200,108600,30000
24579,"Natural Bridge Station, VA",77000,36200,57900,96200,108600,30000
24580,"Nelson, VA",74700,35300,56500,96200,105900,30000
24581,"Norwood, VA",123300,55500,88800,111000,166500,33300
24586,"Ringgold, VA",70900,35300,56500,96200,105900,30000
24588,"Rustburg, VA",83000,41500,66400,96200,124500,30000
24589,"Scottsburg, VA",66300,35500,56800,96200,106500,30000
24590,"Scottsville, VA",75300,35300,56500,96200,105900,30000
24592,"South Boston, VA",66300,35300,56500,96200,105900,30000
24593,"Spout Spring, VA",83000,41500,66400,96200,124500,30000
24594,"Sutherlin, VA",66300,35300,56500,96200,105900,30000
24595,"Sweet Briar, VA (PO Boxes)",83000,41500,66400,96200,124500,30000
24597,"Vernon Hill, VA",66300,35300,56500,96200,105900,30000
24598,"Virgilina, VA",66300,35300,56500,96200,105900,30000
24599,"Wingina, VA",75300,35300,56500,96200,105900,30000
24601,"Amonate, VA (PO Boxes)",61900,35300,56500,96200,105900,30000
24602,"Bandy, VA",61900,35300,56500,96200,105900,30000
24603,"Big Rock, VA",49800,35300,56500,96200,105900,30000
24604,"Bishop, VA (PO Boxes)",41000,31400,50250,96200,96200,30000
24605,"Bluefield, VA",61900,35300,56500,96200,105900,30000
24606,"Boissevain, VA (PO Boxes)",61900,35300,56500,96200,105900,30000
24607,"Breaks, VA (PO Boxes)",49800,35300,56500,96200,105900,30000
24609,"Cedar Bluff, VA",61900,35300,56500,96200,105900,30000
24612,"Doran, VA (PO Boxes)",61900,35300,56500,96200,105900,30000
24613,"Falls Mills, VA",61900,35300,56500,96200,105900,30000
24614,"Grundy, VA",49800,35300,56500,96200,105900,30000
24620,"Hurley, VA",49800,35300,56500,96200,105900,30000
24622,"Jewell Ridge, VA",41000,31400,50250,96200,96200,30000
24630,"North Tazewell, VA",61900,35300,56500,96200,105900,30000
24631,"Oakwood, VA",49800,35300,56500,96200,105900,30000
24634,"Pilgrims Knob, VA",49800,35300,56500,96200,105900,30000
24635,"Pocahontas, VA (PO Boxes)",61900,35300,56500,96200,105900,30000
24637,"Pounding Mill, VA",61900,35300,56500,96200,105900,30000
24639,"Raven, VA",49800,35300,56500,96200,105900,30000
24641,"Richlands, VA",61900,35300,56500,96200,105900,30000
24646,"Rowe, VA",49800,35300,56500,96200,105900,30000
24649,"Swords Creek, VA",49800,35300,56500,96200,105900,30000
24651,"Tazewell, VA",61900,35300,56500,96200,105900,30000
24656,"Vansant, VA",49800,35300,56500,96200,105900,30000
24657,"Whitewood, VA",49800,35300,56500,96200,105900,30000
24701,"Bluefield, WV",62300,31400,50250,96200,96200,30000
24712,"Athens, WV",62300,31400,50250,96200,96200,30000
24714,"Beeson, WV",62300,31400,50250,96200,96200,30000
24715,"Bramwell, WV",62300,31400,50250,96200,96200,30000
24716,"Bud, WV",59500,31400,50250,96200,96200,30000
24719,"Covel, WV",59500,31400,50250,96200,96200,30000
24724,"Bramwell, WV",62300,31400,50250,96200,96200,30000
24726,"Herndon, WV",59500,31400,50250,96200,96200,30000
24729,"Hiawatha, WV (PO Boxes)",62300,31400,50250,96200,96200,30000
24731,"Kegley, WV",62300,31400,50250,96200,96200,30000
24733,"Lashmeet, WV",62300,31400,50250,96200,96200,30000
24736,"Matoaka, WV",59500,31400,50250,96200,96200,30000
24737,"Montcalm, WV",62300,31400,50250,96200,96200,30000
24738,"Nemours, WV (PO Boxes)",62300,31400,50250,96200,96200,30000
24739,"Oakvale, WV",62300,31400,50250,96200,96200,30000
24740,"Princeton, WV",62300,31400,50250,96200,96200,30000
24747,"Rock, WV",41000,31400,50250,96200,96200,30000
24801,"Welch, WV",41000,31400,50250,96200,96200,30000
24808,"Anawalt, WV",41000,31400,50250,96200,96200,30000
24811,"Avondale, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24813,"Bartley, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24815,"Berwind, WV",41000,31400,50250,96200,96200,30000
24816,"Big Sandy, WV",41000,31400,50250,96200,96200,30000
24817,"Bradshaw, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24818,"Brenton, WV",59500,31400,50250,96200,96200,30000
24822,"Clear Fork, WV",59500,31400,50250,96200,96200,30000
24823,"Coal Mountain, WV",59500,31400,50250,96200,96200,30000
24826,"Cucumber, WV",41000,31400,50250,96200,96200,30000
24827,"Cyclone, WV",59500,31400,50250,96200,96200,30000
24828,"Davy, WV",41000,31400,50250,96200,96200,30000
24830,"Gary, WV",41000,31400,50250,96200,96200,30000
24831,"Elkhorn, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24834,"Fanrock, WV (PO Boxes)",59500,31400,50250,96200,96200,30000
24836,"Gary, WV",41000,31400,50250,96200,96200,30000
24839,"Hanover, WV",59500,31400,50250,96200,96200,30000
24843,"Hensley, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24844,"Iaeger, WV",41000,31400,50250,96200,96200,30000
24845,"Ikes Fork, WV (PO Boxes)",59500,31400,50250,96200,96200,30000
24846,"Isaban, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24847,"Itmann, WV",59500,31400,50250,96200,96200,30000
24848,"Jenkinjones, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24849,"Jesse, WV (PO Boxes)",59500,31400,50250,96200,96200,30000
24850,"Jolo, WV",41000,31400,50250,96200,96200,30000
24851,"Justice, WV",53100,31400,50250,96200,96200,30000
24853,"Kimball, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24854,"Kopperston, WV",59500,31400,50250,96200,96200,30000
24855,"Kyle, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24857,"Lynco, WV (PO Boxes)",59500,31400,50250,96200,96200,30000
24860,"Matheny, WV",59500,31400,50250,96200,96200,30000
24861,"Maybeury, WV",41000,31400,50250,96200,96200,30000
24862,"Mohawk, WV",41000,31400,50250,96200,96200,30000
24866,"Newhall, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24867,"New Richmond, WV",59500,31400,50250,96200,96200,30000
24868,"Northfork, WV",41000,31400,50250,96200,96200,30000
24869,"North Spring, WV",59500,31400,50250,96200,96200,30000
24870,"Oceana, WV",59500,31400,50250,96200,96200,30000
24871,"Pageton, WV",41000,31400,50250,96200,96200,30000
24872,"Panther, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24873,"Paynesville, WV",41000,31400,50250,96200,96200,30000
24874,"Pineville, WV",59500,31400,50250,96200,96200,30000
24878,"Premier, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24879,"Raysal, WV",41000,31400,50250,96200,96200,30000
24880,"Rock View, WV",59500,31400,50250,96200,96200,30000
24881,"Roderfield, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24882,"Simon, WV",59500,31400,50250,96200,96200,30000
24884,"Squire, WV",41000,31400,50250,96200,96200,30000
24887,"Switchback, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24888,"Gary, WV",41000,31400,50250,96200,96200,30000
24892,"War, WV",41000,31400,50250,96200,96200,30000
24894,"Warriormine, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24895,"Wilcoe, WV (PO Boxes)",41000,31400,50250,96200,96200,30000
24898,"Wyoming, WV (PO Boxes)",59500,31400,50250,96200,96200,30000
24901,"Lewisburg, WV",62000,31400,50250,96200,96200,30000
24910,"Alderson, WV",62000,31400,50250,96200,96200,30000
24915,"Arbovale, WV",61800,32100,51350,96200,96300,30000
24916,"Asbury, WV",62000,31400,50250,96200,96200,30000
24918,"Ballard, WV",63800,31400,50250,96200,96200,30000
24920,"Bartow, WV",61800,32100,51350,96200,96300,30000
24924,"Buckeye, WV",61800,32100,51350,96200,96300,30000
24925,"Caldwell, WV",62000,31400,50250,96200,96200,30000
24927,"Cass, WV",61800,32100,51350,96200,96300,30000
24931,"Crawley, WV",62000,31400,50250,96200,96200,30000
24934,"Dunmore, WV",61800,32100,51350,96200,96300,30000
24935,"Forest Hill, WV",64300,31400,50250,96200,96200,30000
24938,"Frankford, WV",62000,31400,50250,96200,96200,30000
24941,"Gap Mills, WV",63800,31400,50250,96200,96200,30000
24943,"Grassy Meadows, WV",62000,31400,50250,96200,96200,30000
24944,"Green Bank, WV",61800,32100,51350,96200,96300,30000
24945,"Greenville, WV",63800,31400,50250,96200,96200,30000
24946,"Hillsboro, WV",61800,32100,51350,96200,96300,30000
24951,"Lindside, WV",63800,31400,50250,96200,96200,30000
24954,"Marlinton, WV",61800,32100,51350,96200,96300,30000
24957,"Maxwelton, WV",62000,31400,50250,96200,96200,30000
24962,"Pence Springs, WV",64300,31400,50250,96200,96200,30000
24963,"Peterstown, WV",63800,31400,50250,96200,96200,30000
24966,"Renick, WV",62000,31400,50250,96200,96200,30000
24970,"Ronceverte, WV",62000,31400,50250,96200,96200,30000
24974,"Secondcreek, WV",63800,31400,50250,96200,96200,30000
24976,"Sinks Grove, WV",62000,31400,50250,96200,96200,30000
24977,"Smoot, WV",62000,31400,50250,96200,96200,30000
24981,"Talcott, WV",63800,31400,50250,96200,96200,30000
24983,"Union, WV",63800,31400,50250,96200,96200,30000
24984,"Waiteville, WV",63800,31400,50250,96200,96200,30000
24985,"Wayside, WV",63800,31400,50250,96200,96200,30000
24986,"White Sulphur Springs, WV",61800,31400,50250,96200,96200,30000
24991,"Williamsburg, WV",62000,31400,50250,96200,96200,30000
24993,"Wolfcreek, WV",63800,31400,50250,96200,96200,30000
25002,"Falls View, WV",63800,31400,50250,96200,96200,30000
25003,"Alum Creek, WV",58200,31400,50250,96200,96200,30000
25005,"Amma, WV",53900,31400,50250,96200,96200,30000
25007,"Arnett, WV",66600,33300,53300,96200,99900,30000
25008,"Artie, WV",66600,33300,53300,96200,99900,30000
25009,"Ashford, WV",68900,31400,50250,96200,96200,30000
25011,"Bancroft, WV",94000,43450,69500,96200,130350,30000
25015,"Belle, WV",79600,35150,56200,96200,105450,30000
25019,"Bickmore, WV",79600,35150,56200,96200,105450,30000
25021,"Bim, WV (PO Boxes)",68900,31400,50250,96200,96200,30000
25022,"Blair, WV (PO Boxes)",53800,31400,50250,96200,96200,30000
25024,"Bloomingrose, WV",68900,31400,50250,96200,96200,30000
25025,"Blount, WV",79600,35150,56200,96200,105450,30000
25028,"Bob White, WV (PO Boxes)",68900,31400,50250,96200,96200,30000
25030,"Bomont, WV",79600,35150,56200,96200,105450,30000
25031,"Boomer, WV",63800,31400,50250,96200,96200,30000
25033,"Buffalo, WV",94000,43450,69500,96200,130350,30000
25035,"Chelyan, WV",79600,35150,56200,96200,105450,30000
25036,"Cannelton, WV (PO Boxes)",63800,31400,50250,96200,96200,30000
25039,"Cedar Grove, WV",79600,35150,56200,96200,105450,30000
25040,"Charlton Heights, WV",63800,31400,50250,96200,96200,30000
25043,"Clay, WV",63000,31400,50250,96200,96200,30000
25044,"Clear Creek, WV",66600,33300,53300,96200,99900,30000
25045,"Clendenin, WV",53900,31400,50250,96200,96200,30000
25047,"Clothier, WV",53800,31400,50250,96200,96200,30000
25048,"Colcord, WV",66600,33300,53300,96200,99900,30000
25049,"Comfort, WV",68900,31400,50250,96200,96200,30000
25051,"Costa, WV",68900,31400,50250,96200,96200,30000
25053,"Danville, WV",68900,31400,50250,96200,96200,30000
25054,"Dawes, WV (PO Boxes)",79600,35150,56200,96200,105450,30000
25057,"Deep Water, WV",63800,31400,50250,96200,96200,30000
25059,"Dixie, WV",63000,31400,50250,96200,96200,30000
25060,"Dorothy, WV",66600,33300,53300,96200,99900,30000
25061,"Drybranch, WV (PO Boxes)",79600,35150,56200,96200,105450,30000
25062,"Dry Creek, WV",66600,33300,53300,96200,99900,30000
25063,"Duck, WV",51000,31400,50250,96200,96200,30000
25064,"Dunbar, WV",79600,35150,56200,96200,105450,30000
25067,"East Bank, WV",79600,35150,56200,96200,105450,30000
25070,"Eleanor, WV",94000,43450,69500,96200,130350,30000
25071,"Elkview, WV",53900,31400,50250,96200,96200,30000
25075,"Eskdale, WV",79600,35150,56200,96200,105450,30000
25076,"Ethel, WV (PO Boxes)",53800,31400,50250,96200,96200,30000
25081,"Foster, WV",68900,31400,50250,96200,96200,30000
25082,"Fraziers Bottom, WV",69400,32550,52100,96200,97650,30000
25083,"Gallagher, WV",63800,31400,50250,96200,96200,30000
25085,"Gauley Bridge, WV",63800,31400,50250,96200,96200,30000
25086,"Glasgow, WV",79600,35150,56200,96200,105450,30000
25088,"Glen, WV",79600,35150,56200,96200,105450,30000
25090,"Glen Ferris, WV",63800,31400,50250,96200,96200,30000
25093,"Gordon, WV",68900,31400,50250,96200,96200,30000
25102,"Handley, WV",79600,35150,56200,96200,105450,30000
25103,"Hansford, WV",79600,35150,56200,96200,105450,30000
25106,"Henderson, WV",69400,32550,52100,96200,97650,30000
25107,"Hernshaw, WV",79600,35150,56200,96200,105450,30000
