zip_census_tabulation_area,zip_code_name,2023_median_family_income,50pct_ami_4_persons,80pct_ami_4_persons,100pct_ami_4_persons,150pct_ami_4_persons,extremely_low_ami_4_persons
00601,"Adjuntas, PR",26900,14000,22400,96200,96200,14000
00602,"Aguada, PR",26900,14150,22650,96200,96200,14150
00603,"Aguadilla, PR",26900,14150,22650,96200,96200,14150
00606,"Maricao, PR",24500,12950,20700,96200,96200,12950
00610,"Anasco, PR",22700,14150,22650,96200,96200,14150
00611,"Angeles, PR (PO Boxes)",26900,14150,22650,96200,96200,14150
00612,"Arecibo, PR",28000,14250,22800,96200,96200,14250
00616,"Bajadero, PR",28000,14250,22800,96200,96200,14250
00617,"Barceloneta, PR",34900,16800,26900,96200,96200,16800
00622,"Boqueron, PR",26900,13500,21600,96200,96200,13500
00623,"Cabo Rojo, PR",26900,13500,21600,96200,96200,13500
00624,"Penuelas, PR",24500,12950,20700,96200,96200,12950
00627,"Camuy, PR",28000,14250,22800,96200,96200,14250
00631,"Castaner, PR",26900,14000,22400,96200,96200,14000
00636,"Rosario, PR",26900,13500,21600,96200,96200,13500
00637,"Sabana Grande, PR",26900,13500,21600,96200,96200,13500
00638,"Ciales, PR",25400,13700,21900,96200,96200,13700
00641,"Utuado, PR",26900,14000,22400,96200,96200,14000
00646,"Dorado, PR",34900,16800,26900,96200,96200,16800
00647,"Ensenada, PR",24500,12950,20700,96200,96200,12950
00650,"Florida, PR",25400,13700,21900,96200,96200,13700
00652,"Garrochales, PR",28000,14250,22800,96200,96200,14250
00653,"Guanica, PR",24500,12950,20700,96200,96200,12950
00656,"Guayanilla, PR",24500,12950,20700,96200,96200,12950
00659,"Hatillo, PR",28000,14250,22800,96200,96200,14250
00660,"Hormigueros, PR",22700,14800,23700,96200,96200,14800
00662,"Isabela, PR",26900,14150,22650,96200,96200,14150
00664,"Jayuya, PR",24800,12950,20700,96200,96200,12950
00667,"Lajas, PR",26900,13500,21600,96200,96200,13500
00669,"Lares, PR",22700,14150,22650,96200,96200,14150
00670,"Las Marias, PR",22700,12950,20700,96200,96200,12950
00674,"Manati, PR",34900,16800,26900,96200,96200,16800
00676,"Moca, PR",26900,14150,22650,96200,96200,14150
00677,"Rincon, PR",26900,14150,22650,96200,96200,14150
00678,"Quebradillas, PR",26900,14150,22650,96200,96200,14150
00680,"Mayaguez, PR",22700,13500,21600,96200,96200,13500
00682,"Mayaguez, PR",22700,14800,23700,96200,96200,14800
00683,"San German, PR",26900,13500,21600,96200,96200,13500
00685,"San Sebastian, PR",26900,14150,22650,96200,96200,14150
00687,"Morovis, PR",34900,16800,26900,96200,96200,16800
00688,"Sabana Hoyos, PR",28000,14250,22800,96200,96200,14250
00690,"San Antonio, PR",26900,14150,22650,96200,96200,14150
00692,"Vega Alta, PR",34900,16800,26900,96200,96200,16800
00693,"Vega Baja, PR",34900,16800,26900,96200,96200,16800
00694,"Vega Baja, PR",34900,16800,26900,96200,96200,16800
00698,"YAUCO, PR",24500,12950,20700,96200,96200,12950
00703,"Aguas Buenas, PR",34400,16800,26900,96200,96200,16800
00704,"Aguirre, PR",24800,12950,20700,96200,96200,12950
00705,"Aibonito, PR",24800,12950,20700,96200,96200,12950
00707,"Maunabo, PR",34900,16800,26900,96200,96200,16800
00714,"Arroyo, PR",25700,13300,21300,96200,96200,13300
00715,"Mercedita, PR",27600,14000,22400,96200,96200,14000
00716,"Ponce, PR",27600,14000,22400,96200,96200,14000
00717,"Ponce, PR",27600,14000,22400,96200,96200,14000
00718,"Naguabo, PR",29200,15650,25050,96200,96200,15650
00719,"Naranjito, PR",34900,16800,26900,96200,96200,16800
00720,"Orocovis, PR",24800,12950,20700,96200,96200,12950
00723,"Patillas, PR",25700,13300,21300,96200,96200,13300
00725,"Caguas, PR",34400,16800,26900,96200,96200,16800
00727,"Caguas, PR",34400,17200,27500,96200,96200,17200
00728,"Ponce, PR",27600,14000,22400,96200,96200,14000
00729,"Canovanas, PR",34900,16800,26900,96200,96200,16800
00730,"Ponce, PR",27600,14000,22400,96200,96200,14000
00731,"Ponce, PR",27600,14000,22400,96200,96200,14000
00735,"Ceiba, PR",29200,15650,25050,96200,96200,15650
00736,"Cayey, PR",34400,17200,27500,96200,96200,17200
00738,"Fajardo, PR",29200,15650,25050,96200,96200,15650
00739,"Cidra, PR",34400,17200,27500,96200,96200,17200
00740,"Puerto Real, PR",29200,15650,25050,96200,96200,15650
00741,"Punta Santiago, PR",34900,16800,26900,96200,96200,16800
00745,"Rio Grande, PR",34900,16800,26900,96200,96200,16800
00751,"Salinas, PR",24800,12950,20700,96200,96200,12950
00754,"San Lorenzo, PR",34400,17200,27500,96200,96200,17200
00757,"Santa Isabel, PR",24800,12950,20700,96200,96200,12950
00765,"Vieques, PR",24800,12950,20700,96200,96200,12950
00766,"Villalba, PR",25400,13700,21900,96200,96200,13700
00767,"Yabucoa, PR",34900,16800,26900,96200,96200,16800
00769,"Coamo, PR",24800,12950,20700,96200,96200,12950
00771,"Las Piedras, PR",34900,16800,26900,96200,96200,16800
00772,"Loiza, PR",34900,16800,26900,96200,96200,16800
00773,"Luquillo, PR",29200,15650,25050,96200,96200,15650
00775,"Culebra, PR (PO Boxes)",24800,12950,20700,96200,96200,12950
00777,"Juncos, PR",34400,16800,26900,96200,96200,16800
00778,"Gurabo, PR",34400,17200,27500,96200,96200,17200
00780,"Coto Laurel, PR",27600,14000,22400,96200,96200,14000
00782,"Comerio, PR",25400,13700,21900,96200,96200,13700
00783,"Corozal, PR",25400,13700,21900,96200,96200,13700
00784,"Guayama, PR",25700,13300,21300,96200,96200,13300
00786,"La Plata, PR (PO Boxes)",25400,13700,21900,96200,96200,13700
00791,"Humacao, PR",34900,16800,26900,96200,96200,16800
00794,"Barranquitas, PR",24800,12950,20700,96200,96200,12950
00795,"Juana Diaz, PR",27600,14000,22400,96200,96200,14000
00901,"San Juan, PR",34900,16800,26900,96200,96200,16800
00906,"San Juan, PR",34900,16800,26900,96200,96200,16800
00907,"San Juan, PR",34900,16800,26900,96200,96200,16800
00909,"San Juan, PR",34900,16800,26900,96200,96200,16800
00911,"San Juan, PR",34900,16800,26900,96200,96200,16800
00912,"San Juan, PR",34900,16800,26900,96200,96200,16800
00913,"San Juan, PR",34900,16800,26900,96200,96200,16800
00915,"San Juan, PR",34900,16800,26900,96200,96200,16800
00917,"San Juan, PR",34900,16800,26900,96200,96200,16800
00918,"San Juan, PR",34900,16800,26900,96200,96200,16800
00920,"San Juan, PR",34900,16800,26900,96200,96200,16800
00921,"San Juan, PR",34900,16800,26900,96200,96200,16800
00923,"San Juan, PR",34900,16800,26900,96200,96200,16800
00924,"San Juan, PR",34900,16800,26900,96200,96200,16800
00925,"San Juan, PR",34900,16800,26900,96200,96200,16800
00926,"San Juan, PR",34900,16800,26900,96200,96200,16800
00927,"San Juan, PR",34900,16800,26900,96200,96200,16800
00934,"Fort Buchanan, PR",34900,16800,26900,96200,96200,16800
00949,"Toa Baja, PR",34900,16800,26900,96200,96200,16800
00950,"Toa Baja, PR",34900,16800,26900,96200,96200,16800
00951,"Toa Baja, PR",34900,16800,26900,96200,96200,16800
00952,"Sabana Seca, PR",34900,16800,26900,96200,96200,16800
00953,"Toa Alta, PR",34900,16800,26900,96200,96200,16800
00956,"Bayamon, PR",34900,16800,26900,96200,96200,16800
00957,"Bayamon, PR",34900,16800,26900,96200,96200,16800
00959,"Bayamon, PR",34900,16800,26900,96200,96200,16800
00960,"Bayamon, PR",34900,16800,26900,96200,96200,16800
00961,"Bayamon, PR",34900,16800,26900,96200,96200,16800
00962,"Catano, PR",34900,16800,26900,96200,96200,16800
00965,"Guaynabo, PR",34900,16800,26900,96200,96200,16800
00966,"Guaynabo, PR",34900,16800,26900,96200,96200,16800
00968,"Guaynabo, PR",34900,16800,26900,96200,96200,16800
00969,"Guaynabo, PR",34900,16800,26900,96200,96200,16800
00971,"Guaynabo, PR",34900,16800,26900,96200,96200,16800
00976,"Trujillo Alto, PR",34400,16800,26900,96200,96200,16800
00979,"Carolina, PR",34900,16800,26900,96200,96200,16800
00982,"Carolina, PR",34900,16800,26900,96200,96200,16800
00983,"Carolina, PR",34900,16800,26900,96200,96200,16800
00985,"Carolina, PR",34900,16800,26900,96200,96200,16800
00987,"Carolina, PR",34900,16800,26900,96200,96200,16800
01001,"Agawam Town, MA",93700,49800,79700,99600,149400,30000
01002,"Amherst Center, MA",93700,49800,79700,99600,149400,30000
01003,"Amherst Center, MA",93700,49800,79700,99600,149400,30000
01005,"Barre, MA",98800,51700,82700,103400,155100,31000
01007,"Belchertown, MA",93700,49800,79700,99600,149400,30000
01008,"Blandford, MA",93700,49800,79700,99600,149400,30000
01009,"Palmer Town, MA",93700,49800,79700,99600,149400,30000
01010,"Brimfield, MA",93700,49800,79700,99600,149400,30000
01011,"Chester, MA",93700,49800,79700,99600,149400,30000
01012,"Chesterfield, MA",93700,49800,79700,99600,149400,30000
01013,"Chicopee, MA",93700,49800,79700,99600,149400,30000
01020,"Chicopee, MA",93700,49800,79700,99600,149400,30000
01022,"Chicopee, MA",93700,49800,79700,99600,149400,30000
01026,"Cummington, MA",93700,49800,79700,99600,149400,30000
01027,"Easthampton Town, MA",93700,49800,79700,99600,149400,30000
01028,"East Longmeadow, MA",93700,49800,79700,99600,149400,30000
01029,"East Otis, MA (PO Boxes)",101500,49800,79700,99600,149400,30000
01030,"Agawam Town, MA",93700,49800,79700,99600,149400,30000
01031,"Gilbertville, MA",98800,51700,82700,103400,155100,31000
01032,"Goshen, MA",93700,49800,79700,99600,149400,30000
01033,"Granby, MA",93700,49800,79700,99600,149400,30000
01034,"Granville, MA",93700,49800,79700,99600,149400,30000
01035,"Hadley, MA",93700,49800,79700,99600,149400,30000
01036,"Hampden, MA",93700,49800,79700,99600,149400,30000
01037,"Hardwick, MA (PO Boxes)",98800,51700,82700,103400,155100,31000
01038,"Hatfield, MA",93700,49800,79700,99600,149400,30000
01039,"Haydenville, MA",93700,49800,79700,99600,149400,30000
01040,"Holyoke, MA",93700,49800,79700,99600,149400,30000
01050,"Huntington, MA",93700,49800,79700,99600,149400,30000
01053,"Northampton, MA",93700,49800,79700,99600,149400,30000
01054,"Leverett, MA",98600,49800,79700,99600,149400,30000
01056,"Ludlow, MA",93700,49800,79700,99600,149400,30000
01057,"Monson, MA",93700,49800,79700,99600,149400,30000
01060,"Northampton, MA",93700,49800,79700,99600,149400,30000
01062,"Northampton, MA",93700,49800,79700,99600,149400,30000
01063,"Northampton, MA",93700,49800,79700,99600,149400,30000
01066,"North Hatfield, MA (PO Boxes)",93700,49800,79700,99600,149400,30000
01068,"Oakham, MA",122000,58500,93600,117000,175500,35100
01069,"Palmer Town, MA",93700,49800,79700,99600,149400,30000
01070,"Plainfield, MA",93700,49800,79700,99600,149400,30000
01071,"Russell, MA",93700,49800,79700,99600,149400,30000
01072,"Shutesbury, MA",98600,49800,79700,99600,149400,30000
01073,"Southampton, MA",93700,49800,79700,99600,149400,30000
01074,"South Barre, MA (PO Boxes)",122000,58500,93600,117000,175500,35100
01075,"South Hadley, MA",93700,49800,79700,99600,149400,30000
01077,"Southwick, MA",93700,49800,79700,99600,149400,30000
01079,"Palmer Town, MA",93700,49800,79700,99600,149400,30000
01080,"Palmer Town, MA",93700,49800,79700,99600,149400,30000
01081,"Wales, MA",93700,49800,79700,99600,149400,30000
01082,"Ware, MA",93700,49800,79700,99600,149400,30000
01083,"Warren, MA (PO Boxes)",98800,51700,82700,103400,155100,31000
01084,"West Chesterfield, MA (PO Boxes)",93700,49800,79700,99600,149400,30000
01085,"Westfield, MA",93700,49800,79700,99600,149400,30000
01088,"West Hatfield, MA",93700,49800,79700,99600,149400,30000
01089,"West Springfield Town, MA",93700,49800,79700,99600,149400,30000
01092,"West Warren, MA (PO Boxes)",98800,51700,82700,103400,155100,31000
01093,"Whately, MA (PO Boxes)",98600,49800,79700,99600,149400,30000
01094,"Wheelwright, MA (PO Boxes)",98800,51700,82700,103400,155100,31000
01095,"Wilbraham, MA",93700,49800,79700,99600,149400,30000
01096,"Williamsburg, MA",93700,49800,79700,99600,149400,30000
01097,"Woronoco, MA",93700,49800,79700,99600,149400,30000
01098,"Worthington, MA",93700,49800,79700,99600,149400,30000
01103,"Springfield, MA",93700,49800,79700,99600,149400,30000
01104,"Springfield, MA",93700,49800,79700,99600,149400,30000
01105,"Springfield, MA",93700,49800,79700,99600,149400,30000
01106,"Longmeadow, MA",93700,49800,79700,99600,149400,30000
01107,"Springfield, MA",93700,49800,79700,99600,149400,30000
01108,"Springfield, MA",93700,49800,79700,99600,149400,30000
01109,"Springfield, MA",93700,49800,79700,99600,149400,30000
01118,"Springfield, MA",93700,49800,79700,99600,149400,30000
01119,"Springfield, MA",93700,49800,79700,99600,149400,30000
01128,"Springfield, MA",93700,49800,79700,99600,149400,30000
01129,"Springfield, MA",93700,49800,79700,99600,149400,30000
01151,"Springfield, MA",93700,49800,79700,99600,149400,30000
01201,"Pittsfield, MA",88800,49800,79700,99600,149400,30000
01220,"Adams, MA",88800,51150,81850,102300,153450,30700
01222,"Ashley Falls, MA",101500,49800,79700,99600,149400,30000
01223,"Becket, MA",93700,49800,79700,99600,149400,30000
01224,"Berkshire, MA",88800,51150,81850,102300,153450,30700
01225,"Cheshire, MA",88800,51150,81850,102300,153450,30700
01226,"Dalton, MA",88800,51150,81850,102300,153450,30700
01229,"Glendale, MA (PO Boxes)",88800,51150,81850,102300,153450,30700
01230,"Great Barrington, MA",101500,49800,79700,99600,149400,30000
01235,"Hinsdale, MA",88800,49800,79700,99600,149400,30000
01236,"Housatonic, MA",88800,49800,79700,99600,149400,30000
01237,"Lanesboro, MA",88800,49800,79700,99600,149400,30000
01238,"Lee, MA",88800,49800,79700,99600,149400,30000
01240,"Lenox, MA",88800,49800,79700,99600,149400,30000
01242,"Lenox Dale, MA (PO Boxes)",88800,51150,81850,102300,153450,30700
01243,"Middlefield, MA (PO Boxes)",93700,49800,79700,99600,149400,30000
01244,"Mill River, MA (PO Boxes)",101500,49800,79700,99600,149400,30000
01245,"Monterey, MA",101500,49800,79700,99600,149400,30000
01247,"North Adams, MA",101500,49800,79700,99600,149400,30000
01253,"Otis, MA",101500,49800,79700,99600,149400,30000
01254,"Richmond, MA",88800,51150,81850,102300,153450,30700
01255,"Sandisfield, MA",101500,49800,79700,99600,149400,30000
01256,"Savoy, MA",101500,49800,79700,99600,149400,30000
01257,"Sheffield, MA",101500,49800,79700,99600,149400,30000
01258,"South Egremont, MA",101500,49800,79700,99600,149400,30000
01259,"Southfield, MA",101500,49800,79700,99600,149400,30000
01260,"South Lee, MA (PO Boxes)",88800,51150,81850,102300,153450,30700
01262,"Stockbridge, MA (PO Boxes)",88800,51150,81850,102300,153450,30700
01264,"Tyringham, MA",101500,49800,79700,99600,149400,30000
01266,"West Stockbridge, MA",101500,49800,79700,99600,149400,30000
01267,"Williamstown, MA",101500,49800,79700,99600,149400,30000
01270,"Windsor, MA",101500,49800,79700,99600,149400,30000
01301,"Greenfield Town, MA",98600,49800,79700,99600,149400,30000
01330,"Ashfield, MA",98600,49800,79700,99600,149400,30000
01331,"Athol, MA",98600,49800,79700,99600,149400,30000
01337,"Bernardston, MA",98600,49800,79700,99600,149400,30000
01338,"Buckland, MA",98600,49800,79700,99600,149400,30000
01339,"Charlemont, MA",98600,49800,79700,99600,149400,30000
01340,"Colrain, MA",98600,49800,79700,99600,149400,30000
01341,"Conway, MA",98600,49800,79700,99600,149400,30000
01342,"Deerfield, MA",98600,49800,79700,99600,149400,30000
01343,"Drury, MA",101500,49800,79700,99600,149400,30000
01344,"Erving, MA",98600,49800,79700,99600,149400,30000
01346,"Heath, MA",98600,49800,79700,99600,149400,30000
01347,"Lake Pleasant, MA (PO Boxes)",98600,49800,79700,99600,149400,30000
01349,"Millers Falls, MA",98600,49800,79700,99600,149400,30000
01350,"Monroe Bridge, MA (PO Boxes)",98600,49800,79700,99600,149400,30000
01351,"Montague, MA",98600,49800,79700,99600,149400,30000
01354,"Gill, MA",98600,49800,79700,99600,149400,30000
01355,"New Salem, MA",98600,49800,79700,99600,149400,30000
01360,"Northfield, MA",98600,49800,79700,99600,149400,30000
01364,"Orange, MA",98600,49800,79700,99600,149400,30000
01366,"Petersham, MA",98800,51700,82700,103400,155100,31000
01367,"Rowe, MA",98600,49800,79700,99600,149400,30000
01368,"Royalston, MA",98800,51700,82700,103400,155100,31000
01370,"Shelburne Falls, MA",98600,49800,79700,99600,149400,30000
01373,"South Deerfield, MA",98600,49800,79700,99600,149400,30000
01375,"Sunderland, MA",98600,49800,79700,99600,149400,30000
01376,"Turners Falls, MA",98600,49800,79700,99600,149400,30000
01378,"Warwick, MA",98600,49800,79700,99600,149400,30000
01379,"Wendell, MA",98600,49800,79700,99600,149400,30000
01380,"Wendell Depot, MA",98600,49800,79700,99600,149400,30000
01420,"Fitchburg, MA",104400,53050,84850,106100,159150,31850
01430,"Ashburnham, MA",104400,53050,84850,106100,159150,31850
01431,"Ashby, MA",149300,74200,118450,148400,222600,44500
01432,"Ayer, MA",149300,74200,118450,148400,222600,44500
01434,"Devens, MA",147600,69350,94650,138700,208050,41600
01436,"Baldwinville, MA",104400,53050,84850,106100,159150,31850
01438,"East Templeton, MA (PO Boxes)",104400,53050,84850,106100,159150,31850
01440,"Gardner, MA",104400,53050,84850,106100,159150,31850
01450,"Groton, MA",132400,66200,94650,132400,198600,39700
01451,"Harvard, MA",147600,69350,94650,138700,208050,41600
01452,"Hubbardston, MA",98800,51700,82700,103400,155100,31000
01453,"Leominster, MA",104400,53050,84850,106100,159150,31850
01460,"Littleton, MA",149300,74200,118450,148400,222600,44500
01462,"Lunenburg, MA",104400,53050,84850,106100,159150,31850
01463,"Pepperell, MA",132400,66200,94650,132400,198600,39700
01464,"Shirley, MA",149300,74200,118450,148400,222600,44500
01468,"Templeton, MA",104400,53050,84850,106100,159150,31850
01469,"Townsend, MA",149300,74200,118450,148400,222600,44500
01473,"Westminster, MA",104400,53050,84850,106100,159150,31850
01474,"West Townsend, MA",149300,74200,118450,148400,222600,44500
01475,"Winchendon, MA",104400,53050,84850,106100,159150,31850
01501,"Auburn, MA",122000,58500,93600,117000,175500,35100
01503,"Berlin, MA",147600,69350,94650,138700,208050,41600
01504,"Blackstone, MA",147600,69350,94650,138700,208050,41600
01505,"Boylston, MA",122000,58500,93600,117000,175500,35100
01506,"Brookfield, MA",122000,58500,93600,117000,175500,35100
01507,"Charlton, MA",122000,58500,93600,117000,175500,35100
01510,"Clinton, MA",122000,58500,93600,117000,175500,35100
01515,"East Brookfield, MA",122000,58500,93600,117000,175500,35100
01516,"Douglas, MA",122000,58500,93600,117000,175500,35100
01518,"Fiskdale, MA",122000,58500,93600,117000,175500,35100
01519,"Grafton, MA",122000,58500,93600,117000,175500,35100
01520,"Holden, MA",122000,58500,93600,117000,175500,35100
01521,"Holland, MA",93700,49800,79700,99600,149400,30000
01522,"Jefferson, MA",122000,58500,93600,117000,175500,35100
01523,"Lancaster, MA",147600,69350,94650,138700,208050,41600
01524,"Leicester, MA",122000,58500,93600,117000,175500,35100
01525,"Linwood, MA (PO Boxes)",122000,58500,93600,117000,175500,35100
01527,"Millbury, MA",122000,58500,93600,117000,175500,35100
01529,"Millville, MA",147600,69350,94650,138700,208050,41600
01531,"New Braintree, MA",98800,51700,82700,103400,155100,31000
01532,"Northborough, MA",122000,58500,93600,117000,175500,35100
01534,"Northbridge, MA",122000,58500,93600,117000,175500,35100
01535,"North Brookfield, MA",122000,58500,93600,117000,175500,35100
01536,"North Grafton, MA",122000,58500,93600,117000,175500,35100
01537,"North Oxford, MA",122000,58500,93600,117000,175500,35100
01540,"Oxford, MA",122000,58500,93600,117000,175500,35100
01541,"Princeton, MA",122000,58500,93600,117000,175500,35100
01542,"Rochdale, MA",122000,58500,93600,117000,175500,35100
01543,"Rutland, MA",122000,58500,93600,117000,175500,35100
01545,"Shrewsbury, MA",122000,58500,93600,117000,175500,35100
01550,"Southbridge Town, MA",122000,58500,93600,117000,175500,35100
01560,"South Grafton, MA",122000,58500,93600,117000,175500,35100
01561,"South Lancaster, MA",147600,69350,94650,138700,208050,41600
01562,"Spencer, MA",122000,58500,93600,117000,175500,35100
01564,"Sterling, MA",122000,58500,93600,117000,175500,35100
01566,"Sturbridge, MA",122000,58500,93600,117000,175500,35100
01568,"Upton, MA",147600,69350,94650,138700,208050,41600
01569,"Uxbridge, MA",122000,58500,93600,117000,175500,35100
01570,"Webster, MA",122000,58500,93600,117000,175500,35100
01571,"Dudley, MA",122000,58500,93600,117000,175500,35100
01581,"Westborough, MA",122000,58500,93600,117000,175500,35100
01583,"West Boylston, MA",122000,58500,93600,117000,175500,35100
01585,"West Brookfield, MA",98800,51700,82700,103400,155100,31000
01588,"Whitinsville, MA",122000,58500,93600,117000,175500,35100
01590,"Sutton, MA",122000,58500,93600,117000,175500,35100
01602,"Worcester, MA",122000,58500,93600,117000,175500,35100
01603,"Worcester, MA",122000,58500,93600,117000,175500,35100
01604,"Worcester, MA",122000,58500,93600,117000,175500,35100
01605,"Worcester, MA",122000,58500,93600,117000,175500,35100
01606,"Worcester, MA",122000,58500,93600,117000,175500,35100
01607,"Worcester, MA",122000,58500,93600,117000,175500,35100
01608,"Worcester, MA",122000,58500,93600,117000,175500,35100
01609,"Worcester, MA",122000,58500,93600,117000,175500,35100
01610,"Worcester, MA",122000,58500,93600,117000,175500,35100
01611,"Cherry Valley, MA",122000,58500,93600,117000,175500,35100
01612,"Paxton, MA",122000,58500,93600,117000,175500,35100
01701,"Framingham, MA",149300,74200,118450,148400,222600,44500
01702,"Framingham, MA",149300,74200,118450,148400,222600,44500
01718,"Village Of Nagog Woods, MA",149300,74200,118450,148400,222600,44500
01719,"Boxborough, MA",149300,74200,118450,148400,222600,44500
01720,"Acton, MA",149300,74200,118450,148400,222600,44500
01721,"Ashland, MA",149300,74200,118450,148400,222600,44500
01730,"Bedford, MA",149300,74200,118450,148400,222600,44500
01731,"Hanscom Afb, MA",149300,74200,118450,148400,222600,44500
01740,"Bolton, MA",147600,69350,94650,138700,208050,41600
01741,"Carlisle, MA",149300,74200,118450,148400,222600,44500
01742,"Concord, MA",149300,74200,118450,148400,222600,44500
01745,"Fayville, MA",147600,69350,94650,138700,208050,41600
01746,"Holliston, MA",149300,74200,118450,148400,222600,44500
01747,"Hopedale, MA",147600,69350,94650,138700,208050,41600
01748,"Hopkinton, MA",149300,74200,118450,148400,222600,44500
01749,"Hudson, MA",149300,74200,118450,148400,222600,44500
01752,"Marlborough, MA",149300,74200,118450,148400,222600,44500
01754,"Maynard, MA",149300,74200,118450,148400,222600,44500
01756,"Mendon, MA",147600,69350,94650,138700,208050,41600
01757,"Milford, MA",147600,69350,94650,138700,208050,41600
01760,"Natick, MA",149300,74200,118450,148400,222600,44500
01770,"Sherborn, MA",149300,74200,118450,148400,222600,44500
01772,"Southborough, MA",147600,69350,94650,138700,208050,41600
01773,"Lincoln, MA",149300,74200,118450,148400,222600,44500
01775,"Stow, MA",149300,74200,118450,148400,222600,44500
01776,"Sudbury, MA",149300,74200,118450,148400,222600,44500
01778,"Cochituate, MA",149300,74200,118450,148400,222600,44500
01801,"Woburn, MA",149300,74200,118450,148400,222600,44500
01803,"Burlington, MA",149300,74200,118450,148400,222600,44500
01810,"Andover, MA",118600,60950,94650,121900,182850,36550
01821,"Billerica, MA",132400,66200,94650,132400,198600,39700
01824,"Chelmsford, MA",132400,66200,94650,132400,198600,39700
01826,"Dracut, MA",118600,60950,94650,121900,182850,36550
01827,"Dunstable, MA",132400,66200,94650,132400,198600,39700
01830,"Haverhill, MA",118600,60950,94650,121900,182850,36550
01832,"Haverhill, MA",118600,60950,94650,121900,182850,36550
01833,"Georgetown, MA",118600,60950,94650,121900,182850,36550
01834,"Groveland, MA",118600,60950,94650,121900,182850,36550
01835,"Haverhill, MA",118600,60950,94650,121900,182850,36550
01840,"Lawrence, MA",118600,60950,94650,121900,182850,36550
01841,"Lawrence, MA",118600,60950,94650,121900,182850,36550
01843,"Lawrence, MA",118600,60950,94650,121900,182850,36550
01844,"Methuen Town, MA",118600,60950,94650,121900,182850,36550
01845,"North Andover, MA",118600,60950,94650,121900,182850,36550
01850,"Lowell, MA",132400,66200,94650,132400,198600,39700
01851,"Lowell, MA",132400,66200,94650,132400,198600,39700
01852,"Lowell, MA",132400,66200,94650,132400,198600,39700
01854,"Lowell, MA",132400,66200,94650,132400,198600,39700
01860,"Merrimac, MA",118600,60950,94650,121900,182850,36550
01862,"North Billerica, MA",132400,66200,94650,132400,198600,39700
01863,"North Chelmsford, MA",132400,66200,94650,132400,198600,39700
01864,"North Reading, MA",149300,74200,118450,148400,222600,44500
01867,"Reading, MA",149300,74200,118450,148400,222600,44500
01876,"Tewksbury, MA",118600,60950,94650,121900,182850,36550
01879,"Tyngsboro, MA",132400,66200,94650,132400,198600,39700
01880,"Wakefield, MA",149300,74200,118450,148400,222600,44500
01886,"Westford, MA",132400,66200,94650,132400,198600,39700
01887,"Wilmington, MA",149300,74200,118450,148400,222600,44500
01890,"Winchester, MA",149300,74200,118450,148400,222600,44500
01901,"Lynn, MA",149300,74200,118450,148400,222600,44500
01902,"Lynn, MA",149300,74200,118450,148400,222600,44500
01904,"Lynn, MA",149300,74200,118450,148400,222600,44500
01905,"Lynn, MA",149300,74200,118450,148400,222600,44500
01906,"Saugus, MA",149300,74200,118450,148400,222600,44500
01907,"Swampscott, MA",149300,74200,118450,148400,222600,44500
01908,"Nahant, MA",149300,74200,118450,148400,222600,44500
01913,"Amesbury Town, MA",149300,74200,118450,148400,222600,44500
01915,"Beverly, MA",149300,74200,118450,148400,222600,44500
01921,"Boxford, MA",118600,60950,94650,121900,182850,36550
01922,"Byfield, MA",149300,74200,118450,148400,222600,44500
01923,"Danvers, MA",149300,74200,118450,148400,222600,44500
01929,"Essex, MA",149300,74200,118450,148400,222600,44500
01930,"Gloucester, MA",149300,74200,118450,148400,222600,44500
01938,"Ipswich, MA",149300,74200,118450,148400,222600,44500
01940,"Lynnfield, MA",149300,74200,118450,148400,222600,44500
01944,"Manchester, MA",149300,74200,118450,148400,222600,44500
01945,"Marblehead, MA",149300,74200,118450,148400,222600,44500
01949,"Middleton, MA",149300,74200,118450,148400,222600,44500
01950,"Newburyport, MA",149300,74200,118450,148400,222600,44500
01951,"Newbury, MA",149300,74200,118450,148400,222600,44500
01952,"Salisbury, MA",149300,74200,118450,148400,222600,44500
01960,"Peabody, MA",149300,74200,118450,148400,222600,44500
01965,"Prides Crossing, MA (PO Boxes)",149300,74200,118450,148400,222600,44500
01966,"Rockport, MA",149300,74200,118450,148400,222600,44500
01969,"Rowley, MA",149300,74200,118450,148400,222600,44500
01970,"Salem, MA",149300,74200,118450,148400,222600,44500
01982,"South Hamilton, MA",149300,74200,118450,148400,222600,44500
01983,"Topsfield, MA",149300,74200,118450,148400,222600,44500
01984,"Wenham, MA",149300,74200,118450,148400,222600,44500
01985,"West Newbury, MA",118600,60950,94650,121900,182850,36550
02019,"Bellingham, MA",149300,74200,118450,148400,222600,44500
02021,"Canton, MA",149300,74200,118450,148400,222600,44500
02025,"Cohasset, MA",149300,74200,118450,148400,222600,44500
02026,"Dedham, MA",149300,74200,118450,148400,222600,44500
02030,"Dover, MA",149300,74200,118450,148400,222600,44500
02032,"East Walpole, MA",149300,74200,118450,148400,222600,44500
02035,"Foxboro, MA",149300,74200,118450,148400,222600,44500
02038,"Franklin Town, MA",149300,74200,118450,148400,222600,44500
02043,"Hingham, MA",149300,74200,118450,148400,222600,44500
02045,"Hull, MA",149300,74200,118450,148400,222600,44500
02047,"Humarock, MA (PO Boxes)",149300,74200,118450,148400,222600,44500
