zcta,zip_code_name,median_family_income,ami_30,ami_50,ami_60,ami_80,ami_100,ami_150
00601,"Adjuntas, PR",24600.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00602,"Aguada, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00603,"Aguadilla, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00606,"Maricao, PR",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00610,"Añasco, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00611,"Utuado, Añasco, Angeles, PR (PO boxes)",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00612,"Arecibo, PR",33900.0,9400.0,15650.0,18780.0,25050.0,104200,104200
00616,"Bajadero, PR",33900.0,9400.0,15650.0,18780.0,25050.0,104200,104200
00617,"Barceloneta, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00622,"Boqueron, PR",29700.0,8900.0,14850.0,17820.0,23750.0,104200,104200
00623,"Cabo Rojo, PR",29700.0,8900.0,14850.0,17820.0,23750.0,104200,104200
00624,"Peñuelas, PR",24600.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00627,"Camuy, PR",33900.0,9400.0,15650.0,18780.0,25050.0,104200,104200
00631,"Lares, Castañer, PR (PO boxes)",24600.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00636,"San Germán, Rosario, PR (PO boxes)",29700.0,8900.0,14850.0,17820.0,23750.0,104200,104200
00637,"Sabana Grande, PR",29700.0,8900.0,14850.0,17820.0,23750.0,104200,104200
00638,"Ciales, PR",23700.0,9050.0,15050.0,18060.0,24050.0,104200,104200
00641,"Utuado, PR",24600.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00646,"Dorado, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00647,"Guánica Ensenada, PR",26900.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00650,"Florida, PR",23700.0,9050.0,15050.0,18060.0,24050.0,104200,104200
00652,"Arecibo, Garrochales, PR",33900.0,9400.0,15650.0,18780.0,25050.0,104200,104200
00653,"Guánica, PR",26900.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00656,"Guayanilla, PR",26900.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00659,"Hatillo, PR",33900.0,9400.0,15650.0,18780.0,25050.0,104200,104200
00660,"Hormigueros, PR",27300.0,9300.0,15500.0,18600.0,24800.0,104200,104200
00662,"Isabela, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00664,"Jayuya, PR",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00667,"Lajas, PR",29700.0,8900.0,14850.0,17820.0,23750.0,104200,104200
00669,"Lares, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00670,"Las Marías, PR",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00674,"Manatí, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00676,"Moca, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00677,"Rincón, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00678,"Quebradillas, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00680,"Mayaguez, PR",26500.0,8900.0,14850.0,17820.0,23750.0,104200,104200
00682,"Mayaguez, PR",27300.0,9300.0,15500.0,18600.0,24800.0,104200,104200
00683,"San Germán, PR",29700.0,8900.0,14850.0,17820.0,23750.0,104200,104200
00685,"San Sebastian, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00687,"Morovis, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00688,"Arecibo, Sabana Hoyos, PR",33900.0,9400.0,15650.0,18780.0,25050.0,104200,104200
00690,"Aguadilla, San Antonio, PR",26500.0,9100.0,15150.0,18180.0,24250.0,104200,104200
00692,"Vega Alta, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00693,"Vega Baja, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00694,"Vega Baja, PR (PO boxes)",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00698,"Yauco, PR",26900.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00703,"Aguas Buenas, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00704,"Guayama, Aguirre, PR",25400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00705,"Aibonito, PR",23700.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00707,"Maunabo, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00714,"Arroyo, PR",25400.0,8500.0,14150.0,16980.0,22650.0,104200,104200
00715,"Ponce, Mercedita, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00716,"Ponce, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00717,"Ponce, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00718,"Naguabo, PR",28600.0,10300.0,17200.0,20640.0,27500.0,104200,104200
00719,"Naranjito, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00720,"Orocovis, PR",23700.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00723,"Patillas, PR",25400.0,8500.0,14150.0,16980.0,22650.0,104200,104200
00725,"Caguas, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00727,"Caguas, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00728,"Ponce, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00729,"Canovanas, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00730,"Ponce, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00731,"Ponce, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00735,"Ceiba, PR",28600.0,10300.0,17200.0,20640.0,27500.0,104200,104200
00736,"Cayey, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00738,"Fajardo, PR",28600.0,10300.0,17200.0,20640.0,27500.0,104200,104200
00739,"Cidra, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00740,"Fajardo, Puerto Real, PR",28600.0,10300.0,17200.0,20640.0,27500.0,104200,104200
00741,"Humacao, Punta Santiago, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00745,"Canóvanas, Río Grande, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00751,"Salinas, PR",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00754,"San Lorenzo, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00757,"Santa Isabel, PR",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00765,"Vieques, PR",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00766,"Villalba, PR",23700.0,9050.0,15050.0,18060.0,24050.0,104200,104200
00767,"Yabucoa, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00769,"Coamo, PR",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00771,"Las Piedras, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00772,"Loiza, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00773,"Luquillo, PR",28600.0,10300.0,17200.0,20640.0,27500.0,104200,104200
00775,"Culebra, PR (PO boxes)",26400.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00777,"Juncos, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00778,"Gurabo, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00780,"Ponce, Coto Laurel, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00782,"Comerio, PR",23700.0,9050.0,15050.0,18060.0,24050.0,104200,104200
00783,"Corozal, PR",23700.0,9050.0,15050.0,18060.0,24050.0,104200,104200
00784,"Guayama, PR",25400.0,8500.0,14150.0,16980.0,22650.0,104200,104200
00786,"Aibonito, La Plata, PR (PO boxes)",23700.0,9050.0,15050.0,18060.0,24050.0,104200,104200
00791,"Humacao, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00794,"Barranquitas, PR",23700.0,8300.0,13800.0,16560.0,22100.0,104200,104200
00795,"Juana Díaz, PR",24600.0,9150.0,15250.0,18300.0,24400.0,104200,104200
00901,"San Juan, Old San Juan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00906,"San Juan, Puerta de Tierra, PR (PO boxes)",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00907,"San Juan, Santurce, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00909,"San Juan, Fernández Juncos, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00911,"San Juan, Loíza Street Station, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00912,"San Juan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00913,"San Juan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00915,"San Juan, Barrio Obrero, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00917,"San Juan, Hato Rey, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00918,"San Juan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00920,"San Juan, Caparra Heights, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00921,"San Juan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00923,"San Juan, 65 de Infantería, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00924,"San Juan, 65 de Infantería, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00925,"San Juan, Río Piedras, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00926,"San Juan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00927,"San Juan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00934,"San Juan, Fort Buchanan, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00949,"Toa Baja, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00950,"Toa Baja, Levittown, PR (PO boxes)",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00951,"Toa Baja, PR (PO boxes)",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00952,"Toa Baja, Sabana Seca, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00953,"Toa Alta, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00956,"Bayamón, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00957,"Bayamón, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00959,"Bayamón, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00960,"Bayamón, PR (PO boxes)",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00961,"Bayamón, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00962,"Cataño, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00965,"Guaynabo, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00966,"Guaynabo, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00968,"Guaynabo, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00969,"Guaynabo, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00971,"Guaynabo, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00976,"Trujillo Alto, PR",34300.0,10300.0,17150.0,20580.0,27450.0,104200,104200
00979,"Carolina, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00982,"Carolina, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00983,"Carolina, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00985,"Carolina, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
00987,"Carolina, PR",35100.0,11050.0,18450.0,22140.0,29500.0,104200,104200
01001,"Agawam, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01002,"Amherst, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01003,"Amherst, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01005,"Barre, MA",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01007,"Belchertown, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01008,"Blandford, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01009,"Bondsville, MA (PO boxes)",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01010,"Brimfield, MA",96600.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01011,"Chester, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01012,"Chesterfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01013,"Chicopee, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01020,"Chicopee, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01022,"Chicopee, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01026,"Cummington, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01027,"Easthampton, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01028,"East Longmeadow, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01029,"East Otis, MA (PO boxes)",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01030,"Feeding Hills, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01031,"Gilbertville, MA",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01032,"Goshen, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01033,"Granby, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01034,"Granville, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01035,"Hadley, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01036,"Hampden, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01037,"Hardwick, MA (PO boxes)",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01038,"Hatfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01039,"Haydenville, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01040,"Holyoke, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01050,"Huntington, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01053,"Leeds, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01054,"Leverett, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01056,"Ludlow, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01057,"Monson, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01060,"Northampton, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01062,"Florence, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01063,"Northampton, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01066,"North Hatfield, MA (PO boxes)",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01068,"Oakham, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01069,"Palmer, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01070,"Plainfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01071,"Russell, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01072,"Shutesbury, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01073,"Southampton, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01074,"South Barre, MA (PO boxes)",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01075,"South Hadley, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01077,"Southwick, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01079,"Thorndike, MA (PO boxes)",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01080,"Three Rivers, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01081,"Wales, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01082,"Ware, MA",96600.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01083,"Warren, MA (PO boxes)",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01084,"West Chesterfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01085,"Westfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01088,"West Hatfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01089,"West Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01092,"West Warren, MA (PO boxes)",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01093,"Whately, MA (PO boxes)",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01094,"Wheelwright, MA (PO boxes)",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01095,"Wilbraham, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01096,"Williamsburg, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01097,"Woronoco, MA (PO boxes)",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01098,"Worthington, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01103,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01104,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01105,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01106,"Longmeadow, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01107,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01108,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01109,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01118,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01119,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01128,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01129,"Springfield, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01151,"Indian Orchard, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01201,"Pittsfield, MA",100900.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01220,"Adams, MA",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01222,"Ashley Falls, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01223,"Becket, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01224,"Berkshire, MA",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01225,"Cheshire, MA",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01226,"Dalton, MA",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01229,"Glendale, MA (PO boxes)",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01230,"Great Barrington, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01235,"Hinsdale, MA",100900.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01236,"Housatonic, MA",100900.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01237,"Lanesborough, MA",100900.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01238,"Lee, MA",100900.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01240,"Lenox, MA",100900.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01242,"Lenox Dale, MA (PO boxes)",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01243,"Middlefield, MA (PO boxes)",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01244,"Mill River, MA (PO boxes)",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01245,"Monterey, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01247,"North Adams, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01253,"Otis, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01254,"Richmond, MA",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01255,"Sandisfield, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01256,"Savoy, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01257,"Sheffield, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01258,"South Egremont, MA (PO boxes)",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01259,"Southfield, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01260,"South Lee, MA (PO boxes)",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01262,"Stockbridge, MA (PO boxes)",100900.0,33750.0,56250.0,67500.0,90000.0,122800,184200
01264,"Tyringham, MA (PO boxes)",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01266,"West Stockbridge, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01267,"Williamstown, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01270,"Windsor, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01301,"Greenfield, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01330,"Ashfield, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01331,"Athol, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01337,"Bernardston, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01338,"Buckland, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01339,"Charlemont, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01340,"Colrain, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01341,"Conway, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01342,"Deerfield, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01343,"Drury, MA",105700.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01344,"Erving, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01346,"Heath, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01347,"Lake Pleasant, MA (PO boxes)",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01349,"Millers Falls, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01350,"Monroe Bridge, MA (PO boxes)",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01351,"Montague, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01354,"Gill, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01355,"New Salem, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01360,"Northfield, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01364,"Orange, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01366,"Petersham, MA",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01367,"Rowe, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01368,"Royalston, MA",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01370,"Shelburne Falls, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01373,"South Deerfield, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01375,"Sunderland, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01376,"Turners Falls, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01378,"Warwick, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01379,"Wendell, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01380,"Wendell Depot, MA",93100.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01420,"Fitchburg, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01430,"Ashburnham, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01431,"Ashby, MA",148900.0,48950.0,81600.0,97920.0,130250.0,165400,248100
01432,"Ayer, MA",148900.0,48950.0,81600.0,97920.0,130250.0,165400,248100
01434,"Devens, MA",147400.0,44200.0,73700.0,88440.0,97800.0,161000,241500
01436,"Baldwinville, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01438,"East Templeton, MA (PO boxes)",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01440,"Gardner, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01450,"Groton, MA",132900.0,41250.0,68750.0,82500.0,97800.0,136900,205350
01451,"Harvard, MA",147400.0,44200.0,73700.0,88440.0,97800.0,161000,241500
01452,"Hubbardston, MA",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
01453,"Leominster, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01460,"Littleton, MA",148900.0,48950.0,81600.0,97920.0,130250.0,165400,248100
01462,"Lunenburg, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01463,"Pepperell, MA",132900.0,41250.0,68750.0,82500.0,97800.0,136900,205350
01464,"Shirley, MA",148900.0,48950.0,81600.0,97920.0,130250.0,165400,248100
01468,"Templeton, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01469,"Townsend, MA",148900.0,48950.0,81600.0,97920.0,130250.0,165400,248100
01473,"Westminster, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01474,"West Townsend, MA",148900.0,48950.0,81600.0,97920.0,130250.0,165400,248100
01475,"Winchendon, MA",97400.0,35000.0,58350.0,70020.0,93300.0,124700,187050
01501,"Auburn, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01503,"Berlin, MA",147400.0,44200.0,73700.0,88440.0,97800.0,161000,241500
01504,"Blackstone, MA",147400.0,44200.0,73700.0,88440.0,97800.0,161000,241500
01505,"Boylston, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01506,"Brookfield, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01507,"Charlton, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01510,"Clinton, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01515,"East Brookfield, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01516,"Douglas, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01518,"Fiskdale, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01519,"Grafton, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01520,"Holden, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01521,"Holland, MA",97000.0,32850.0,54750.0,65700.0,87600.0,119600,179400
01522,"Jefferson, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01523,"Lancaster, MA",147400.0,44200.0,73700.0,88440.0,97800.0,161000,241500
01524,"Leicester, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01525,"Linwood, MA (PO boxes)",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01527,"Millbury, MA",117300.0,38600.0,64350.0,77220.0,97800.0,124700,187050
01529,"Millville, MA",147400.0,44200.0,73700.0,88440.0,97800.0,161000,241500
01531,"New Braintree, MA",96600.0,34100.0,56850.0,68220.0,90950.0,124100,186150
