county_geoid,is_metro
16049,False
16051,True
16053,True
16055,True
16057,False
16059,False
16061,False
16063,False
16065,False
16067,False
16069,True
16071,False
16073,True
16075,False
16077,True
16079,False
16081,False
16083,True
16085,False
16087,False
17001,False
17003,True
17005,True
17007,True
17009,False
17011,False
17013,True
17015,False
17017,False
17019,True
17021,False
17023,False
17025,False
17027,True
17029,False
17031,True
17033,False
17035,False
17037,True
17039,False
17041,False
17043,True
17045,False
17047,False
17049,False
17051,False
17053,False
17055,False
17057,True
17059,False
17061,False
17063,True
17065,False
17067,False
17069,False
17071,False
17073,True
17075,False
17077,True
17079,False
17081,False
17083,True
17085,False
17087,True
17089,True
17091,True
17093,True
17095,False
17097,True
17099,False
17101,False
17103,False
17105,False
17107,False
17109,False
17111,True
17113,True
17115,True
17117,True
17119,True
17121,False
17123,True
17125,False
17127,False
17129,True
17131,True
17133,True
17135,False
17137,False
17139,False
17141,False
17143,True
17145,False
17147,True
17149,False
17151,False
17153,False
17155,False
17157,False
17159,False
17161,True
17163,True
17165,False
17167,True
17169,False
17171,False
17173,False
17175,True
17177,False
17179,True
17181,False
17183,True
17185,False
17187,False
17189,False
17191,False
17193,False
17195,False
17197,True
17199,True
17201,True
17203,True
18001,False
18003,True
18005,True
18007,True
18009,False
18011,True
18013,True
18015,True
18017,False
18019,True
18021,True
18023,False
18025,False
18027,False
18029,True
18031,False
18033,False
18035,True
18037,False
18039,True
18041,False
18043,True
18045,False
18047,True
18049,False
18051,False
18053,False
18055,False
18057,True
18059,True
18061,True
18063,True
18065,False
18067,True
18069,False
18071,False
18073,True
18075,False
18077,False
18079,False
18081,True
18083,False
18085,False
18087,False
18089,True
18091,True
18093,False
18095,True
18097,True
18099,False
18101,False
18103,False
18105,True
18107,False
18109,True
18111,True
18113,False
18115,True
18117,False
18119,True
18121,True
18123,False
18125,False
18127,True
18129,True
18131,False
18133,True
18135,False
18137,False
18139,False
18141,True
18143,False
18145,True
18147,False
18149,False
18151,False
18153,True
18155,False
18157,True
18159,False
18161,True
18163,True
18165,True
18167,True
18169,False
18171,True
18173,True
18175,True
18177,False
18179,False
18181,False
18183,True
19001,False
19003,False
19005,False
19007,False
19009,False
19011,True
19013,True
19015,True
19017,True
19019,False
19021,False
19023,False
19025,False
19027,False
19029,False
19031,False
19033,False
19035,False
19037,False
19039,False
19041,False
19043,False
19045,False
19047,False
19049,True
19051,False
19053,False
19055,False
19057,False
19059,False
19061,True
19063,False
19065,False
19067,False
19069,False
19071,False
19073,False
19075,True
19077,True
19079,False
19081,False
19083,False
19085,True
19087,False
19089,False
19091,False
19093,False
19095,False
19097,False
19099,True
19101,False
19103,True
19105,True
19107,False
19109,False
19111,False
19113,True
19115,False
19117,False
19119,False
19121,True
19123,False
19125,False
19127,False
19129,True
19131,False
19133,False
19135,False
19137,False
19139,False
19141,False
19143,False
19145,False
19147,False
19149,False
19151,False
19153,True
19155,True
19157,False
19159,False
19161,False
19163,True
19165,False
19167,False
19169,True
19171,False
19173,False
19175,False
19177,False
19179,False
19181,True
19183,True
19185,False
19187,False
19189,False
19191,False
19193,True
19195,False
19197,False
20001,False
20003,False
20005,False
20007,False
20009,False
20011,False
20013,False
20015,True
20017,False
20019,False
20021,False
20023,False
20025,False
20027,False
20029,False
20031,False
20033,False
20035,False
20037,False
20039,False
20041,False
20043,True
20045,True
20047,False
20049,False
20051,False
20053,False
20055,False
20057,False
20059,False
20061,True
20063,False
20065,False
20067,False
20069,False
20071,False
20073,False
20075,False
20077,False
20079,True
20081,False
20083,False
20085,True
20087,True
20089,False
20091,True
20093,False
20095,False
20097,False
20099,False
20101,False
20103,True
20105,False
20107,True
20109,False
20111,False
20113,False
20115,False
20117,False
20119,False
20121,True
20123,False
20125,False
20127,False
20129,False
20131,False
20133,False
20135,False
20137,False
20139,True
20141,False
20143,False
20145,False
20147,False
20149,True
20151,False
20153,False
20155,False
20157,False
20159,False
20161,True
20163,False
20165,False
20167,False
20169,False
20171,False
20173,True
20175,False
20177,True
20179,False
20181,False
20183,False
20185,False
20187,False
20189,False
20191,True
20193,False
20195,False
20197,True
20199,False
20201,False
20203,False
20205,False
20207,False
20209,True
21001,False
21003,True
21005,False
21007,False
21009,False
21011,False
21013,False
21015,True
21017,True
21019,True
21021,False
21023,True
21025,False
21027,False
21029,True
21031,True
21033,False
21035,False
21037,True
21039,False
21041,False
21043,True
21045,False
21047,True
21049,True
21051,False
21053,False
21055,False
21057,False
21059,True
21061,True
21063,False
21065,False
21067,True
21069,False
21071,False
21073,False
21075,False
21077,True
21079,False
21081,True
21083,False
21085,False
21087,False
21089,True
21091,True
21093,True
21095,False
21097,False
21099,False
21101,True
21103,True
21105,False
21107,False
21109,False
21111,True
21113,True
21115,False
21117,True
21119,False
21121,False
21123,True
21125,False
21127,False
21129,False
21131,False
21133,False
21135,False
21137,False
21139,False
21141,False
21143,False
21145,False
21147,False
21149,True
21151,False
21153,False
21155,False
21157,False
21159,False
21161,False
21163,True
21165,False
21167,False
21169,False
21171,False
21173,False
21175,False
21177,False
21179,False
21181,False
21183,False
21185,True
21187,False
21189,False
21191,True
21193,False
21195,False
21197,False
21199,False
21201,False
21203,False
21205,False
21207,False
21209,True
21211,True
21213,False
21215,True
21217,False
21219,False
21221,True
21223,False
21225,False
21227,True
21229,False
21231,False
21233,False
21235,False
21237,False
21239,True
22001,True
22003,False
22005,True
22007,True
22009,False
22011,False
22013,False
22015,True
22017,True
22019,True
22021,False
22023,True
22025,False
22027,False
22029,False
22031,True
22033,True
22035,False
22037,True
22039,False
22041,False
22043,True
22045,True
22047,True
22049,False
22051,True
22053,False
22055,True
22057,True
22059,False
22061,False
22063,True
22065,False
22067,True
22069,False
22071,True
22073,True
22075,True
22077,True
22079,True
22081,False
22083,False
22085,False
22087,True
22089,True
22091,True
22093,True
22095,True
22097,False
22099,True
22101,False
22103,True
22105,True
22107,False
22109,True
22111,True
22113,True
22115,False
22117,False
22119,False
22121,True
22123,False
22125,True
22127,False
23001,True
23003,False
23005,True
23007,False
23009,False
23011,False
23013,False
23015,False
23017,False
23019,True
23021,False
23023,True
23025,False
23027,False
23029,False
23031,True
24001,True
24003,True
24005,True
24009,True
24011,False
24013,True
24015,True
24017,True
24019,False
24021,True
24023,False
24025,True
24027,True
24029,False
24031,True
24033,True
24035,True
24037,True
24039,True
24041,False
24043,True
24045,True
24047,True
24510,True
25001,True
25003,True
25005,True
25007,False
25009,True
25011,True
25013,True
25015,True
25017,True
25019,False
25021,True
25023,True
25025,True
25027,True
26001,False
26003,False
26005,False
26007,False
26009,False
26011,False
26013,False
26015,False
26017,True
26019,False
26021,True
26023,False
26025,True
26027,True
26029,False
26031,False
26033,False
26035,False
26037,True
26039,False
26041,False
26043,False
26045,True
26047,False
26049,True
26051,False
26053,False
26055,False
26057,False
26059,False
26061,False
26063,False
26065,True
26067,True
26069,False
26071,False
26073,False
26075,True
26077,True
26079,False
26081,True
26083,False
26085,False
26087,True
26089,False
26091,False
26093,True
26095,False
26097,False
26099,True
26101,False
26103,False
26105,False
26107,False
26109,False
26111,True
26113,False
26115,True
26117,True
26119,False
26121,True
26123,False
26125,True
26127,False
26129,False
26131,False
26133,False
26135,False
26137,False
26139,True
26141,False
26143,False
26145,True
26147,True
26149,False
26151,False
26153,False
26155,True
26157,False
26159,False
26161,True
26163,True
26165,False
27001,False
27003,True
27005,False
27007,False
27009,True
27011,False
27013,True
27015,False
27017,True
27019,True
27021,False
27023,False
27025,True
27027,True
27029,False
27031,False
27033,False
27035,False
27037,True
27039,True
27041,False
27043,False
27045,True
27047,False
27049,False
27051,False
27053,True
27055,True
27057,False
27059,True
27061,False
27063,False
27065,False
27067,False
27069,False
27071,False
27073,False
27075,True
27077,False
27079,True
27081,False
27083,False
27085,False
27087,False
27089,False
27091,False
27093,False
27095,True
27097,False
27099,False
27101,False
27103,True
27105,False
27107,False
27109,True
27111,False
27113,False
27115,False
27117,False
27119,True
27121,False
27123,True
27125,False
27127,False
27129,False
27131,False
27133,False
27135,False
27137,True
27139,True
27141,True
27143,False
27145,True
27147,False
27149,False
27151,False
27153,False
27155,False
27157,True
27159,False
27161,False
27163,True
27165,False
27167,False
27169,False
27171,True
27173,False
28001,False
28003,False
28005,False
28007,False
28009,False
28011,False
28013,False
28015,False
28017,False
28019,False
28021,False
28023,False
28025,False
28027,False
28029,True
28031,True
28033,True
28035,True
28037,False
28039,False
28041,False
28043,False
28045,True
28047,True
28049,True
28051,True
28053,False
28055,False
28057,False
28059,True
28061,False
28063,False
28065,False
28067,False
28069,False
28071,False
28073,True
28075,False
28077,False
28079,False
28081,False
28083,False
28085,False
28087,False
28089,True
28091,False
28093,True
28095,False
28097,False
28099,False
28101,False
28103,False
28105,False
28107,False
28109,False
28111,True
28113,False
28115,False
28117,False
28119,False
28121,True
28123,False
28125,False
28127,True
28129,False
28131,True
28133,False
28135,False
28137,True
28139,False
28141,False
28143,True
28145,False
28147,False
28149,False
28151,False
28153,False
28155,False
28157,False
28159,False
28161,False
28163,True
29001,False
29003,True
29005,False
29007,False
29009,False
29011,False
29013,True
29015,False
29017,True
29019,True
29021,True
29023,False
29025,True
29027,True
29029,False
29031,True
29033,False
29035,False
29037,True
29039,False
29041,False
29043,True
29045,False
29047,True
29049,True
29051,True
29053,True
29055,False
29056,True
29057,False
29059,True
29061,False
29063,True
29065,False
29067,False
29069,False
29071,True
29073,False
29075,False
29077,True
29079,False
29081,False
29083,False
29085,False
29087,False
29089,True
29091,False
29093,False
29095,True
29097,True
29099,True
29101,False
29103,False
29105,False
29107,True
29109,False
29111,False
29113,True
29115,False
29117,False
29119,False
29121,False
29123,False
29125,False
29127,False
29129,False
29131,False
29133,False
29135,True
29137,False
29139,False
29141,False
29143,False
29145,True
29147,False
29149,False
29151,True
29153,False
29155,False
29157,False
29159,False
29161,False
29163,False
29165,True
29167,True
29169,False
29171,False
29173,False
29175,False
29177,True
29179,False
29181,False
29183,True
29185,False
29186,False
29187,False
29189,True
29195,False
29197,False
29199,False
29201,False
29203,False
29205,False
29207,False
29209,False
29211,False
29213,False
29215,False
29217,False
29219,True
29221,False
29223,False
29225,True
29227,False
29229,False
29510,True
30001,False
30003,False
30005,False
30007,False
30009,True
30011,False
30013,True
30015,False
30017,False
30019,False
30021,False
30023,False
30025,False
30027,False
30029,False
30031,False
30033,False
30035,False
30037,False
30039,False
30041,False
30043,False
30045,False
30047,False
30049,False
30051,False
30053,False
30055,False
30057,False
30059,False
30061,False
30063,True
30065,False
30067,False
30069,False
30071,False
30073,False
30075,False
30077,False
30079,False
30081,False
30083,False
30085,False
30087,False
30089,False
30091,False
30093,False
30095,True
30097,False
30099,False
30101,False
30103,False
30105,False
30107,False
30109,False
30111,True
31001,False
31003,False
31005,False
31007,False
31009,False
31011,False
31013,False
31015,False
31017,False
31019,False
31021,False
31023,False
31025,True
31027,False
31029,False
31031,False
31033,False
31035,False
31037,False
31039,False
31041,False
31043,True
31045,False
31047,False
31049,False
31051,True
31053,False
31055,True
31057,False
31059,False
31061,False
31063,False
31065,False
31067,False
31069,False
31071,False
31073,False
31075,False
31077,False
31079,True
31081,False
31083,False
31085,False
31087,False
31089,False
31091,False
31093,True
31095,False
31097,False
31099,False
31101,False
31103,False
31105,False
31107,False
31109,True
31111,False
31113,False
31115,False
31117,False
31119,False
31121,True
31123,False
31125,False
31127,False
31129,False
31131,False
31133,False
31135,False
31137,False
31139,False
31141,False
31143,False
31145,False
31147,False
31149,False
31151,False
31153,True
31155,True
31157,False
31159,True
31161,False
31163,False
31165,False
31167,False
31169,False
31171,False
31173,False
31175,False
31177,True
31179,False
31181,False
31183,False
31185,False
32001,False
32003,True
32005,False
32007,False
32009,False
32011,False
32013,False
32015,False
32017,False
32019,False
32021,False
32023,False
32027,False
32029,True
32031,True
32033,False
32510,True
33001,False
33003,False
33005,False
33007,False
33009,False
33011,True
33013,False
33015,True
33017,True
33019,False
34001,True
34003,True
34005,True
34007,True
34009,True
34011,True
34013,True
34015,True
34017,True
34019,True
34021,True
34023,True
34025,True
34027,True
34029,True
34031,True
34033,True
34035,True
34037,True
34039,True
34041,True
35001,True
35003,False
35005,False
35006,False
35007,False
35009,False
35011,False
35013,True
35015,False
35017,False
35019,False
35021,False
35023,False
35025,False
35027,False
35028,False
35029,False
35031,False
35033,False
35035,False
35037,False
35039,False
35041,False
35043,True
35045,True
35047,False
35049,True
35051,False
35053,False
35055,False
35057,True
35059,False
35061,True
36001,True
36003,False
36005,True
36007,True
36009,False
36011,False
36013,False
36015,True
36017,False
36019,False
36021,False
36023,False
36025,False
36027,True
36029,True
36031,False
36033,False
36035,False
36037,False
36039,False
36041,False
36043,True
36045,True
36047,True
36049,False
36051,True
36053,True
36055,True
36057,False
36059,True
36061,True
36063,True
36065,True
36067,True
36069,True
36071,True
36073,True
36075,True
36077,False
36079,True
36081,True
36083,True
36085,True
36087,True
36089,False
36091,True
36093,True
36095,True
36097,False
36099,False
36101,False
36103,True
36105,False
36107,True
36109,True
36111,True
36113,True
36115,True
36117,True
36119,True
36121,False
36123,True
37001,True
37003,True
37005,False
37007,True
37009,False
37011,False
37013,False
37015,False
37017,False
37019,True
37021,True
37023,True
37025,True
37027,True
37029,True
37031,False
37033,False
37035,True
37037,True
37039,False
37041,False
37043,False
37045,False
37047,False
37049,True
37051,True
37053,True
37055,False
37057,True
37059,True
37061,False
37063,True
37065,True
37067,True
37069,True
37071,True
37073,True
37075,False
37077,True
37079,False
37081,True
37083,False
37085,True
37087,True
37089,True
37091,False
37093,True
37095,False
37097,True
37099,False
37101,True
37103,True
37105,False
37107,False
37109,True
37111,False
37113,False
37115,True
37117,False
37119,True
37121,False
37123,False
37125,False
37127,True
37129,True
37131,False
37133,True
37135,True
37137,True
37139,False
37141,True
37143,False
37145,True
37147,True
37149,False
37151,True
37153,False
37155,False
37157,True
37159,True
37161,False
37163,False
37165,False
37167,False
37169,True
37171,False
37173,False
37175,False
37177,False
37179,True
37181,False
37183,True
37185,False
37187,False
37189,False
37191,True
37193,False
37195,False
37197,True
37199,False
38001,False
38003,False
38005,False
38007,False
38009,False
38011,False
38013,False
38015,True
38017,True
38019,False
38021,False
38023,False
38025,False
38027,False
38029,False
38031,False
38033,False
38035,True
38037,False
38039,False
38041,False
38043,False
38045,False
38047,False
38049,False
38051,False
38053,False
38055,False
38057,False
38059,True
38061,False
38063,False
38065,True
38067,False
38069,False
38071,False
38073,False
38075,False
38077,False
38079,False
38081,False
38083,False
38085,False
38087,False
38089,False
38091,False
38093,False
38095,False
38097,False
38099,False
38101,False
38103,False
38105,False
39001,False
39003,True
39005,False
39007,False
39009,False
39011,False
39013,True
39015,True
39017,True
39019,True
39021,False
39023,True
39025,True
39027,False
39029,False
39031,False
39033,False
39035,True
39037,False
39039,False
39041,True
39043,False
39045,True
39047,False
39049,True
39051,True
39053,False
39055,True
39057,True
39059,False
39061,True
39063,False
39065,False
39067,False
39069,False
39071,False
39073,True
39075,False
39077,False
39079,False
39081,True
39083,False
39085,True
39087,True
39089,True
39091,False
39093,True
39095,True
39097,True
39099,True
39101,False
39103,True
39105,False
39107,False
39109,True
39111,False
39113,True
39115,False
39117,True
39119,False
39121,False
39123,True
39125,False
39127,True
39129,True
39131,False
39133,True
39135,False
39137,False
39139,True
39141,False
39143,False
39145,False
39147,False
39149,False
39151,True
39153,True
39155,True
39157,False
39159,True
39161,False
39163,False
39165,True
39167,False
39169,False
39171,False
39173,True
39175,False
40001,False
40003,False
40005,False
40007,False
40009,False
40011,False
40013,False
40015,False
40017,True
40019,False
40021,False
40023,False
40025,False
40027,True
40029,False
40031,True
40033,True
40035,False
40037,True
40039,False
40041,False
40043,False
40045,False
40047,True
40049,False
40051,True
40053,False
40055,False
40057,False
40059,False
40061,False
40063,False
40065,False
40067,False
40069,False
40071,False
40073,False
40075,False
40077,False
40079,False
40081,True
40083,True
40085,False
40087,True
40089,False
40091,False
40093,False
40095,False
40097,False
40099,False
40101,False
40103,False
40105,False
40107,False
40109,True
40111,True
40113,True
40115,False
40117,True
40119,False
40121,False
40123,False
40125,False
40127,False
40129,False
40131,True
40133,False
40135,True
40137,False
40139,False
40141,False
40143,True
40145,True
40147,False
40149,False
40151,False
40153,False
41001,False
41003,True
41005,True
41007,False
41009,True
41011,False
41013,False
41015,False
41017,True
41019,False
41021,False
41023,False
41025,False
41027,False
41029,True
41031,False
41033,True
41035,False
41037,False
41039,True
41041,False
41043,True
41045,False
41047,True
41049,False
41051,True
41053,True
41055,False
41057,False
41059,False
41061,False
41063,False
41065,False
41067,True
41069,False
41071,True
42001,True
42003,True
42005,True
42007,True
42009,False
42011,True
42013,True
42015,False
42017,True
42019,True
42021,True
42023,False
42025,True
42027,True
42029,True
42031,False
42033,False
42035,False
42037,True
42039,False
42041,True
42043,True
42045,True
42047,False
42049,True
42051,True
42053,False
42055,True
42057,False
42059,False
42061,False
42063,False
42065,False
42067,False
42069,True
42071,True
42073,False
42075,True
42077,True
42079,True
42081,True
42083,False
42085,True
42087,False
42089,True
42091,True
42093,True
42095,True
42097,False
42099,True
42101,True
42103,True
42105,False
42107,False
42109,False
42111,False
42113,False
42115,False
42117,False
42119,False
42121,False
42123,False
42125,True
42127,False
42129,True
42131,True
42133,True
44001,True
44003,True
44005,True
44007,True
44009,True
45001,False
45003,True
45005,False
45007,True
45009,False
45011,False
45013,True
45015,True
45017,True
45019,True
45021,False
45023,True
45025,False
45027,True
45029,False
45031,True
45033,False
45035,True
45037,True
45039,True
45041,True
45043,False
45045,True
45047,False
45049,False
45051,True
45053,True
45055,True
45057,True
45059,True
45061,False
45063,True
45065,False
45067,False
45069,False
45071,False
45073,False
45075,False
45077,True
45079,True
45081,True
45083,True
45085,True
45087,False
45089,False
45091,True
46003,False
46005,False
46007,False
46009,False
46011,False
46013,False
46015,False
46017,False
46019,False
46021,False
46023,False
46025,False
46027,False
46029,False
46031,False
46033,False
46035,False
46037,False
46039,False
46041,False
46043,False
46045,False
46047,False
46049,False
46051,False
46053,False
46055,False
46057,False
46059,False
46061,False
46063,False
46065,False
46067,False
46069,False
46071,False
46073,False
46075,False
46077,False
46079,False
46081,False
46083,True
46085,False
46087,True
46089,False
46091,False
46093,True
46095,False
46097,False
46099,True
46101,False
46102,False
46103,True
46105,False
46107,False
46109,False
46111,False
46115,False
46117,False
46119,False
46121,False
46123,False
46125,True
46127,True
46129,False
46135,False
46137,False
47001,True
47003,False
47005,False
47007,False
47009,True
47011,True
47013,True
47015,True
47017,False
47019,True
47021,True
47023,True
47025,False
47027,False
47029,False
47031,False
47033,True
47035,False
47037,True
47039,False
47041,False
47043,True
47045,False
47047,True
47049,False
47051,False
47053,True
47055,False
47057,True
47059,False
47061,False
47063,True
47065,True
47067,False
47069,False
47071,False
47073,True
47075,False
47077,False
47079,False
47081,False
47083,False
47085,False
47087,False
47089,True
47091,False
47093,True
47095,False
47097,False
47099,False
47101,False
47103,False
47105,True
47107,False
47109,False
47111,True
47113,True
47115,True
47117,False
47119,True
47121,False
47123,False
47125,True
47127,False
47129,True
47131,False
47133,False
47135,False
47137,False
47139,True
47141,False
47143,False
47145,True
47147,True
47149,True
47151,False
47153,True
47155,False
47157,True
47159,True
47161,True
47163,True
47165,True
47167,True
47169,True
47171,True
47173,True
47175,False
47177,False
47179,True
47181,False
47183,False
47185,False
47187,True
47189,True
48001,False
48003,False
48005,False
48007,False
48009,True
48011,True
48013,True
48015,True
48017,False
48019,True
48021,True
48023,False
48025,False
48027,True
48029,True
48031,False
48033,False
48035,False
48037,True
48039,True
48041,True
48043,False
48045,False
48047,False
48049,False
48051,True
48053,False
48055,True
48057,False
48059,True
48061,True
48063,False
48065,True
48067,False
48069,False
48071,True
48073,False
48075,False
48077,True
48079,False
48081,False
48083,False
48085,True
48087,False
48089,False
48091,True
48093,False
48095,False
48097,False
48099,True
48101,False
48103,False
48105,False
48107,True
48109,False
48111,False
48113,True
48115,False
48117,False
48119,False
48121,True
48123,False
48125,False
48127,False
48129,False
48131,False
48133,False
48135,True
48137,False
48139,True
48141,True
48143,False
48145,True
48147,False
48149,False
48151,False
48153,False
48155,False
48157,True
48159,False
48161,False
48163,False
48165,False
48167,True
48169,False
48171,False
48173,False
48175,True
48177,False
48179,False
48181,True
48183,True
48185,False
48187,True
48189,False
48191,False
48193,False
48195,False
48197,False
48199,True
48201,True
48203,True
48205,False
48207,False
48209,True
48211,False
48213,False
48215,True
48217,False
48219,False
48221,False
48223,False
48225,False
48227,False
48229,True
48231,True
48233,False
48235,True
48237,False
48239,False
48241,False
48243,False
48245,True
48247,False
48249,False
48251,True
48253,True
48255,False
48257,True
48259,True
48261,False
48263,False
48265,False
48267,False
48269,False
48271,False
48273,False
48275,False
48277,False
48279,False
48281,True
48283,False
48285,False
48287,False
48289,False
48291,True
48293,False
48295,False
48297,False
48299,False
48301,False
48303,True
48305,True
48307,False
48309,True
48311,False
48313,False
48315,False
48317,True
48319,False
48321,False
48323,False
48325,True
48327,False
48329,True
48331,False
48333,False
48335,False
48337,False
48339,True
48341,False
48343,False
48345,False
48347,False
48349,False
48351,False
48353,False
48355,True
48357,False
48359,True
48361,True
48363,False
48365,False
48367,True
48369,False
48371,False
48373,False
48375,True
48377,False
48379,False
48381,True
48383,False
48385,False
48387,False
48389,False
48391,False
48393,False
48395,True
48397,True
48399,False
48401,True
48403,False
48405,False
48407,False
48409,True
48411,False
48413,False
48415,False
48417,False
48419,False
48421,False
48423,True
48425,False
48427,False
48429,False
48431,True
48433,False
48435,False
48437,False
48439,True
48441,True
48443,False
48445,False
48447,False
48449,False
48451,True
48453,True
48455,False
48457,False
48459,True
48461,False
48463,False
48465,False
48467,False
48469,True
48471,False
48473,True
48475,False
48477,False
48479,True
48481,False
48483,False
48485,True
48487,False
48489,False
48491,True
48493,True
48495,False
48497,True
48499,False
48501,False
48503,False
48505,False
48507,False
49001,False
49003,True
49005,True
49007,False
49009,False
49011,True
49013,False
49015,False
49017,False
49019,False
49021,False
49023,True
49025,False
49027,False
